,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
836,,,,,,,,(,,,,
838,,,,,,,(,,,,,
841,,(,,,,,,,,,,
843,,,,,,(,,,(,,,
844,,,,(,,,,,,(,,
846,(,,,,,,,,,,,
848,,,,,,,,,,,,(
850,,,,,(,,,,,,(,
857,,,(,,,p,p,,,,,
864,,,,,,,,p,,,,
866,,,,,,,,,p,,,
868,,,,,,,,,,,p,
869,p,,,p,,,,,,p,,p
870,,p,,,p,,,,,,,
872,,,,,,,),,,,,
876,,,p,,,,,,,,,
885,,,,,,),,,,,,
886,,,,,,,,),),,,
888,,,,,,,,,,,),
891,,,,,,,,,,),,)
893,,,),,,,,,,,,
894,),,,,),,,,,,,
896,,),,,,,,,,,,
898,,,,),,,,,,,,
912,,,,(,,,,(,(,,,
913,,(,,,,,(,,,,,
914,,,,,,,,,,,,(
915,,,(,,,,,,,(,(,
916,,,,,,(,,,,,,
918,,,,,(,,,,,,,
919,(,,,,,,,,,,,
920,,,,N,,,,,,,,
926,,,,,,,N,,,,,
927,,,,,,,,N,,,,
930,,,,,,,,,N,,,
932,,,,,N,,,,,,,
933,N,,,,,,,,,N,,
934,,,,,,,,,,,N,N
935,,N,,,,,,,,,,
944,,,N,,,N,,,,,,
954,,,,),,,,,,,,
959,,,,,,,,,,,),
960,,,,,,,,,,,,)
962,),,,,,,,,,,,
963,,,,,),,,,,,,
965,,,,,,,,,,),,
966,,,,,,,),,),,,
970,,),,,,,,,,,,
971,,,,,,,,),,,,
976,,,),,,),,,,,,
999,(,,,,,,,(,,,,
1001,,,,,,,,,(,,,
1006,,,,,,,,,,,(,
1012,,,,,,,,,,,,(
1013,,,,,,,(,,,,,
1015,,,,,,,,,,(,,
1019,,,,(,,,,,,,,
1023,,(,,,(,,,,,,,
1031,,,(,,,,,,,,,
1045,,,,,,(,,,,,,
1067,,,t,,,,,,,,,
1074,,,,,,,t,,,,,
1075,,,,,t,,,,,,,
1076,,,,,,,,t,,,,
1080,,,,,,,,,t,,,
1083,t,,,,,,,,,,,
1085,,,,,,,,,,t,,t
1086,,,,t,,t,,,,,t,
1089,,t,,,,,,,,,,
1109,,,),,,,,,,,,
1115,,,,,),,,,,,,
1122,,,,,,),,,,,,
1123,,),,,,,,,,,,
1130,,,,,,,,,),,,
1131,),,,),,,,,,,,
1132,,,,,,,),,,,,
1133,,,,,,,,,,),,
1135,,,,,,,,),,,,
1136,,,,,,,,,,,),
1140,,,,,,,,,,,,)
1372,,,,,,,(,,,,,
1380,,(,,,,,,,,,,
1381,,,,(,,,,,,,,
1382,,,,,,(,,(,,,,
1383,,,,,,,,,(,,(,
1384,(,,,,,,,,,(,,(
1393,,,,,(,,,,,,,
1395,,,(,,,,,,,,,
1397,,,,,,,p,,,,,
1398,,,,,,p,,,,,,
1401,,,,,,,,p,,,,
1404,,,,,,,,,p,,,
1406,,,,,,,,,,p,,
1408,,p,,,,,,,,,,
