,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
918,,,,(,,,,,,,,
920,,,,,,,(,,,,,
921,,,(,,,,,,,,,
923,(,(,,,,,,,,,(,
924,,,,,,,,,(,,,
925,,,,,,(,,,,,,
926,,,,,,,,(,,(,,(
931,,,,,(,,,,,,,
934,,,,,,,N,,,,,
937,,,,,,,,N,,,,
944,,,,,,,,,N,,,
945,N,,,,N,,,,,,,
946,,,,,,,,,,N,,
947,,,,,,,,,,,N,N
949,,N,,,,N,,,,,,
950,,,N,,,,,,,,,
963,),,,,,,,,,,,
965,,,,N,,,,,,,,
966,,),),,,,,,,,,
975,,,,,,),,,,,,
978,,,,,,,),,,,,
980,,,,),,,,,,,,
982,,,,,,,,),,,),
983,,,,,,,,,,,,)
984,,,,,,,,,),,,
985,,,,,,,,,,),,
991,,,,,),,,,,,,
1024,,,,,(,,,,,,,
1029,,,,,,,,,(,,,
1042,,,,,,,,(,,,(,
1043,,(,,(,,(,,,,,,(
1044,,,,,,,,,,(,,
1046,,,(,,,,,,,,,
1050,(,,,,,,,,,,,
1061,,,,,,,(,,,,,
1068,,,,,t,,,,,,,
1080,,,,,,,,t,,,,
1082,,,,,,,,,t,,,
1085,,,t,,,,,,,t,,
1086,,,,,,,,,,,t,t
1087,,,,t,,t,,,,,,
1088,,t,,,,,,,,,,
1090,,,,,,,t,,,,,
1094,t,,,,,,,,,,,
1114,),,,),),,,,,,,
1115,,,,,,),,,,,,
1116,,,),,,,,),,,,
1119,,,,,,,),,,,,
1124,,,,,,,,,,),,)
1125,,,,,,,,,,,),
1127,,),,,,,,,),,,
1389,,,(,,,,,,,,,
1395,,,,,,,,(,,,,
1398,,,,(,,,,,,,,
1399,(,,,,,,,,,,,
1401,,,,,,,,,,,(,
1402,,(,,,,,,,,,,
1403,,,,,,,(,,(,(,,(
1405,,,,,,(,,,,,,
1414,,,,,,,,p,p,,,
1415,,,,,(,,,,,,,
1416,,,p,,,,p,,,,,
1420,,,,,,p,,,,,,
1426,,p,,,,,,,,,,
1429,p,,,,p,,,,,,,
1431,,,,,,,),,,,,
1434,,,,,,,,,,p,,
1436,,,,p,,,,,,,p,
1437,,,,,,,,,,,,p
1448,,,),,,,,,,,,
1453,),,,),),,,,,,,
1456,,),,,,),,),),,,)
1457,,,,,,,,,,),),
1477,,,,,,,(,,,,,
1478,,,(,,,(,,,,,,(
1479,,,,,,,,(,(,(,,
1480,,,,(,,,,,,,,
