,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
738,,,,,,,(,,,,,
740,,,,,,(,,,,,,
741,,,,(,,,,,,,,
745,,,,,,,,(,,,,
746,(,,,,,,,,,,,
749,,,,,(,,,,(,,,
752,,,,,,,,,,,,(
753,,,,,,,,,,,(,
755,,(,,,,,p,,,,,
756,,,,,,,,,,(,,
760,,,,,,,,p,,,,
761,,,,p,,,,,p,,,
764,p,,,,,,,,,,p,p
765,,,,,,p,,,,,,
768,,,,,,,,,,p,,
769,,,,,p,,,,,,,
772,,,,,,,,),,,,
773,,,,,,,),,),,,
776,,,,,,,,,,,),)
778,,p,,,,,,,,,,
779,,,,,,,,,,),,
781,,,,),,),,,,,,
782,,,(,,,,,,,,,
792,),,,,,,,,,,,
794,,),p,,),,,,,,,
802,,,,,,,(,,,,,
805,,,),,,,,,,,,(
806,,,,(,,,,,(,,,
807,,,,,,,,,,(,,
808,,(,,,(,,,,,,,
810,(,,,,,,,,,,(,
812,,,,,,,,(,,,,
813,,,(,N,,,,,,,,
816,,,,,,(,,,,,,
818,,,,,,,N,,,,,
820,,,,,,,,N,,,,
821,,,,,N,,,,,,,
827,N,,,,,,,,,,,
829,,,,,,,,,N,,,
830,,N,,,,N,,,,N,N,N
831,,,N,,,,,,,,,
844,,,,),,,,,,,,
848,,,,,),,,,,,,
850,,),,,,,,,,,,
851,),,,,,),),,,,,)
852,,,,,,,,,,,),
853,,,),,,,,,,,,
855,,,,,,,,,,),,
856,,,,,,,,),,,,
858,,,,,,,,,),,,
892,(,,,(,,,,,,,,
893,,,,,,,,,,,(,
900,,,,,,,,,(,,,
905,,,,,,,,,,,,(
906,,(,,,,,,,,,,
907,,,,,,(,,,,,,
910,,,,,,,,,,(,,
912,,,,,,,,(,,,,
920,,,,,,,(,,,,,
921,,,(,,,,,,,,,
922,,,,,(,,,,,,,
944,,,,,,,,t,,,,
945,,,,,t,,,,t,,,
946,t,,,,,,,,,t,t,t
947,,t,,t,,t,,,,,,
949,,,t,,,,,,,,,
950,,,,,,,t,,,,,
963,,,,,,,),,,,,
967,,,,,),,,,,,,
974,,,),,,,,,,,,
979,,),,,,,,,,,,
980,,,,,,),,,,,,
983,),,,,,,,,),,,
984,,,,),,,,),,),),
985,,,,,,,,,,,,)
1153,,,(,,,,,,(,,,
1156,,,,,,,,,,,(,(
1158,,,,,,,(,,,,,
1160,,(,,,,,,,,,,
1163,,,,(,,,,,,,,
1164,(,,,,,,,,,,,
1165,,,,,(,,,,,(,,
1169,,,p,,,,,,,,,
1171,,,,,,,,,p,,,
1172,,,,,,,,,,,p,
1173,,,,,,,,,,,,p
1179,,,,,,,p,,,,,
1182,p,,,,,,,,,,,
1183,,,,,p,,,,,,,
1185,,,),p,,,,,,,,
1186,,p,,,,,,,,,,
1188,,,,,,(,,,,,,
1189,,,,,,,,,),,,
1190,,,,,,,,(,,,,
1191,,,,,,,,,,,,)
1192,,,,,,,),,,,,
1193,,,,,,,,,,,),
1199,,,,,,,,,,p,,
1202,,,,,,,,p,,,,
1203,,,,,,p,,,,,,
1207,),,,,),,,,,,,
1208,,,,),,,,,,,,
1210,,,,,,,,,,),,
1213,,),,,,,,),,,,
1221,,,,,,),,,,,,
1222,,,,,,,,,,(,,
1223,,,,,,,,,(,,,(
1226,,,,,,,(,,,,,
1227,,,,,,,,,,,(,
1228,,,,,,,,(,,,,
1232,,(,(,,,(,,,,,,
1233,(,,,(,,,,,,,,
1235,,,,,(,,,,,,,
1237,,,,N,,,,,,,,
1238,,,,,,,N,,,,,
1240,,,,,,,,N,,,,
1242,,,,,N,,,,,,,
1246,N,,,,,,,,,,,
