,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
800,,,(,,,,,,,,,
801,(,(,,,(,,,,,(,,
802,,,,(,,,,,,,,
803,,,,,,(,,(,,,(,
805,,,,,,,,,(,,,
806,,,N,N,,N,,,,N,,(
818,,,,,,,(,,,,,
819,,,,,,,,N,,,,
828,,,,,,,,,N,,,
830,,,,,,,,,,,N,
831,,N,,,,,,,,,,
832,,,,,,,,,,,,N
833,N,,,,,,,,,,,
835,,,,,N,,,,,,,
848,,,,,,,N,,,,,
849,,,,,,,,),,,,
850,,,,),,,,,,,,
855,),,,,,,,,,,,
859,,,,,,,,,,,,)
860,,,,,,,,,),,,
862,,,,,,,),,,,,
864,,,,,,,,,,),,
867,,,,,,),,,,,,
868,,),),,,,,,,,,
871,,,,,,,,,,,),
872,,,,,),,,,,,,
895,,,,,,,(,,,,,
897,,,,,,(,,,,,,
898,,(,,,,,,,,,,
899,,,(,(,,,,,,,,
906,,,,,,,,,,,(,
907,(,,,,,,,,(,,,
908,,,,,,,,,,,,(
909,,,,,,,,,,(,,
913,,,,,,,,(,,,,
936,,,,,(,,,,,,,
965,,,,,,,,,t,t,,
967,,,,,,,,,,,t,
968,t,t,t,t,,t,t,,,,,
969,,,,,,,,,,,,t
971,,,,,t,,,t,,,,
1000,,,,,,,,,),,,
1004,,,,,,,,,,),,
1005,,,,,),,,,,,,
1010,,,,,,,,,,,),
1011,),,,,,,,,,,,
1012,,,,,,,,),,,,)
1013,,,,,,),,,,,,
1014,,,,),,,),,,,,
1015,,),,,,,,,,,,
1023,,,),,,,,,,,,
1196,(,,,(,(,,,,,,,
1197,,,(,,,,(,,(,,,
1199,,,,,,,,,,(,,
1200,,,,,,,,(,,,,
1201,,,,,,(,,,,,,
1205,,(,,,,,,,,,,
1212,,,,p,,,p,,,,,
1213,p,,p,,p,p,,p,p,p,,(
1224,,,,,,,,,,,(,
1225,,,,,,,,),,,,
1226,,,),,,,,,,,,
1228,),,,,),,),,),,,
1229,,,,),,,,,,,,
1232,,,,,,,,,,,,p
1234,,,,,,),,,,,,
1239,,p,,,,,,,,,,
1244,,,,,,,,,,,p,
1250,,,,,,,,,,),,
1272,,,,,,,,,,,),)
1274,,),,,,,,,,,,
1296,(,,,,,,,,,,,
1300,,(,,,,,,,,,(,
1301,,,(,,(,,,,,,,
1302,,,,,,,,(,,,,
1303,,,,(,,(,,,(,,,
1304,,,,,,,,,,(,,
1306,,,N,N,,N,,,,N,,(
1316,,,,,,,,,N,,,
1319,,,,,,,(,N,,,,
1331,,,,,,,,,,,N,
1332,,,,,N,,,,,,,
1333,N,N,,,,,,,,,,N
1348,,,,),,,,,,,,
1350,,,,,),,N,,,,,
1351,,,,,,,,),,,,
1353,),,,,,,,,,,,
1359,,,,,,,,,),,,
1361,,,,,,,,,,,,)
1363,,,,,,,),,,,,
1364,,,,,,,,,,),),
1367,,,),,,,,,,,,
1369,,,,,,),,,,,,
1370,,),,,,,,,,,,
1395,,,,,,(,,,,,,
1399,,(,,,,,,,,,,
1403,,,,,,,(,,,,,
1404,,,,(,,,,,,,,
1406,,,(,,,,,,,,,
1407,,,,,,,,,(,,,
1409,(,,,,,,,,,,(,
1411,,,,,,,,,,,,(
1417,,,,,,,,(,,,,
1419,,,,,,,,,,(,,
1433,,,,,(,,,,,,,
1465,,,,,,,,,t,,,
1468,t,,,,,,,,,t,t,
1469,,t,,t,,,,,,,,
1470,,,t,,,t,,,,,,
1471,,,,,,,t,,,,,t
1472,,,,,t,,,,,,,
1474,,,,,,,,t,,,,
1502,,,,,),,,,),,,
1509,),,,,,,,,,,,
1512,,,,),,,,,,,,
1513,,,,,,,,,,),,
1514,,,,,,,,,,,),
1515,,),,,,),),,,,,)
1516,,,,,,,,),,,,
1517,,,),,,,,,,,,
1695,,(,,,,,,,,,,
1696,(,,,,(,(,,,(,,,
1697,,,,(,,,(,,,,,
1698,,,(,,,,,(,,,,
1705,,,,,,,,,,(,,
