,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
673,(,,,,,,,,,,,
679,,,,,,,,,,,(,
680,,,,,(,(,,(,,(,,(
682,,(,,,,,,,(,,,
684,,,(,,,,,,,,,
688,,,,(,,,,,,,,
692,,,,,,,(,,,,,
700,,,,,,,,,,N,,
701,N,,,,,,,,,,N,N
702,,,,,N,,,N,N,,,
704,,N,,,,,,,,,,
712,,,,,,N,,,,,,
719,,,,N,,,,,,,,
721,,,,,,,,),,,,
722,,,,,,,N,,,,,
723,,,,,,,,,),,,
726,,,N,,,,,,,,,
727,,,,,,,,,,),,
729,,),,,,),,,,,,
741,,,,,),,,,,,,
742,,,,),,,,,,,,
743,,,),,,,,,,,,
744,),,,,,,,,,,,
745,,,,,,,,,,,),
746,,,,,,,,,,,,)
750,,,,,,,),,,,,
787,,,,,,,,,(,,,
790,,,,,,,,,,(,,
791,,,,,,,,(,,,,
799,(,,,,,,,,,,,
800,,,,,(,,,,,,(,
801,,,,(,,,,,,,,
802,,,(,,,,,,,,,
803,,,,,,,,,,,,(
806,,(,,,,,,,,,,
811,,,,,,(,,,,,,
823,,,t,,,,,,,,,
831,,,,,,,(,,,,,
846,,,,,t,,,,,,,
850,t,,,,,,,t,t,,,
851,,t,,t,,,,,,t,t,t
853,,,,,,t,,,,,,
863,,,),,,,,,,,,
872,,,,,,,t,,,,,
883,,,,,,),,,,,,
886,,,,,,,,,,,,)
887,,,,,,,,,),,,
889,,,,,,,,),,,,
890,,),,),),,,,,,,
892,),,,,,,,,,,,
893,,,,,,,,,,,),
896,,,,,,,,,,),,
901,,,,,,,),,,,,
1061,,(,,,,,,,,,,
1063,,,,,,(,,,,,,
1064,(,,,,,,,,,,,
1066,,,,(,,,,,,,,
1070,,,,,,,,(,,,,
1071,,,,,,,,,,(,,
1072,,,,,,,,,,,(,(
1075,,,,,,,,,(,,,
1084,,,(,,(,,,,,,,
1087,,,,,,p,(,,,,,
1089,,,,,,,,p,,,,
1090,,p,,,,,,,p,,p,
1091,,,,,,,,,,p,,p
1095,,,,p,,,,,,,,
1097,p,,,,,,,,,,,
1098,,,,,p,,,,,,,
1099,,,,,,,p,,,,,
1101,,,p,,,,,,,,,
1103,,,,,,),,,,,,
1117,,,,,,,,),,),),
1119,,,,,,,,,),,,
1124,,,,,),,,,,,,
1125,),,,),,,,,,,,
1126,,,),,,,,,,,,
1127,,,,,,,),,,,,
1130,,),,,,,,,,,,
1131,,,,,,,,,,,,)
1163,(,,,,,,,,,,,
1164,,,,,(,,,,,,,
1166,,,,,,,,(,(,,(,
1167,,,,,,(,,,,(,,
1168,,(,,,,,,,,,,(
1170,,,(,,,,,,,,,
1177,,,,(,,,,,,,,
1180,,,,,,,(,,,,,
1186,,,,,,,,,N,N,N,
1187,,,,,N,,,N,,,,N
1188,N,,,,,,,,,,,
1189,,N,,,,,,,,,,
1198,,,,,,N,,,,,,
1206,,,,N,,,,),,,,
1207,,,,,,,,,),,,
1211,,),,,,,,,,),,
1212,,,,,,),,,,,,
1213,,,,,,,N,,,,,
1217,,,N,,,,,,,,,
1229,),,,,),,,,,,,
1230,,,,,,,,,,,,)
1231,,,,,,,,,,,),
1234,,,),,,,,,,,,
1238,,,,,,,),,,,,
1244,,,,),,,,,,,,
1274,,,,,,,,(,,,,
1281,,,,,,,,,(,,,
1282,,,(,,,,,,,,(,
1283,,,,,(,,,,,,,
1284,(,,,,,,,,,,,(
1285,,(,,,,,,,,,,
1286,,,,(,,,,,,,,
1288,,,,,,,,,,(,,
1295,,,,,,(,,,,,,
1317,,,t,,,,(,,,,,
1332,,,,,t,,,,,,,
1333,t,,,,,,,,,,,
1334,,,,t,,,,,,,,
1335,,t,,,,,,t,,,,
1336,,,,,,,,,t,,,
1337,,,,,,,,,,,,t
1338,,,,,,,,,,t,t,
1340,,,,,,t,,,,,,
1352,,,),,,,,,,,,
1361,,,,,,,t,,,,,
1372,,,,,),),,,,,,
1374,,,,),,,,,,,,
1376,,),,,,,,,,,,
1377,),,,,,,,),),,,
1380,,,,,,,,,,,),
1385,,,,,,,,,,),,
1386,,,,,,,,,,,,)
1398,,,,,,,),,,,,
1543,,(,,,,(,,,(,,,
1547,,,,,,,,,,,,(
1548,,,,(,,,,,,,,
1550,,,,,,,,(,,,(,
1553,,,,,(,,,,,,,
1556,(,,,,,,,,,,,
1557,,,,,,,(,,,,,
1569,,,,p,,,,,,,,
1571,,p,,,,,,,,,,
1573,,,,,,p,,p,p,,,
1575,p,,,,,,,,,,,
1576,,,(,,,,,,,,p,p
1580,,,,,,,p,,,,,
1587,,,,,p,,,,,,,
1590,,,p,,,,,,,,,
1593,,,,,,),,,,,,
1596,,),,,,,,,,,,
1602,,,,),,,,),),,,
1606,,,,,,,,,,,,)
1607,,,,,,,,,,,),
1613,),,,,,,,,,,,
1615,,,,,,,),,,,,
1616,,,),,),,,,,,,
1630,,,,,,(,,,,,,
1639,,,,,,,,(,,,,
1644,(,,,,(,,,,,,,
1647,,,,,,N,,,,,,(
1648,,,,,,,,,(,(,(,
1649,,(,(,,,,,,,,,
1659,,,,(,,,,,,,,
1663,,,,,,,(,,,,,
1667,,,,,,,,,N,N,N,
1668,,,,,N,,,N,,,,N
1669,N,,,,,,,,,,,
1670,,N,,,,,,,,,,
1687,,,,,,,,),,,,
1693,,,,,,),N,,,),,
1694,,),,,,,,,),,,
1696,,,,N,,,,,,,,
1697,,,N,,,,,,,,,
1711,,,,,,,,,,,,)
1712,,,),,,,,,,,),
1714,,,,,),,,,,,,
1715,),,,),,,,,,,,
1721,,,,,,,),,,,,
1752,,,,,(,,,,,,,
1756,,,,,,,,(,,(,,
1761,,,,,,,,,(,,,
1763,,,(,,,,,,,,,(
1764,,,,,,,,,,,(,
1765,,,,,,,(,,,,,
1769,,,,(,,,,,,,,
1770,(,(,,,,,,,,,,
1773,,,,,,(,,,,,,
1795,,,,,,,t,,,,,
1806,,,t,,,,,,,,,
1811,,,,,t,,,,,,,
1814,t,,,,,,,,,,,
1815,,,,,,,,t,,,,
1816,,,,t,,,,,t,,,
1817,,,,,,,,,,t,t,t
1819,,t,,,,,,,,,,
1823,,,,,,t,,,,,,
1831,,,),,,,,,,,,
1834,,,,,,,),,,,,
1854,,,,,,),,,,,,
1855,,,,,),,,,,,,)
1858,,,,,,,,),,,,
1859,,),,,,,,,),,,
1861,,,,),,,,,,,,
1862,),,,,,,,,,,,
1866,,,,,,,,,,,),
1867,,,,,,,,,,),,
2026,,(,,,,,,,,,,
2027,(,,,,,,,,,,,
2029,,,,,,(,,,,,,(
2031,,,,(,,,,,,,,
2032,,,,,,,,,,,(,
2033,,,,,,,,,(,,,
2035,,,,,,,,,,(,,
2037,,,,,,,,(,,,,
2043,,,,,(,,,,,,,
2048,,,,,,,(,,,,,
2052,,,,,,,,p,p,p,,
2053,p,p,,,,,,,,,p,p
2054,,,(,p,,p,,,,,,
2063,,,,,p,,p,,,,,
2072,,,p,,,,,,,,,
2078,),,,,,,,,,,,
2080,,,,,,),,,,,,
2084,,),,,,,,,,,,
2085,,,,),,,,,,,,
2086,,,,,,,,),,,,
2087,,,,,,,,,,),,
2088,,,,,,,,,,,),
2089,,,,,,,,,),,,
2092,,,,,,,,,,,,)
2096,,,,,),,,,,,,
2105,,,),,,,,,,,,
2106,,,,,,,),,,,,
2114,,,,,,(,,,,,,
2124,,(,,,,,,,,,,
2126,,,,,,,,(,,,,
2127,,,,,,,,,(,,(,
2128,(,,,,(,,,,,(,,(
2130,,,,,,N,,,,,,
2132,,,(,,,,,,,,,
2139,,,,(,,,,,,,,
2142,,,,,,,(,,,,,
2147,,,,,,,,,,N,,
2148,,,,,,,,N,N,,N,
2149,N,,,,N,,,,,,,N
2150,,N,,,,,,,,,,
2166,,,,N,,,,,,,,
2168,,,,,,,,),,,,
2171,,,,,,,N,,),,,
2174,,,,,,,,,,),,
2176,,),N,,,,,,,,,
2177,,,,,,),,,,,,
2189,,,),,,,,,,,,
2190,,,,,),,,,,,,
2192,,,,,,,,,,,,)
2193,),,,,,,,,,,),
2196,,,,),,,,,,,,
2201,,,,,,,),,,,,
2232,,,,,,,,(,,,,
2235,(,,,,,,,,,,,
2237,,,,(,,,,,,,,
2242,,,,,,,,,(,,,(
2244,,(,,,,,,,,(,(,
2249,,,,,(,,,,,,,
2252,,,(,,,,,,,,,
2258,,,,,,(,,,,,,
2287,,,,,,,(,,,,,
2295,,,t,,,,,,,,,
2296,,,,,,,,t,,,,
2297,,t,,t,,,,,t,,,
2298,t,,,,t,,,,,t,,
2299,,,,,,,,,,,t,t
2302,,,,,,t,,,,,,
2316,,,),,,,,,,,,
2319,,,,,,,t,,,,,
2320,,,,,),,,,,,,
2334,),,,,,,,,,,,
2336,,,,,,),,,,,,
2337,,,,),,,,),),,,
2338,,,,,,,,,,),,
2339,,),,,,,,,,,,
2340,,,,,,,,,,,),)
2354,,,,,,,),,,,,
2520,,,,,,(,,,,,,
2524,,(,,,,,,,,,,
2528,,,,,,,,,(,(,,
2529,,,,,,,,,,,(,
2531,,,,,,,,(,,,,
2533,,,,(,,,,,,,,
2534,(,,,,,,,,,,,
2538,,,,,,,,,,,,(
2540,,,,,(,,,,,,,
2542,,,(,,,,,,,,,
2546,,,,,,p,(,,,,,
2548,,,,,,,,p,p,,,
2549,,p,,,,,,,,p,,
2551,,,,,,,,,,,,p
2552,,,,p,,,,,,,p,
2555,p,,,,,,,,,,,
2559,,,,,p,,,,,,,
2562,,,p,,,,,,,,,
2564,,,,,,,p,,,,,
2565,,,,,,),,,,,,
2566,,),,,,,,,,,,
2568,,,,,,,,,),,,
2577,,,,,,,,,,),,
2578,,,,,,,,),,,,
2579,,,,,,,,,,,,)
2584,),,,,),,,,,,),
2588,,,,),,,,,,,,
2590,,,),,,,,,,,,
2601,,,,,,,),,,,,
2609,,,,,,(,,,,,,
2614,(,,,,,,,,,,,
2616,,,,,(,,,,,,,
2619,,,,,,,,,,(,,
2620,,,,,,,,,,,(,
2621,,,,,,,,(,,,,
2622,,,,,,,,,(,,,
2624,,,(,,,,,,,,,(
2625,,(,,,,,,,,,,
2626,,,,,,N,,,,,,
2636,,,,(,,,,,,,,
2638,,,,,,,(,,,,,
2642,,,,,,,,,,N,,
2643,,,,,,,,N,N,,N,
2644,N,,,,N,,,,,,,N
2645,,N,,,,,,,,,,
2662,,,,N,,,,,,,,
2665,,,,,,,,),),,,
2667,,,,,,,,,,),,
2668,,,,,,),,,,,,
2670,,,,,,,N,,,,,
2672,,,N,,,,,,,,,
2684,,,,,,,,,,,),)
2686,,),,,,,,,,,,
2687,),,,,),,,,,,,
2690,,,,),,,,,,,,
2692,,,),,,,),,,,,
2731,,,,,,,,,(,,,
2735,,,(,,,,,,,,,
2736,,,,,(,,,,,,,
2737,(,,,,,,,(,,,,
2741,,,,,,,,,,(,(,(
2743,,(,,,,,,,,,,
2744,,,,(,,,,,,,,
2749,,,,,,(,,,,,,
2765,,,t,,,,,,,,,
2786,,,,,,,(,,,,,
2791,,,,,t,,,t,t,,,
2792,t,,,t,,,,,,,t,t
2793,,,,,,,,,,t,,
2794,,t,,,,,,,,,,
2796,,,,,,t,,,,,,
2802,,,),,,,,,,,,
2819,,,,,,,t,,,,,
2821,,,,,),,,,,,,
2825,,,,),,,,,,,,
2830,),,,,,,,,,,,
2831,,,,,,),,,,,,
2833,,,,,,,,),),,,
2834,,,,,,,,,,,),
2835,,,,,,,,,,),,)
2837,,),,,,,,,,,,
2844,,,,,,,),,,,,
2990,(,,,,,,,,,,,
3010,,,,,,(,,(,,,,
3011,,,,,,,,,,,(,
3012,,,,,,,,,,,,(
3013,,(,,,,,,,,,,
3017,,,,,,,,,,(,,
3020,,,,(,(,,,,,,,
3023,,,,,,,,,(,,,
3026,,,(,,,,,,,,,
3030,,,,,,,(,,,,,
3036,p,,,,,,,,,,,
3040,,,,,,p,,p,,,,
3042,,,,,,,,,p,p,,
3043,,p,,p,,,,,,,p,
3044,,,,,,,,,,,,p
3053,,,,,,,p,,,,,
3055,,,,,p,,,,,,,
3060,,,p,,,,,,,,,
3066,,,,,,),,,,,,
3069,,,,,,,,),,,,
3071,,,,,,,,,,,,)
3073,),),,,,,,,,,,
3075,,,,),,,,,,,),
3077,,,,,,,,,),,,
3079,,,,,,,,,,),,
3086,,,),,,,),,,,,
3093,,,,,),,,,,,,
3107,(,,,,(,,,,,,,
3111,,,,,,,,,,(,,
3113,,,,,,,,,,,,(
3114,,(,,,,,,(,,,(,
3115,,,,,,,,,(,,,
3120,,,(,,,(,,,,,,
3126,,,,(,,,,,,,,
3128,,,,,,,(,,,,,
3135,,,,,,N,,,,N,,
3136,,,,,,,,N,N,,N,
3137,,,,,,,,,,,,N
3138,,N,,,,,,,,,,
3139,N,,,,N,,,,,,,
3154,,,,,,,,),,,,
3155,,,,,,,,,),,,
3156,,,,N,,,,,,,,
3163,,,,,,,N,,,),,
3165,,),,,,,,,,,,
3166,,,N,,,,,,,,,
3167,,,,,,),,,,,,
3174,),,,,,,,,,,,
3175,,,,,),,,,,,,
3177,,,),,,,,,,,,
3180,,,,),,,,,,,,)
3181,,,,,,,,,,,),
3188,,,,,,,),,,,,
3226,,,(,,,,,,,,,
3227,,,,,(,,,,,,,
3231,(,,,,,,,,,,,
3232,,,,,,,,,(,,,
3237,,,,,,,,,,,(,
3238,,(,,,,,,,,,,
3239,,,,(,,,,,,(,,
3241,,,,,,(,,,,,,
3242,,,,,,,,(,,,,(
3254,,,t,,,,,,,,,
3271,,,,,,,(,,,,,
3282,,,,,t,,,,,,,
3283,t,,,,,,,,,,,
3284,,,,,,,,t,,,,
3285,,,,t,,,,,t,,,
3286,,,,,,,,,,,,t
3287,,t,,,,,,,,t,t,
3290,,,,,,t,,,,,,
3295,,,),,,,,,,,,
3300,,,,,,,t,,,,,
3316,,,,,),,,,,,,
3322,,,,,,,,),,,,
3323,),,,,,,,,,,,
3324,,,,,,,,,,,,)
3325,,,,),,,,,),,,
3326,,,,,,,),,,,,
3327,,,,,,,,,,),,
