,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
755,,,,,(,,,,,,,
756,(,,,,,,,,,,,
758,,,(,,,,,,,,,
765,,,,,,,,(,(,(,(,(
766,,(,,,,,,,,,,
767,,,,,,,(,,,,,
769,,,,,,(,,,,,,
774,,,,(,,,,,,,,
776,,,,,,,N,,,,,
780,,,,,,,,N,,,,
782,,,,,,,,,N,,,
783,,,,,,,,,,N,N,
784,,N,,,,,,,,,,N
785,N,,N,,,N,,,,,,
788,,,,,N,,,,,,,
796,,,,N,,,,,,,,
803,),,,,,,,,,,,
807,,,,,,,,),,,,
808,,),,,,),,,,,,
809,,,,,,,,,),),),)
811,,,,),,,,,,,,
818,,,,,),,,,,,,
820,,,),,,,,,,,,
821,,,,,,,),,,,,
850,,,,,,,,(,,,,
851,,,,,,,,,(,,,
855,,,,,,,,,,(,,
863,,,,,,,,,,,(,
866,,,,,,,(,,,,,
868,,(,,,,,,,,,,(
869,,,(,,,,,,,,,
870,,,,,,(,,,,,,
878,,,,(,,,,,,,,
884,(,,,,,,,,,,,
887,,,,,(,,,,,,,
896,,,,,,,t,,,,,
911,,,,,t,,,,,,,
913,,,,,,,,t,,,,
915,,,,,,,,,t,,,
917,,,,,,,,,,t,,
919,t,,,,,,,,,,t,t
921,,,,t,,,,,,,,
923,,t,,,,,,,,,,
926,,,,,,t,,,,,,
928,,,t,,,,,,,,,
934,,,,,,,),,,,,
949,),,,,,,,,,,,
950,,,,,),,,,,,,
957,,,,,,,,,,,,)
960,,),,),,,,,),),,
961,,,,,,,,),,,),
973,,,,,,),,,,,,
974,,,),,,,,,,,,
1220,,,(,,,,,,,,,
1250,,(,,,,,,,,,,
1252,,,,(,,,,,,,,
1253,,,p,,(,,,,,,,
1254,(,,,,,,,,,,,
1260,,,,,,,,,,(,,
1264,,,,,,,,(,(,,,(
1265,,,,,,(,,,,,(,
1269,,,,,,,(,,,,,
1275,,,,,,,,,p,,,
1276,,,,,,,,,,p,p,
1277,,,,,,p,,,,,,
1278,,p,,,,,,,,,,
1279,,,,,,,,p,,,,p
1281,,,,p,,,,,,,,
1283,,,,,p,,,,,,,
1284,p,,,,,,,,,,,
1288,,,,,,,p,,,,,
1291,,,),,,,,,,,,
1294,,),,,,,,,,,,
1296,,,,,,),,,,,,
1299,,,,,,,,),),),,
1300,,,,,),,,,,,),
1302,,,,,,,,,,,,)
1308,),,,,,,,,,,,
1309,,,,),,,),,,,,
1314,,,,,(,,,,,,,
1317,,,(,,,,,(,,,,
1318,,,,,,,,,,(,,
1321,,,,(,,,,,(,,(,(
1323,,,,,,(,,,,,,
1324,,(,,,,,,,,,,
1325,(,,,,,,,,,,,
1330,,,,,,,(,,,,,
1333,,,,,,,N,,,,,
1336,,,,,,,,N,,,,
1338,,,,,,,,,N,N,,
1339,N,,,,N,,,,,,N,N
1340,,N,,,,N,,,,,,
1341,,,N,,,,,,,,,
1353,,,,N,,,,,,,,
1358,,,,,),,,,,,,
1362,,,,,,,,,,,,)
1363,),),,,,),,,,,),
1365,,,,,,,,,),,,
1367,,,,,,,),),,,,
1368,,,,,,,,,,),,
1369,,,,),,,,,,,,
1370,,,),,,,,,,,,
1411,,,,,,,(,,,,,
1412,,,,,,,,,(,,,
1413,,,,,,,,(,,,(,
1419,,,,,,,,,,(,,
1427,,,,,,,,,,,,(
1429,,,,(,,,,,,,,
1432,(,,,,,,,,,,,
1433,,,,,(,,,,,,,
1437,,(,,,,,,,,,,
1441,,,,,,(,,,,,,
1458,,,,,,,t,,,,,
1466,,,(,,,,,,,,,
1469,,,,,,,,t,,,,
1471,,,,,,,,,t,,,
1472,,,,,t,,,,,,,
1473,t,,,,,,,,,t,,
1474,,,,t,,,,,,,t,
1476,,t,,,,,,,,,,t
1483,,,,,,,),,,,,
1489,,,,,,t,,,,,,
1498,,,t,,,,,,,,,
1503,,,,,),,,,,,,
1512,,),,,,,,,,,,
1513,,,,,,,,),,,,
1514,,,,,,),,,,,,
1515,,,),,,,,,),,),
1516,,,,,,,,,,),,)
1524,),,,,,,,,,,,
1526,,,,),,,,,,,,
1792,(,,,(,,,,,,,,
1799,,(,,,,,,,,,,
1800,,,,,,,(,,,,,
1801,,,(,,,,,,,,,
1803,,,,,,,,,,(,,
1804,,,,,,,,,,,,(
1805,,,,,,,,(,,,,
1806,,,,,,(,,,(,,(,
1813,,,,,(,,,,,,,
1823,,,p,,,,,,,,,
1824,,,,,,p,,,,,,
1825,,p,,,,,,p,,p,,
1826,,,,,,,,,p,,,
1827,,,,,,,,,,,p,p
1829,,,,p,,,,,,,,
1833,p,,,,p,,,,,,,
1837,,,,,,,p,,,,,
1844,,,,,,,,,,,,)
1847,,,,,,,,),),),,
1848,,),,,,,,,,,,
1849,,,,,,,,,,,),
1850,,,,,,),,,,,,
1853,,,),,,,,,,,,
1858,,,,,),,,,,,,
1859,),,,,,,,,,,,
1860,,,,),,,,,,,,
1866,,,,,,,),,,,,
1867,,,,,,(,,,,(,(,
1868,(,,,,(,,,,,,,
1869,,,,,,,,,(,,,
1870,,(,(,,,,,,,,,(
1872,,,,,,,,(,,,,
1877,,,,(,,,(,,,,,
1879,,,,,,,N,,,,,
1882,,,,,,,,N,,,,
1884,,,,,,,,,N,N,,
1885,,N,,,,,,,,,N,N
1886,N,,,,N,,,,,,,
1887,,,N,,,N,,,,,,
1898,,,,N,,,,,,,,
1907,,),,,,,,,,,,
1909,,,),,,),,,,,),
1910,,,,),,,,,),,,)
1911,,,,,,,),,,),,
1912,),,,,,,,),,,,
1913,,,,,),,,,,,,
1950,,,,,,,,,,(,,
1951,,,,,,,,(,,,,
1956,,,,,,,(,,(,,,
1962,,,,,,,,,,,(,
1965,,,,,(,,,,,,,
1970,(,,,,,,,,,,,
1973,,,,(,,,,,,,,
1979,,,,,,,,,,,,(
1988,,(,,,,,,,,,,
1992,,,,,,(,,,,,,
1998,,,,,,,t,,,,,
2013,,,(,,,,,,,,,
2015,,,,,,,,t,,,,
2017,,,,,,,,,t,,,
2019,,,,,t,,,,,t,,
2020,t,,,,,,,,,,,
2021,,,,t,,,,,,,t,t
2023,,t,,,,,,,,,,
2027,,,,,,t,,,,,,
2029,,,,,,,),,,,,
2052,,,t,,,,,,,,,
2055,),,,,),,,,,,,
2058,,,,,,,,,,,,)
2059,,,,,,,,),,,,
2060,,),,,,,,,,,,
2061,,,,,,,,,,),,
2062,,,,,,,,,),,,
2063,,,,),,,,,,,,
2065,,,,,,,,,,,),
2066,,,,,,),,,,,,
2075,,,),,,,,,,,,
2370,,,(,,,,,,,,,
2389,,,,,,(,,,,,,
2390,,,,,,,,,,,,(
2391,,(,,(,,,,,(,,,
2392,(,,,,,,,,,(,(,
2393,,,,,(,,,,,,,
2394,,,,,,,,(,,,,
2405,,,p,,,,,,,,,
2407,,,,,,,(,,,,,
2412,,p,,,,p,,p,p,,,
2413,,,,p,,,,,,p,,
2414,,,,,,,,,,,p,
2417,p,,,,,,,,,,,
2418,,,,,,,,,,,,p
2419,,,,,p,,,,,,,
2423,,,,,,,p,,,,,
2424,,,),,,,,,,,,
2434,,,,,),,,,,,,
2436,,,,,,,,,),),,
2440,,,,,,,,,,,,)
2441,,,,,,,,),,,,
2442,,,,,,),,,,,),
2444,,),,,,,,,,,,
2445,),,,,,,,,,,,
2447,,,,,,,),,,,,
2448,,,,),,,,,,,,
2453,,,,,,,,,(,,(,
2454,,,,,,,,(,,,,(
2455,(,,,,(,,,,,,,
2457,,,,,,,(,,,(,,
2458,,(,,,,,,,,,,
2459,,,(,,,(,,,,,,
2463,,,,(,,,,,,,,
2465,,,,,,,N,,,,,
2470,,,,,,,,N,,,,
2472,,,,,,,,,N,,,
2473,,,,,,,,,,N,N,N
2474,,N,,,,N,,,,,,
2475,,,N,,,,,,,,,
2476,N,,,,,,,,,,,
2477,,,,,N,,,,,,,
2484,,,,N,,,,,,,,
2488,),,,,,,,,,,,
2491,,),),,,),,,,,,
2499,,,,,),,,,,,,
2501,,,,,,,),),,,),)
2502,,,,,,,,,),),,
2505,,,,),,,,,,,,
2543,,,,,,,,,(,,,
2544,,,,,,,,,,,(,
2546,,,,,,,,(,,,,
2549,,,,,,,(,,,,,
2552,,,,(,,,,,,,,
2553,,,,,,,,,,(,,
2555,(,,,,,,,,,,,
2558,,,,,(,,,,,,,
2562,,,,,,,,,,,,(
2573,,(,,,,,,,,,,
2575,,,,,,(,,,,,,
2587,,,,,,,t,,,,,
2595,,,(,,,,,,,,,
2604,,,,,,,,t,,,,
2607,,,,,,,,,t,,,
2608,,,,,,,,,,t,,
2609,t,t,,t,t,,,,,,,
2610,,,,,,,,,,,t,t
2620,,,,,,t,,,,,,
2624,,,,,,,),,,,,
2625,,,t,,,,,,,,,
2645,,,,,,,,,,,,)
2646,),,,,,,,,,,,
2647,,,,,),,,),,,,
2649,,,,),,,,,),,,
2650,,),),,,,,,,),,
2654,,,,,,),,,,,,
2660,,,,,,,,,,,),
2945,(,,,,,,,,,,,
2959,,,,,,,,(,,,,
2969,,,,,,(,,,(,,,
2971,,,,,,,,,,(,,(
2973,,(,,,,,,,,,,
2974,,,,(,,,,,,,,
2976,,,,,(,,,,,,,
2979,,,,,,,,,,,(,
2980,,,,,,,(,,,,,
2988,,,(,,,,,p,,,,
2993,,,,,,p,,,,,,
2994,,p,,,,,,,,,,
2995,,,,p,,,,,,,,
2996,,,,,,,,,p,p,,
2998,,,,,,,,,,,,p
3000,p,,,,,,,,,,,
3002,,,,,,,,,,,p,
3004,,,,,p,,,,,,,
3007,,,p,,,),,,,,,
3008,,,,,,,p,,,,,
3013,,),,,,,,,,,,
3017,,,,,,,,),,,,
3019,,,,,,,,,),,,
3021,,,,,,,,,,),),
3022,,,,),),,,,,,,
3023,,,),,,,,,,,,
3024,,,,,,,,,,,,)
3025,),,,,,,,,,,,
3030,,,,,,(,,,,,,
3031,,,,,,,),,,,,
3034,,(,,,,,,,(,(,(,
3037,(,,,,(,,,,,,,
3040,,,,,,,,(,,,,(
3042,,,(,(,,,,,,,,
3043,,,,,,,(,,,,,
3050,,,,,,,N,,,,,
3052,,,,,,,,N,,,,
3054,,,,,N,,,,N,,,
3055,,,,,,,,,,N,,
3056,N,N,,,,N,,,,,N,N
3057,,,N,,,,,,,,,
3066,,,,N,,,,,,,,
3077,,,,,,,,,,,,)
3078,,,,,,),,),,,,
3079,,,),,,,),,,,),
3080,,,,,,,,,),),,
3081,),),,,),,,,,,,
3083,,,,),,,,,,,,
3122,,,,,,,,(,,,,
3133,,,,,,,,,(,,,
3136,,,,,,,,,,(,,(
3139,,,,,,,(,,,,(,
3142,,,,(,,,,,,,,
3143,,,,,(,,,,,,,
3145,(,,,,,,,,,,,
3147,,(,,,,,,,,,,
3160,,,,,,(,,,,,,
3169,,,,,,,t,,,,,
3182,,,(,,,,,,,,,
3185,,,,,t,,,,,,,
3186,,,,,,,,t,,,,
3188,,,,,,,,,t,,,
3189,,,,,,,,,,t,,
3190,,,,,,,,,,,,t
3191,,,,,,,,,,,t,
