,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
1031,,,,(,,,,,,,,
1032,,,(,,,,,,,,,
1034,(,,,,(,,,,,,,
1036,,,,,,,,,(,,,
1039,,(,,,,(,(,(,,,(,
1041,,,,,,,,,,(,,(
1042,,,,N,,,,,,,,
1048,,,,,,,N,,,,,
1052,,,,,,,,N,N,,,
1053,,,,,N,,,,,,,
1059,N,,,,,N,,,,N,,
1060,,N,,,,,,,,,N,
1061,,,N,,,,,,,,,N
1072,,,,,),,,,,,,
1075,,,,,,,,,,,),
1077,,,,,,,),),,),,
1079,,,,,,,,,),,,
1083,,,,,,),,,,,,
1084,,,),,,,,,,,,
1085,,),,,,,,,,,,
1090,,,,),,,,,,,,
1091,,,,,,,,,,,,)
1095,),,,,,,,,,,,
1115,,,,,,,,,(,,,
1117,,,,,,,,,,(,,
1120,,,,,,,,,,,(,
1122,,,,,,,,(,,,,
1138,,(,,,,,,,,,,
1140,,,,,,,,,,,,(
1141,(,,,(,,,,,,,,
1142,,,,,(,,,,,,,
1144,,,,,,(,,,,,,
1145,,,(,,,,,,,,,
1175,,,,,,,(,,,,,
1187,,,,,,,,t,,,,
1189,,,,,,,,,t,,,
1191,,,,,t,,,,,t,,
1193,,,,,,,,,,,t,
1195,t,,,,,,,,,,,
1196,,,,t,,,,,,,,t
1197,,t,,,,,,,,,,
1198,,,,,,t,,,,,,
1201,,,t,,,,,,,,,
1211,,,,,,,t,,,,,
1224,,,,,),,,,,,,
1227,,,,,,,,),,,,
1231,),,,,,,,,,,,
1233,,,,,,,,,),,,
1234,,,,,,),),,,,,
1235,,,,),,,,,,,,)
1236,,),,,,,,,,),,
1237,,,),,,,,,,,,
1239,,,,,,,,,,,),
1482,,,,,,,,,(,,,
1484,(,(,,,,(,,,,,,
1486,,,,,,,,,,(,,
1487,,,,(,,,,(,,,(,
1488,,,(,,,,,,,,,
1490,,,,,,,,,,,,(
1500,,,,,,,(,,,,,
1504,,,,,(,,,p,,,,
1505,,,,,,,,,p,,,
1515,,,,,,,,,,p,,
1518,p,p,p,p,,p,,,,,p,
1520,,,,,,,,,,,,p
1524,,,,,,,p,),,,,
1529,,,,,,,,,),,,
1530,,,,,p,,,,,,,
1531,,,),,,,,,,,,
1541,),,,,,,,,,,,
1543,,,,,,,,,,),,
1544,,,,),,),,,,,,
1545,,),,,,,),,,,,)
1546,,,,,,,,,,,),
1550,,,,,),,,,,,,
1555,,,,,,,,(,(,,,
1559,,,,(,,,,,,,,
1560,(,,,,,,(,,,,,
1562,,(,,,(,,,,,,,
1563,,,(,,,,,,,,,
1564,,,,,,,,,,,(,(
1566,,,,,,(,,,,(,,
1570,,,,N,,,,,,,,
1571,,,,,,,N,,,,,
1575,,,,,,,,N,N,,,
1576,,,,,N,,,,,,,
1581,,,,,,,,,,N,,
1582,N,N,,,,,,,,,N,
1583,,,,,,N,,,,,,N
1584,,,N,,,,,,,,,
1599,,,,),,,,,,,,
1601,,,,,),,),),,),,
1602,,,,,,,,,),,),
1603,,,,,,,,,,,,)
1604,,),),,,),,,,,,
1613,),,,,,,,,,,,
1628,,,,,,,,,(,,,
1638,,,,,,,,(,,,,
1639,,,,,,,,,,(,,
1647,,,,,,,,,,,(,
1651,,,,(,,,,,,,,
1657,,(,,,,,,,,,,
1658,,,,,,,,,,,,(
1659,(,,,,,(,,,,,,
1668,,,(,,,,,,,,,
1677,,,,,(,,,,,,,
1689,,,,,,,(,,,,,
1709,,,,,,,,t,,,,
1710,,,,,,,,,t,,,
1713,,,,,,,,,,t,,
1715,,,,,,,,,,,t,
1716,,,,,t,,,,,,,
1717,,,,,,,,,,,,t
1718,t,,,t,,,,,,,,
1719,,t,,,,t,,,,,,
1723,,,t,,,,,,,,,
1735,,,,,,,t,,,,,
1742,,,,,),,,,,,,
1748,,,,,,,,),,,,
1752,,,,,,,,,,),,
1754,,,,,,,,,),,,
1755,,,,,,,,,,,,)
1756,,),,,,,,,,,),
1757,,,,,,),,,,,,
1758,),,,,,,),,,,,
1759,,,,),,,,,,,,
1767,,,),,,,,,,,,
1989,,,,,,,,,,(,,
1991,,(,,,,,,,(,,,
1993,,,,,,(,,(,,,,
1994,,,(,(,,,,,,,(,
1997,(,,,,,,,,,,,
2001,,,,,,,,,,,,(
2005,,,,,,,(,,,,,
2006,,,,,(,,,,,,,
2010,,,,,,,,p,,,,
2014,,,,,,,,,p,,,
2020,,,,,,,,,,p,,
2021,,,,,,,,,,,p,
2022,,,p,,,p,,,,,,
2023,,p,,,,,,,,,,
2024,,,,,,,,,,,,p
2025,,,,p,,,,,,,,
2029,,,,,,,p,,,,,
2030,,,,,,,,),,,,
2031,p,,,,,,,,,,,
2034,,,,,p,,,,,,,
2036,,,,,,,,,),,,
2048,,,,,,,),,,),,
2049,,),,,,),,,,,,)
2050,),,,,,,,,,,,
2051,,,,),,,,,,,),
2054,,,),,,,,,,,,
2057,,,,,),,,,,,,
2064,,,,,,(,,,,,,
2065,,,,,,,,(,(,,,
2066,,,,,,,(,,,,,
2067,,,,,,,,,,,(,(
2068,,,,(,,,,,,,,
2069,(,(,(,,,,,,,,,
2070,,,,,(,,,,,,,
2071,,,,,,,,,,(,,
2073,,,,N,,,,,,,,
2076,,,,,,,N,,,,,
2080,,,,,,,,N,N,,,
2083,,,,,N,,,,,,,
2087,N,,,,,,,,,N,,
2088,,N,,,,N,,,,,N,N
2089,,,N,,,,,,,,,
2104,,,,),,,,,,,,
2105,,,,,,,,),,),),
2106,,,,,,,),,,,,
2107,,,,,,,,,),,,
2108,,,,,,,,,,,,)
2111,,),,,,,,,,,,
2112,,,),,,),,,,,,
2116,),,,,),,,,,,,
2138,,,,,,,,(,,,,
2139,,,,,,,,,,(,,
2141,,,,,,,,,(,,,
2150,,,,,,,,,,,(,
2152,,(,,,,,,,,,,
2159,,,,(,,,,,,,,
2162,,,,,,,,,,,,(
2164,(,,,,,,,,,,,
2165,,,,,,(,,,,,,
2176,,,(,,,,,,,,,
2185,,,,,(,,,,,,,
2201,,,,,,,(,,,,,
2214,,,,,,,,t,,,,
2215,,,,,,,,,t,,,
2218,,,,,,,,,,t,,
2220,,,,,,,,,,,t,
2221,,,,,t,,,,,,,
2222,,,,,,,,,,,,t
2223,t,,,t,,,,,,,,
2224,,t,,,,,,,,,,
2225,,,,,,t,,,,,,
2230,,,t,,,,,,,,,
2236,,,,,,,t,,,,,
2255,,,,,),,,,,,,
2259,,,,,,,),),,,,
2260,),,,,,,,,),,,
2261,,,,,,,,,,,),
2262,,,,),,,,,,),,
2263,,,,,,,,,,,,)
2267,,),),,,),,,,,,
2482,,,,,,,,,(,,,
2483,,(,,,,,,,,,,
2484,,,,,,,,(,,,,
2485,,,,,,,,,,(,,
2486,,,,,,(,,,,,,(
2487,,,,,,,,,,,(,
2488,,,(,,,,,,,,,
2490,,,,(,,,,,,,,
2494,(,,,,,,,,,,,
2501,,,,,,,(,,,,,
2505,,,,,,,,p,,,,
2508,,,,,,,,,p,,,
2513,,,,,,,,,,p,,
2515,,,p,,(,,,,,,p,
2516,,,,,,p,,,,,,
2518,,p,,,,,,,,,,p
2520,,,,,,,,),,,,
2521,,,,p,,,,,,,,
2524,,,,,,,p,,,,,
2525,p,,,,,,,,,,,
2526,,,,,,,,,),,,
