,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
622,,,,,,,(,,,,,
623,,,,,,,,(,,,,
624,,,(,,,,,,,,,
625,,,,,,,,,(,,,
626,,,,,,,,,,,(,
627,,,,(,(,,,,,(,,
628,(,,,,,,,,,,,
629,,(,,,,,,,,,,(
631,,,,,,(,,,,,,
635,,,,N,,,,,,,,
638,,,,,N,,N,,,,,
641,,,,,,,,N,,,,
645,,,,,,,,,N,,,
646,N,,,,,,,,,N,,
647,,,,,,,,,,,N,
648,,N,N,,,N,,,,,,N
660,,,,),,,,,,,,
663,),,,,),,,,,,,
666,,,,,,,,,,,),)
670,,,,,,),,,,),,
671,,),),,,,,),,,,
672,,,,,,,),,,,,
674,,,,,,,,,),,,
711,,,,,,,,,,(,,
712,,,,,,,,(,(,,,
713,,,,(,,,,,,,,(
715,,,,,,,,,,,(,
716,,,,,,(,,,,,,
717,,,(,,,,(,,,,,
720,,(,,,,,,,,,,
731,(,,,,,,,,,,,
745,,,,,(,,,,,,,
751,,,,,,,t,,,,,
767,,,,,,,,t,,,,
769,,,,,,,,,t,,,
770,t,,,,,,,,,t,,
771,,,,,,,,,,,t,
772,,t,,t,,,,,,,,t
773,,,,,,t,,,,,,
774,,,t,,,,,,,,,
778,,,,,,,),,,,,
779,,,,,t,,,,,,,
802,),,,,,,,,,,,
809,,,,,,,,,,,),
810,,,,),),,,,),,,
811,,,,,,,,),,),,)
813,,),,,,,,,,,,
814,,,,,,),,,,,,
815,,,),,,,,,,,,
924,,,,,,,(,,,,,
925,,,,,,,,,,,(,
926,,,,,(,,,,,,,
927,,(,(,,,(,,,,,,
929,,,,,,,,,,,,(
930,,,,,,,,(,,,,
931,,,,,,,,,(,,,
932,,,,(,,,,,,,,
933,,,,,,,,,,(,,
944,(,,,,,,,,,,,
946,,,,,,,p,,,,,
947,,,,,,,,p,,,,
953,,,,,p,,,,,,,
954,,,,,,,,,,,p,
955,,,p,,,p,,,,,,
956,,p,,,,,,,p,p,,
957,,,,p,,,,,,,,p
960,p,,,,,,,,,,,
971,,,,,,,),,,,,
973,,,,,,,,),,,,
977,),,,,,,,,,,,
979,,,,,,,,,),,,
980,,,,,,,,,,),,
981,,,,,,,,,,,,)
982,,,,,,,,,,,),
983,,,,,,),,,,,,
984,,,,,),,,,,,,
985,,,,),,,,,,,,
986,,,),,,,,,,,,
988,,),,,,,,,,,,
1012,,,(,,,,,,(,,,
1015,,,,,,,(,(,,,,
1016,,,,,,,,,,(,,
1018,(,,,(,(,,,,,,(,
1019,,,,,,,,,,,,(
1020,,(,,,,,,,,,,
1022,,,,,,(,,,,,,
1025,,,,N,,,,,,,,
1028,,,,,N,,,,,,,
1029,,,,,,,N,,,,,
