,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
703,,,,,,,,,,,(,(
704,,,,,,,,,,(,,
705,,,(,,,,,,,,,
710,,,,,,(,,,,,,
711,,,,,(,,,,,,,
717,,,,(,,,,,,,,
718,,(,,,,,,,,,,
721,(,,,,,,(,(,(,,,
723,,,,,,N,,,,,,
725,,,,,,,,,,,,N
726,,,N,,,,,,,,,
727,,N,,,,,,,,,,
732,N,,,,,,,,,,,
743,,,,,,,,,N,,,
748,,,,,,,,N,,,,
749,,,,,,,,,,N,N,
750,,,,,N,,,,,,,
752,,,,,,,N,,,,,
754,,,,N,,,,,,,,
774,),,,,,,,,,,,
778,,,,,,,),,,,,
779,,,,,,,,),,,,
783,,,,,,,,,,,,)
784,,),,,),,,,,),),
785,,,),,,,,,,,,
787,,,,,,),,,),,,
793,,,,),,,,,,,,
817,,(,,,,,,,,,,
818,,,,,,,,,,,(,
823,,,,,,,,,,,,(
825,,,,,,,,,,(,,
826,,,,(,,,,,,,,
827,,,,,,(,,,,,,
829,,,(,,,,,,,,,
838,,,,,,,,,(,,,
840,,,,,,,(,,,,,
844,,,,,,,,(,,,,
845,(,,,,,,,,,,,
847,,,,,(,,,,,,,
886,,,,,,,,,,t,,
890,,,,,t,,,,,,,
891,t,,,,,,,,,,t,t
892,,t,,t,,t,,,,,,
893,,,t,,,,,,,,,
894,,,,,,,,t,,,,
896,,,,,,,t,,,,,
911,,,,,,,,,t,,,
928,,,,,,,,),,,,
930,),,,,,,,,,,,
931,,,,,),,,,,,,
933,,,,,,,,,,,),
937,,,,,,,,,,,,)
938,,,,,,,,,,),,
942,,,,,,,),,,,,
943,,,,),,),,,,,,
944,,),,,,,,,,,,
946,,,),,,,,,,,,
947,,,,,,,,,),,,
1203,,,,,,,(,,,,,
1204,,,,,,,,,,,(,(
1205,,,,,,,,,,(,,
1206,,,,,,(,,,,,,
1208,,,,,(,,,,,,,
1210,,,(,,,,,,,,,
1214,,,,(,,,,,,,,
1218,,(,,,,,,,,,,
1221,,,,,,,,,(,,,
1223,(,,,,,,,,,,,
1224,,,,,,,,(,,,,
1229,,,N,,,,,,,,,
1231,,,,,,,,,,,,N
1232,,,,,,N,,,,,,
1234,,N,,,,,,,,,,
1244,,,,,,,,,,N,,
1245,N,,,,,,,,N,,N,
1247,,,,,,,,N,,,,
1253,,,,,N,,N,,,,,
1255,,,,N,,,,,,,,
1271,,,,,),,,,,,,
1274,,,,,,,),,,,,
1276,),,,,,,,,,,,
1279,,,,,,,,),,,,
1281,,,,,,,,,,,),
1283,,),,,,,,,,,,
1284,,,,,,),,,),,,
1285,,,,,,,,,,,,)
1286,,,),,,,,,,),,
1287,,,,),,,,,,,,
1316,,,,,,,,,,(,,
1325,(,,,,(,,,,,,,(
1326,,(,,,,,,,,,,
1328,,,,(,,,,,,,,
1331,,,,,,,,,,,(,
1338,,,,,,,(,,,,,
1339,,,,,,,,(,,,,
1344,,,(,,,,,,,,,
1347,,,,,,(,,,,,,
1348,,,,,,,,,(,,,
1373,,,,,t,,,,,,,
1378,,,,,,,,,,t,,
1379,,,,,,,,,,,t,
1390,,,,,,,,,,,,t
1393,,t,t,t,,t,,,,,,
1394,t,,,,,,,t,,,,
1397,,,,,,,t,,,,,
1419,,,,,,,,,t,,,
1424,,,,,,,,),,,,
1426,,,,,),,,,,,,
1438,,,),,,,),,,,,
1439,,,,),,),,,,),,
1441,,),,,,,,,,,,)
1442,,,,,,,,,,,),
1443,),,,,,,,,,,,
1445,,,,,,,,,),,,
1702,,,,,,,,,,(,,
1703,,,,,,,,,,,(,
1705,,,,,,,,,,,,(
1706,,,,,,(,,,,,,
1708,,,(,,(,,,,,,,
1710,,,,(,,,(,,,,,
1712,,(,,,,,,,,,,
1720,,,,,,,,,(,,,
1722,,,N,,,,,,,,,
1723,(,N,,,,N,,(,,,,
1729,,,,,,,,,,,,N
1746,,,,,,,,,N,,,
1748,N,,,,,,,N,,N,N,
1752,,,,,N,,,,,,,
1753,,,,,,,N,,,,,
1755,,,,N,,,,,,,,
1772,,,,,),,,,,,,
1777,),,,,,,),,,,,
1781,,,,,,,,),,,,
1783,,),,,,),,,,,,
1784,,,),,,,,,),),,
1786,,,,,,,,,,,,)
1788,,,,,,,,,,,),
1793,,,,),,,,,,,,
1811,,,,,,,,,,(,,
1821,,,,,(,,,,,,,
1822,,,,,,,,,,,(,
1823,(,,,,,,,,,,,
1826,,(,,,,,,,,,,(
1833,,,,(,,,,,,,,
1838,,,,,,(,,,,,,
1839,,,,,,,(,,,,,
1841,,,,,,,,,(,,,
1848,,,(,,,,,,,,,
1853,,,,,,,,(,,,,
1879,,,,,,,,,,t,,
1884,,,,,,,,,,,t,
1889,,,,,,,,,,,,t
1891,,,t,,,t,,,,,,
1893,,t,,,,,,,,,,
1895,,,,t,,,,,,,,
1896,,,,,,,,t,,,,
1897,t,,,,,,t,,,,,
1898,,,,,t,,,,,,,
1906,,,,,),,,,,,,
1923,,,,,,,,,,),,
1926,,,,,,),,,,,,
1927,,,),,,,,,,,,
1929,,,,,,,,,,,),)
1933,,,,),,,,,,,,
1939,,),,,,,),,,,,
1940,,,,,,,,),t,,,
1972,),,,,,,,,,,,
1986,,,,,,,,,),,,
2202,,,,,,,,,,,(,(
2205,,,,,,,,,,(,,
2207,,,(,,,(,,,,,,
2209,,(,,(,,,,,,,,
2212,(,,,,(,,(,,,,,
2215,,N,,,,,,,,,,N
2218,,,,,,,,,(,,,
2226,,,,,,,,(,,,,
2231,,,N,,,N,,,,,,
2246,N,,,,,,,,,,,
2247,,,,,,,,N,N,,,
2251,,,,,N,,,,,N,,
2252,,,,,,,,,,,N,
2253,,,,,,,N,,,,,
2254,,,,N,,,,,,,,
2274,),,,,,,,,,,,
2278,,,,,,,),,,,,
2282,,),,,,,,),),,,
2283,,,,,,),,,,,,
2284,,,),,,,,,,),,)
2285,,,,,,,,,,,),
2289,,,,),),,,,,,,
2312,,(,(,,,,,,,,,
2315,,,,,,,,,,,,(
2327,,,,,,(,,,,,,
2332,,,,(,,,,,,,,
2334,,,,,,,,,(,,,
2335,(,,,,,,,,,,(,
2340,,,,,,,,,,(,,
2352,,,,,(,,,,,,,
2353,,,,,,,(,,,,,
2359,,,,,,,,(,,,,
2364,,,,,,,,,t,,,
2376,,,,,,,t,,,,,
2378,t,,,,t,,,,,t,,
2381,,,,t,,,,,,,t,
2383,,t,,,,,,,,,,
2384,,,,,,,,,,,,t
2386,,,,,,t,,,,,,
2390,,,t,,,,,,,,,
2395,,,,,,,,t,,,,
2404,,,,,),,,,,,,
2427,,,,,,,,),,,,
2435,,,,,,,,,),,,
2438,),,,,,,,,,,),
2439,,,),),,,,,,,,
2440,,),,,,,),,,),,)
2441,,,,,,),,,,,,
2705,,,,,,,,,,(,,(
2706,,,,,,,,,,,(,
2708,,,,,,(,,,,,,
2709,,,(,,,,,,,,,
2711,,(,,,,,,,,,,
2712,,,,(,,,,,,,,
2713,,,,,,,(,,,,,
2718,,,,,(,,,,,,,
2719,,,,,,,,,(,,,
2725,,,,,,,,(,,,,
2727,,,,,,,,,,,,N
2728,(,N,,,,N,,,,,,
2735,,,N,,,,,,,,,
2746,,,,,,,,,N,,,
2748,,,,,,,,N,,,,
2749,N,,,,,,,,,N,,
2750,,,,,N,,,,,,,
2753,,,,,,,N,,,,N,
2755,,,,N,,,,,,,,
2773,,,,,,,),,,,,
2784,,,),,,,,,,,,
2785,,,,,,),,,,,,)
2790,,),,,,,,,,,,
2791,,,,,,,,),,,,
2793,,,,,,,,,),,,
2794,,,,,,,,,,),),
2803,),,,,,,,,,,,
2804,,,,,),,,,,,,
2822,,,,),,,,,,,,
2830,,,,,,,,,,(,,
2836,,,,,,,,,,,(,(
2839,(,(,,,,,(,,,,,
2841,,,,,,,,(,,,,
2845,,,,(,,,,,,,,
2846,,,(,,,(,,,,,,
2850,,,,,,,,,(,,,
2877,,,,,(,,,,,,,
2882,,,,,,,,,t,t,,
2886,,,,,,,,,,,t,
2890,,,t,,,t,,,,,,t
2892,,,,,,,t,,,,,
2893,,,,,,,,t,,,,
2895,,t,,,,,,,,,,
2897,,,,t,,,,,,,,
2899,t,,,,,,,,,,,
2909,,,,,t,,,,,,,
2926,,,,,,,,),,,,
2929,,,,,,),,,,,),
2935,,,,),,,,,,,,)
2939,),),,,,,,,,,,
2940,,,),,,,),,),),,
2949,,,,,),,,,,,,
3203,,,,,,,,,,,(,
3204,,,,,,,,,,(,,(
3209,,,,,,(,,,,,,
3212,,,,,(,,,,,,,
3213,,,(,,,,,,,,,
3220,,,,,,,,,(,,,
3221,,,N,,,N,,,,,,
3225,,,,(,,,,,,,,N
3227,(,(,,,,,(,,,,,
3228,,,,,,,,(,,,,
3230,,N,,,,,,,,,,
3243,,,,,,,,,N,,,
3249,N,,,,,,,N,,,,
3250,,,,,,,,,,N,,
3251,,,,,N,,,,,,N,
3254,,,,,,,N,,,,,
3255,,,,N,,,,,,,,
3274,,,,,),,,,,,,
3277,),,,,,,,,,,,
3278,,,,,,,),,,,,
3282,,,,,,,,),,,,
3284,,,,,,,,,),,,)
3286,,),,,,,,,,,,
3287,,,),,,,,,,,,
3288,,,,,,,,,,,),
3289,,,,),,,,,,,,
3290,,,,,,),,,,),,
3316,,,,,,(,,,,,,
3322,,,,,,,,,,(,,
3325,,,,,,,,,(,,,
3326,,(,,,,,,,,,,
3329,,,,,,,,,,,(,
3330,,,,,,,(,,,,,(
3332,,,,(,,,,,,,,
3335,(,,,,,,,,,,,
3341,,,(,,,,,,,,,
3344,,,,,(,,,,,,,
3348,,,,,,,,(,,,,
3386,,,,,,,,t,,,,
3390,,,,,,,,,,t,,
3392,,,,,,,,,,,t,
3393,,,,,,,,,t,,,t
3397,t,t,t,t,,t,,,,,,
