,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
712,,(,,,,(,,,,,,
713,,,,,,,,(,(,,,
714,,,,,,,,,,(,(,
715,(,,,,,,,,,,,
716,,,,,,,(,,,,,
719,,,,(,,,,,,,,
720,,,,,,,,,,,,(
721,,,,,(,,,,,,,
728,,,,,,,N,,,,,
730,,,(,,,,,,,,,
731,,,,,,,,N,,,,
739,,,,,,,,,,N,N,
740,N,N,,,,N,,,N,,,N
742,,,,,N,,,,,,,
748,,,N,,,,,,,,,
751,,,,N,,,,,,,,
754,,,,,,),,,,,,
761,,,,,,,,,,,,)
762,,,,,),,,,,,),
763,),,),,,,),,,,,
764,,),,),,,,,),,,
765,,,,,,,,),,,,
772,,,,,,,,,,),,
797,,,,,,,,(,,,,
808,,,,,,,,,,(,,
810,,,,(,,,,,(,,,
811,(,,,,,,,,,,,
813,,,(,,(,,,,,,,
826,,,,,,,(,,,,(,
827,,,,,,,,,,,,(
829,,(,,,,,,,,,,
830,,,,,,(,,,,,,
858,,,,,,,t,,,,,
859,,,t,,,,,,,,,
864,,,,,t,,,,,,,
867,,,,,,,,t,,,,
868,t,,,,,,,,,,,
869,,,,,,,,,t,,,
871,,,,,,,,,,t,,t
872,,,,,,,,,,,t,
873,,,,t,,,,,,,,
874,,t,,,,t,,,,,,
885,,,,,,,),,,,,
894,,,,,),,,,,,,
896,,,),,,,,,,,,
901,,,,,,,,,,,),
910,,),,,,,,),,,,
911,),,,,,,,,,),,)
912,,,,),,,,,,,,
913,,,,,,),,,,,,
914,,,,,,,,,),,,
1055,,,,,,(,,,,,,
1056,,(,(,,,,,(,(,,,
1057,,,,(,,,(,,,(,,
1059,(,,,,,,,,,,,
1060,,,,,,,,,,,(,(
1063,,,,,(,,,,,,,
1076,,,,,,,,p,,,,
1077,,,,,,,p,,,,,
1078,,,,,,,,,p,p,,
1079,,,,,,,,,,,p,
1080,,,,,,,,,,,,p
1083,,,p,,,,,,,,,
1084,,,,,,p,,,,,,
1085,,p,,,,,,,,,,
1086,,,,p,,,,,,,,
1087,p,,,,,,,,,,,
1090,,,,,,,),,,,,
1093,,,,,p,,,,,,,
1095,,,,,,,,),,,,
1098,,,,,,,,,),,,
1105,,,),,,,,,,,),
1108,,),,,,,,,,),,
1109,,,,,,),,,,,,
1112,,,,,),,,,,,,
1113,,,,,,,,,,,,)
1114,),,,,,,,,,,,
1115,,,,),,,,,,,,
1121,,,,,,,,,(,,,
1122,,(,,,,,,,,(,,
1123,,,,,,,(,,,,,
1124,,,,,,(,,(,,,,
1126,(,,,,,,,,,,,
1127,,,,,(,,,,,,(,
1129,,,,,,,,,,,,(
1130,,,,(,,,,,,,,
1134,,,(,,,,,,,,,
1137,,,,,,,N,N,,,,
1147,,N,,,,N,,,N,N,N,N
1148,N,,,,,,,,,,,
1150,,,,,N,,,,,,,
1157,,,N,,,),,,,,,
1161,,,,N,,,,,,,,
1169,,,,,),,),,,,,
1170,,),,,,,,,,,,
1171,),,),,,,,,,,,)
1172,,,,,,,,),),,),
1173,,,,),,,,,,,,
1181,,,,,,,,,,),,
1206,,,,,,,,,(,,,
1208,,,,,,,,(,,,,
1216,(,,,,,,,,,,,
1217,,,,,,,(,,,,,
1221,,,,(,,,,,,,,
1227,,(,,,,,,,,,,
1230,,,,,,,,,,(,,
1233,,,,,(,,,,,,,
1234,,,(,,,,,,,,,
1235,,,,,,,,,,,,(
1239,,,,,,,,,,,(,
1252,,,,,,(,,,,,,
1254,,,,,,,t,,,,,
1272,,,,,,,,t,,,,
1274,,,,,,,,,t,,,
1275,,,t,,,,,,,,,
1277,,,,,t,,,,,,,
1280,t,,,,,,,,,,,
1281,,,,,,,,,,t,,
1282,,,,t,,,,,,,,
1283,,t,,,,,,,,,,
1284,,,,,,,,,,,t,t
1292,,,,,,t,,,,,,
1297,,,,,,,),,,,,
1304,,,),,,,,,,,,
1306,,,,,),,,,,,,
1310,,,,,,,,),,,,
1317,),,,,,,,,,,,
1318,,,,,,),,,,),,
1319,,,,),,,,,,,,
1320,,),,,,,,,,,,
1321,,,,,,,,,),,,
1323,,,,,,,,,,,,)
1324,,,,,,,,,,,),
1480,,,,,,,(,(,,,,
1481,,,,,,,,,(,,,
1482,(,,,,(,,,,,(,,
1483,,(,,,,,,,,,,
1484,,,,(,,,,,,,,
1486,,,,,,,,,,,(,(
1487,,,,,,(,,,,,,
1488,,,(,,,,,,,,,
1500,,,,,,,p,,,,,
1501,,,,,,,,p,,,,
1503,,,,,,,,,p,p,,
1507,,,,,,,,,,,p,p
1509,p,,,,,,,,,,,
1510,,p,,p,,,,,,,,
1511,,,p,,,p,,,,,,
1513,,,,,p,,,,,,,
1516,,,,,,,,),,,,
1518,,,,,,,),,,,,
1520,,,,,,,,,),,,
1528,,,),,,,,,,,,
1529,,,,,,),,,,,,
1531,,,,,,,,,,),,
1532,,,,,,,,,,,,)
1533,,),,),,,,,,,,
1535,),,,,),,,,,,),
1544,,,,,,,,,(,,,
1545,,,,,,,,,,(,,
1547,,,,,,,,,,,(,
1550,(,(,,,,(,,,,,,
1551,,,,,,,,(,,,,
1552,,,,,(,,(,,,,,(
1555,,,,(,,,,,,,,
1557,,,(,,,,N,,,,,
1561,,,,,,,,N,,,,
1562,,,,,,,,,N,,,
1569,,,,,,,,,,N,N,
1570,N,N,,,,N,,,,,,N
1573,,,,,N,,,,,,,
1582,,,N,,,),,,,,,
1585,,,,N,,,,,,,,
1588,,,,,,,,,,,,)
1593,,,,,),,,,,,,
1594,),),),,,,),,,,,
1598,,,,,,,,),,,,
1599,,,,),,,,,,,,
1600,,,,,,,,,),,,
1602,,,,,,,,,,,),
1603,,,,,,,,,,),,
1633,(,,,,,,,,,,,
1636,,,,,,,(,,,,,
1639,,,,,,,,,(,,,
1641,,,,,,,,,,(,,
1643,,,,,,,,(,,,,
1646,,,,,(,,,,,,,
1650,,(,,(,,,,,,,,
1657,,,(,,,,,,,,,
1659,,,,,,,,,,,(,(
1671,,,,,,(,,,,,,
