,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
814,,,,,,,(,,,,,
815,,,(,(,,,,,,(,,
817,,,,,,,,,(,,,
818,,,,,,(,,,,,,
820,(,(,,,,,,,,,,
821,,,,,,,,(,,,(,(
823,,,,,(,,,,,,,
826,,,N,,,,N,,,,,
832,,,,,,N,,,,,,
841,,N,,,,,,,,,,
843,,,,,,,,N,N,,,
845,,,,,,,,,,N,N,N
846,N,,,,,,,,,,,
847,,,,,N,,,,,,,
868,,,,N,,,,,,,,
874,,,,,,,,,,,),)
875,,,,,,,,,,),,
876,,),,,,,,,,,,
879,,,,),,,,),),,,
883,,,,,),,,,,,,
884,),,,,,,),,,,,
904,,,,,,),,,,,,
905,,,),,,,,,,,,
926,,,,,,,,,,,,(
931,,,,,,,,,,,(,
932,(,,,(,,,,,,,,
935,,(,,,,,,,,,,
939,,,,,,,,,,(,,
942,,,(,,(,,,,,,,
946,,,,,,,(,,,,,
953,,,,,,,,,(,,,
956,,,,,,(,,,,,,
959,,,,,,,,(,,,,
979,,t,,,,,,,,,,
982,,,,,,,t,,,,,
983,,,,,,,,,,,,t
985,t,,,t,t,,,,,,,
986,,,t,,,,,t,t,,t,
987,,,,,,,,,,t,,
1014,,,,,,,,,),,,
1016,,,,,,,,),,,,
1019,,,,,,,,,,,,)
1021,,,,,,,),,,,,
1022,,,,),,,,,,,,
1024,,,,,,,,,,),,
1025,,,),,,t,,,,,),
1026,,),,,,,,,,,,
1027,,,,,),,,,,,,
1028,),,,,,,,,,,,
1073,,,,,,),,,,,,
1201,,,,,,(,,,,,,
1202,,,(,,,,,,,,,
1204,,,,,,,,,,,(,
1206,,,,,,,,,,,,(
1207,,,,,,,,,(,,,
1209,,(,,,,,,,,,,
1214,,,,(,,,,(,,,,
1215,(,,,,,,,,,,,
1216,,,,,,,,,,(,,
1227,,,,,,,(,,,,,
1228,,,,,,,,,,,p,
1229,,,,,,,,p,p,,,
1238,,,,,,,,,,p,,
1239,,,,,(,,,,,,,
1241,,,p,,,,,,,,,
1243,,,,,,p,,,,,,
1244,,p,,,,,,),,,,p
1246,,,,p,,,p,,,,,
1250,,,,,,,,,),,,
1255,p,,,,,,,,,,,
1258,,,,,p,,,,,,,
1260,,,),,,,,,,,,
1273,,,,,,,,,,,),
1275,,,,),,,,,,,,
1276,,),,,,,),,,),,
1277,),,,,),,,,,,,
1278,,,,,,,,,,,,)
1279,,,(,,,,,,,,,
1282,,,,,,),,,,,,
1294,,,,,,,,,,(,(,(
1295,,,,(,,,,(,(,,,
1297,,(,,,,,,,,,,
1298,,,,,,,(,,,,,
1299,(,,,,(,,,,,,,
1302,,,N,,,(,,,,,,
1305,,,,,,,N,,,,,
1312,,,,,,N,,,,,,
1314,,N,,,,,,,,,,
1318,,,,,,,,N,N,,,
1319,,,,,,,,,,N,N,
1320,,,,,,,,,,,,N
1321,N,,,,,,,,,,,
1323,,,,,N,,,,,,,
1341,,,,N,,,,,,,,
1349,),,,,,,,,,,,
1350,,),,,,,,,,,,
1351,,,,,,),,,,,,
1352,,,,,,,,,,,,)
1354,,,,,,,,,,,),
1355,,,,,,,,),,),,
1358,,,,),,,),,),,,
1362,,,),,,,,,,,,
1368,,,,,),,,,,,,
1398,,,,,,,,(,,,,
1399,,,,,,(,,,,,,
1401,,,,,(,,,,,,,
1402,(,,(,,,,,,,,,
1403,,,,,,,(,,,,,
1411,,,,,,,,,,(,,
1412,,,,,,,,,,,(,
1418,,,,,,,,,,,,(
1423,,,,(,,,,,,,,
1426,,,,,,,,t,,,,
1429,,(,,,,,,,,,,
1431,,,,,,t,,,,,,
1433,,,,,,,,,(,,,
1434,,,t,,,,,,,,,
1456,,,,,,,t,,,,,
1458,,,,,t,,,),,,,
1459,t,,,,,,,,,,,
1460,,,,t,,,,,,,,
1462,,t,,,,,,,,t,t,t
1463,,,,,,,,,t,,,
1465,,,,,,),,,,,,
1485,,,,,),,,,,,,
1487,,,),,,,,,,,,
1488,,,,,,,),,,,,
1491,,,,,,,,,),,,
1496,,,,,,,,,,),),
1497,,,,,,,,,,,,)
1501,),),,),,,,,,,,
1686,,,(,,,,,,,,,
1689,,,,,,,,(,,,,
1691,,(,,,,,,,(,,(,
1692,,,,,,(,,,,,,
1693,,,,,,,,,,(,,
1694,,,,,,,,,,,,(
1695,,,,(,,,,,,,,
1702,(,,,,,,,,,,,
1708,,,,,,,,p,,,,
1710,,,,,,,(,,,,,
1712,,,,,,,,,p,,,
1719,,,,,(,,,,,p,,
1721,,,p,,,,,,,,,
1722,,,,,,,,,,,p,
1723,,,,,,p,,,,,,p
1725,,p,,,,,,,,,,
1727,,,,p,,,p,),,,,
1729,p,,,,,,,,,,,
1743,,,,,p,,,,),,,
1746,,,),,,,,,,,,
1748,,,,,,,,,,,),
1751,,,,,,,,,,),,
