,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
662,,,,,,,(,(,,,,
663,,,,,(,,,,,,,
664,,,,,,,,,,(,,
665,,,,,,,,,,,(,(
666,,(,(,,,(,,,,,,
667,(,,,,,,,,,,,
669,,,,,,,,,(,,,
672,,,,(,,,,,,,,
674,,,,,,,N,,,,,
678,,,,,,,,N,,,,
681,,,,,N,,,,,,,
684,N,N,N,,,N,,,,,,
685,,,,,,,,,,,N,N
686,,,,,,,,,,N,,
687,,,,,,,,,N,,,
695,,,,N,,,,,,,,
699,,,,,),,,,,,,
700,),,,,,,,,,,,
701,,,,,,,,,,,,)
702,,,,,,,,,,,),
704,,,,),,,,),),),,
705,,,,,,,),,,,,
708,,),,,,,,,,,,
709,,,,,,),,,,,,
714,,,),,,,,,,,,
767,,,,,,,,,,(,,
768,,,,(,,,(,,,,,
771,,,,,,,,,,,(,
773,,,,,,,,(,,,,
775,,,,,,,,,(,,,
776,(,,,,,,,,,,,
777,,,,,,,,,,,,(
779,,(,,,,,,,,,,
780,,,,,(,(,,,,,,
802,,,(,,,,,,,,,
819,,,,,,,t,,,,,
821,,,,,t,,,,,,,
828,,,,,,,,t,t,t,,
829,t,,,,,,,,,,t,t
830,,t,,t,,,,,,,,
831,,,,,,t,,,,,,
844,,,t,,,,,,,,,
851,,,,,,,),,,,,
863,,,,,),,,,,,,
864,,,,,,,,,,,,)
865,,,,),,,,,,),,
866,,),,,,,,),,,,
868,,,,,,,,,),,),
869,,,),,,,,,,,,
872,,,,,,),,,,,,
874,),,,,,,,,,,,
1079,(,,,,,,,(,,,,
1080,,,,,,,(,,,,,
1081,,,,(,,,,,(,,(,
1082,,(,,,,,,,,,,
1083,,,,,,(,,,,,,
1085,,,(,,,,,,,(,,
1090,,,,,,,,,,,,(
1095,,,,,,,,p,,,,
1096,,,,,,,p,,,,,
1097,,,,,(,,,,,,,
1099,,,p,,,,,,,,,
1101,,,,,,p,,,,,,
1103,,p,,,,,,,p,,,
