,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
697,,,,,,,,,(,,,
698,,(,,,,,,,,(,,
700,(,,,,,,,(,,,(,(
701,,,,,,,(,,,,,
703,,,,(,,,,,,,,
704,,,,,(,,,,,,,
708,,,,,,,N,,,,,
710,,,(,,,,,,,,,
711,,,,,,(,,,,,,
712,,,,,,,,N,,,,
719,,,,,,,,,N,,,
722,N,,,,N,,,,,,,
723,,N,,,,N,,,,N,N,N
733,,,N,,,,,,,,,
739,,,,N,,,,,,,,
742,,,,,,,),,,,,
748,,,,,,,,),,,,
753,),,,,),,,,,,,
754,,,,,,,,,),),,
755,,),,,,,,,,,,)
756,,,,),,,,,,,,
757,,,,,,),,,,,),
758,,,),,,,,,,,,
775,,,,,,,,,,(,,
785,,,,,,,,,,,(,
787,,,,,,,,,(,,,
790,,(,,,(,,,(,,,,(
791,(,,,(,,,,,,,,
797,,,,,,,(,,,,,
805,,,(,,,,,,,,,
813,,,,,,(,,,,,,
837,t,t,,t,,,,,,t,,
838,,,t,,t,,,,t,,,
839,,,,,,,,,,,t,t
841,,,,,,,,t,,,,
846,,,,,,,t,,,,,
856,,,,,,t,,,,,,
868,,,),,,,,,,,,
873,,,,,,,),,,,,
881,,,,,),,,,,,,
882,),,,,,,,,,,,
884,,,,),,,,,,,,)
885,,,,,,,,,,,),
888,,,,,,,,),,),,
891,,,,,,,,,),,,
892,,),,,,,,,,,,
895,,,,,,),,,,,,
1091,,,,,,,,(,,,,
1093,,,,,,,,,(,,,
1095,,,,,,,,,,,(,
1096,,(,,,,,,,,,,
1097,,,(,,,(,,,,(,,
1098,,,,(,,,,,,,,
1100,(,,,,,,,,,,,
1101,,,,,,,,,,,,(
1104,,,,,,,(,,,,,
1112,,,,,,,p,,,,,
1121,,,,,(,,,,,,,
1123,,,,,,,,p,,,,
1125,,,p,,,,,,p,,,
1126,,,,,,,,,,p,p,p
1127,,p,,,,p,,,,,,
1128,,,,p,,,,,,,,
1129,p,,,,,,,,,,,
1132,,,,,,,),,,,,
1142,,,,,p,,,,,,,
1146,,,,),,,,,,,,
1147,,),,,,,,),,,,
1149,),,,,,,,,),,,)
1150,,,,,,,,,,),),
1156,,,),,,,,,,,,
1160,,,,,,),,,,,,
1164,,,,,),,,,,,,
1174,,,,,,,(,,,,,
1175,,,,,,,,(,,,,
1176,(,(,,,,,,,(,,,
1177,,,,,(,,,,,(,(,
1178,,,,,,,,,,,,(
1183,,,,(,,,,,,,,
1186,,,,,,,N,,,,,
1187,,,(,,,(,,,,,,
1190,,,,,,,,N,,,,
1197,,,,,,,,,N,,,
1200,,,,,,N,,,,,,
1201,N,N,,,,,,,,N,N,N
1203,,,,,N,,,,,,,
1213,,,N,,,,,,,,,
1216,,,,N,,,,,,,,
1222,,,,,,,),,,,,
1223,,,,,),,,,,,,
1226,,,,,,,,),,,,
1231,),,,,,,,,,,,
1232,,,,,,,,,),,,
1233,,,,,,),,,,),),
1234,,,),),,,,,,,,
1235,,,,,,,,,,,,)
1240,,),,,,,,,,,,
1256,(,,,,,,,,,,,(
1258,,,,,,,,,(,(,,
1259,,,,(,,,,,,,(,
1265,,,(,,(,,,,,,,
1269,,,,,,,,(,,,,
1271,,(,,,,,,,,,,
1274,,,,,,,(,,,,,
1278,,,,,,(,,,,,,
1316,,,t,,,,t,,,,,
