,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
826,,(,,(,,,,,,,,
827,,,(,,,,,,(,,,
828,,,,,,(,(,(,,(,,
832,,,,,(,,,,,,,(
833,(,,,,,,,,,,,
837,,,,,,,,N,N,,,
838,,,,,,,N,,,N,,
839,,,,,,,,,,,(,
841,,,,N,,,,,,,,
846,,,,,,,,,,,N,
856,,,N,,,,,,,,,
857,,,,,,N,,,,,,
858,,N,,,,,,,,,,N
865,,,,,N,,,,,,,
866,N,,,,,,,,,,,
875,,,,,,,,,,,),
878,,,,,,),,,,,,
880,,,,,,,),),,,,
881,,,,,,,,,),,,)
882,,),,,,,,,,),,
887,,,),,,,,,,,,
892,),,,,),,,,,,,
897,,,,),,,,,,,,
946,,,,,,,,(,,,,
949,,,,,,,(,,,,,
954,(,,,,,,,,,,,
956,,,,,,,,,(,,,
961,,,(,,,,,,,,,
964,,,,,(,(,,,,,,
967,,(,,,,,,,,,,
969,,,,,,,,,,,,(
971,,,,,,,,,,,(,
973,,,,(,,,,,,,,
980,,,,,,,,,,(,,
992,,,,,,,,t,t,,,
993,,,,,,,t,,,,,
1006,,,,,,,,,,,,t
1009,,,,,t,,,,,,,
1010,,t,t,,,t,,,,,t,
1011,,,,t,,,,,,,,
1012,t,,,,,,,,,,,
1026,,,,,,,,,,t,,
1032,,,,,,,,),,,,
1034,,,,,,,),,,,,
1035,,,,,,,,,),,,
1043,),,,,,,,,,,,
1045,,,,),,,,,,,,
1048,,,,,,,,,,,,)
1049,,,,,),,,,,,,
1051,,,,,,,,,,,),
1059,,,),,,,,,,,,
1062,,,,,,),,,,,,
1065,,),,,,,,,,,,
1069,,,,,,,,,,),,
1237,,,,,,,,,(,(,,
1238,,,,,,,,(,,,,
1239,,,,,,(,,,,,,
1240,,,,,,,,,,,(,
1241,,,(,(,,,,,,,,
1242,,(,,,,,,,,,,
1246,,,,,,,,,,,,(
1249,(,,,,,,,,,,,
1256,,,,,,,,p,,,,
1257,,,,,,,(,,,,,
1260,,,,,,,,,p,p,,
1263,,,p,,,p,,,,,,
1267,,,,,(,,,,,,,
1272,,,,,,,,),,,,
1273,,,,,,,,,),,,
1275,,,,,,,p,,,,,
1278,,p,,,,,,,,,,
1281,,,,p,,,,,,,,
1282,p,,,,,,,,,,,p
