,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
792,,,,,,,(,,,,,
799,,,,,,,,(,,,,
800,,,,,,,,,(,,,
801,(,(,(,,,(,,,,,,
802,,,,(,,,,,,(,(,
803,,,,,,,,,,,,(
806,,,,,(,,,,,,,
807,,,,N,,,,,,,,
811,,,,,,,N,,,,,
814,,,,,,,,N,,,,
820,,,,,N,,,,,,,
822,N,,,,,,,,,,,
823,,N,N,,,N,,,,N,N,N
824,,,,,,,,,N,,,
843,,,,,,,),,,,,
845,,,,,,,,),,,,
846,),,,,,),,,,,),
847,,),),,),,,,,,,)
848,,,,,,,,,,),,
850,,,,,,,,,),,,
853,,,,),,,,,,,,
870,,,,,,,,(,,,,
882,,,,,,,,,,(,,
885,,,,,,,,,(,,,
888,,,,,,,,,,,,(
893,,,,,,(,,,,,,
894,,(,,,,,,,,,,
896,,,,(,,,,,,,,
898,(,,,,,,,,,,(,
901,,,,,(,,,,,,,
910,,,(,,,,,,,,,
911,,,,,,,(,,,,,
941,,,,,,,,t,,,,
942,,,,,t,,,,,,,
946,,,,,,,,,t,,,
947,t,,,,,,,,,t,t,
948,,t,,t,,t,,,,,,t
949,,,t,,,,,,,,,
950,,,,,,,t,,,,,
975,,,,,,,),,,,,
980,,,,,),,,,,,,
982,,,,,,,,,,,,)
986,),,,,,,,,,,,
988,,,,,,,,),,,,
989,,,,),,,,,,,,
990,,,),,,,,,,,,
991,,,,,,,,,,),,
992,,),,,,,,,,,),
993,,,,,,,,,),,,
995,,,,,,),,,,,,
1174,,,(,,,,,,,,,
1202,,,,,,(,,,,,,
1204,,(,,,,,,,,,,
1206,,,,(,,,,,,,,
1207,(,,,,,,,,(,,,
1208,,,,,,,,(,,,(,
1209,,,,,,,,,,,,(
1210,,,p,,,,(,,,,,
1211,,,,,,,,,,(,,
1214,,,,,(,,,,,,,
1222,,,,,,,p,,,,,
1227,,p,,,,,,p,p,,,
1228,,,,p,,,,,,p,p,
1229,p,,,,,p,,,,,,p
1236,,,,,,,),,,,,
1237,,,,,p,,,,,,,
1238,,,),,,),,,,,,
1247,,,,,,,,),,,,
1250,,,,,,,,,),,),)
