,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
658,,(,,,,,,,,,,
659,,,,,,,,,,,,(
660,,,,,,,,,,,(,
661,,,(,,,,,,,(,,
662,(,,,,,,,,,,,
663,,,,,(,,(,,,,,
664,,,,(,,(,,(,(,,,
680,,,,,,,,,N,,,
681,N,,,,N,,,,,,,
682,,N,,,,,,,,N,N,N
687,,,,,,,,N,,,,
688,,,,,,N,,,,,,
689,,,N,,,,,,,,,
696,,,,N,,,,,,,,
698,),,,,),,,,,,,
700,,),,,,,,,,,),
702,,,),,,),,,,,,)
703,,,,,,,N,,,),,
704,,,,),,,,,,,,
711,,,,,,,,),,,,
714,,,,,,,,,),,,
715,,,,,,,),,,,,
752,,,,(,,,,,,,,
754,,(,,,,,,,,,,
760,,,,,,(,,,,,,
766,,,(,,,,(,,,,,
772,,,,,(,,,,,,,
775,,,,,,,,(,,,,(
776,,,,,,,,,,(,,
778,,,,,,,,,(,,,
787,,,,,,,,,,,(,
789,(,,,,,,,,,,,
822,,,,t,,,,,,,,
824,,t,,,,,,,,,,
825,,,,,,t,,,,,,t
826,,,t,,,,,,,,,
827,,,,,t,,t,,,,,
828,,,,,,,,,,t,t,
830,t,,,,,,,t,t,,,
852,,,,,,,,,,,,)
862,,,,),,,,,,,,
868,),,,,,,,,,,,
870,,,,,,,,,,,),
872,,),),,),),,,,,,
873,,,,,,,,,,),,
876,,,,,,,),,,,,
877,,,,,,,,,),,,
878,,,,,,,,),,,,
1033,,,,,,,,,(,,,
1034,,,,,,,,(,,,,
1044,,(,(,,,,,,,,,
1045,,,,,,,,,,(,,
1046,,,,(,,,,,,,,
1047,,,,,,(,,,,,,
1049,(,,,,,,,,,,(,
1059,,,,,,,(,,,,,
1061,,,,,(,,,,,,,
1062,,,p,,,,,p,,,,
1067,,p,,,,,,,,,,
1068,,,,,,,,,,p,,
1069,,,,,,p,,,p,,,
1073,,,,p,,,,,,,p,
1077,,,,,,,p,,,,,
1079,p,,,,,,,,,,,
1082,,,,,p,,,,,,,
1083,,,,,,,,),,,,
1084,,,),,,,,,,,,
1090,,,,,,,,,),,,
1094,,,,,,),,,,,,
1096,,,,,),,,,,,,
1098,,,,,,,,,,),,
1099,,,,,,,,,,,),
1100,),,,,,,,,,,,
1101,,,,,,,),,,,,
1102,,),,,,,,,,,,
1104,,,,),,,,,,,,
1126,,(,,(,,,,,,,,
1128,,,,,,,,(,,,,
1129,,,(,,,,(,,(,,(,
1131,(,,,,,,,,,(,,
1132,,,,,(,(,,,,,,
1148,,,,,N,,,,,,,
1149,N,,,,,,,,,,,
1150,,,,,,,,,N,,,
1151,,N,,,,,,,,N,N,
1156,,,,,,N,,N,,,,
1157,,,N,,,,,,,,,
