,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
590,,,,,(,,,,,,,
592,,,,,,,,(,,,,
593,,,,(,,,(,,(,,(,(
594,(,,(,,,,,,,,,
595,,(,,,,(,,,,(,,
597,,,,N,,,,,,,,
599,,,,,N,,,,,,,
601,,,,,,,N,,,,,
603,,,,,,,,N,N,,,
611,N,,,,,,,,,,,
612,,N,,,,N,,,,N,N,N
613,,,N,,,,,,,,,
625,,,,),,,,,,,,
630,,,,,,,,,,),),)
631,),,,,,,,,,,,
632,,,),,,,,,,,,
634,,,,,),),,,,,,
636,,,,,,,,,),,,
637,,,,,,,,),,,,
639,,,,,,,),,,,,
642,,),,,,,,,,,,
682,,,,,,,,(,,,,
683,,,,,,,,,(,,,
687,,,,,,,,,,,,(
695,,,,(,,,,,,,,
696,,,,,,,,,,(,,
698,,,,,(,,,,,,,
699,,,,,,,,,,,(,
702,,(,,,,,,,,,,
703,(,,,,,,,,,,,
705,,,,,,(,,,,,,
709,,,(,,,,,,,,,
714,,,,,,,(,,,,,
727,,,,,t,,,,,,,
736,,,,,,,,t,,,,
741,,,,,,,,,t,,,
758,t,t,t,t,,t,,,,t,t,
759,,,,,,,,,,,,t
760,,,,,,,t,,,,,
774,,,,,),,,,,,,
779,,,,,,,,),,,,
786,,,,,,),,,,,,
787,,,,,,,),,,,,
788,,,,,,,,,,,,)
792,),,,,,,,,,,,
793,,,,,,,,,,),,
796,,,),,,,,,),,,
798,,),,),,,,,,,,
800,,,,,,,,,,,),
966,,,,,,,,,(,,,
968,,,,,,,(,(,,,,
973,,,,,,,,,,(,,
974,,,,,,,,,,,,(
975,,,(,,,,,,,,(,
977,,,,,,(,,,,,,
978,,(,,,,,,,,,,
980,,,,,(,,,,,,,
981,,,,(,,,,,,,,
983,(,,,,,,,,,,,
986,,,,,,,p,,,,,
988,,,,,,,,p,,,,
994,,,,,p,,,,,,,
995,,,,,,,),,,,,
1000,,,p,,,,,,,,,
1002,,p,,,),p,,,p,p,p,p
1003,,,,p,,,,,,,,
1004,p,,,,,,,,,,,
1009,,,,,,,,),,,,
1017,,,,,,,,,),,,
1019,),,,,,,,,,,,)
1021,,,,),,,,,,),,
1023,,,,,,,,,,,),
1025,,),),,,,,,,,,
1027,,,,,,),,,,,,
1035,(,,,,,,,,,,,
1036,,,,,,,(,,,,(,
1037,,,,,,,,,,(,,
1039,,,,,,,,(,(,,,
1040,,(,,(,,(,,,,,,
1041,,,(,N,(,,,,,,,
1044,,,,,,,,,,,,(
1046,,,,,N,,,,,,,
1048,,,,,,,N,,,,,
1049,,,,,,,,N,,,,
1050,,,,,,,,,N,,,
1058,N,N,,,,,,,,N,N,N
1059,,,N,,,N,,,,,,
1076,,,,,,,,,,),),)
1077,),,,,,,,,,,,
1078,,,,),),,,,,,,
1081,,,),,,,,,,,,
1082,,),,,,,,,,,,
1083,,,,,,,),,,,,
1084,,,,,,,,),),,,
1094,,,,,,),,,,,,
1125,,,,,,,,,(,,,
1144,,,,,,,,(,,,(,
1146,,,,,,,,,,(,,(
1150,,,,,,,(,,,,,
1151,,,,,(,,,,,,,
1154,,,,,,(,,,,,,
1155,,,,(,,,,,,,,
1156,(,,,,,,,,,,,
1157,,(,(,,,,,,,,,
1176,,,,,t,,,,,,,
1186,,,,,,,,t,t,,,
1202,t,,,,,,,,,t,t,
1203,,,,t,,,,,,,,t
1204,,t,,,,t,,,,,,
1205,,,t,,,,t,,,,,
1223,,,,,),,,,,,,
1234,),,,,,,,,,,,
1239,,,,,,,),),,,,
1240,,,),,,,,,),,,
1241,,,,,,,,,,,),
1242,,),,,,,,,,),,)
1244,,,,),,),,,,,,
1384,,,,,,,,(,(,,,
1385,,,,,,,(,,,,,
1386,,,,,,,,,,(,,
1387,,,(,,(,,,,,,,
1388,,(,,,,(,,,,,,
1389,,,,(,,,,,,,,
1390,,,,,,,,,,,(,
1393,(,,,,,,,,,,,(
1396,,,,,,,p,,,,,
1399,,,,,,,,p,,,,
1402,,,,,p,,,,,,,
1407,,,,,,,),,,,,
1411,,,p,,,,,,,,,
1412,,,,,,p,,,,,,
1413,,p,,p,),,,,,,,
1414,p,,,,,,,,,,,
1415,,,,,,,,,,p,p,p
1416,,,,,,,,,p,,,
1430,),,,,,,,,,,,
1431,,),,),,,,,,,,
1432,,,,,,),,),),),,)
1433,,,),,,,,,,,),
1448,,,,(,,,,,,,,
1450,,,(,,,(,(,,,,,
1451,,,,,(,,,(,,,(,(
1452,,(,,,,,,,(,(,,
1453,(,,,,,,,,,,,
1454,,,,N,,,,,,,,
1459,,,,,N,,,,,,,
1460,,,,,,,N,,,,,
1461,,,,,,,,N,,,,
1462,,,,,,,,,N,,,
1469,N,,,,,,,,,,,
1470,,N,,,,N,,,,N,N,N
1471,,,N,,,,,,,,,
1486,,,,,,,,,,,),
1487,,,,,,,,,,,,)
1488,),,,,,,,,,,,
1491,,,,),,,,,,,,
1492,,,,,),,,,,,,
1494,,,,,,,),,,,,
1495,,),,,,),,),,),,
1496,,,),,,,,,),,,
1542,,,,,,,,,,,(,
1544,,,,,,,,,(,,,
1547,,,,,,,,(,,,,
1551,,,,,(,,,,,,,
1552,,,,,,,,,,,,(
1555,,,,,,,,,,(,,
1559,,,,(,,,,,,,,
1562,,(,,,,,,,,,,
