,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
821,,,,(,,,,,,,,
822,(,,,,,,,,,,,
823,,(,,,,,,,,,,
827,,,,,,(,(,,,,,
828,,,,,,,,,,,,(
829,,,,,,,,,,(,,
831,,,(,,,,,,(,,(,
832,,,,,(,,N,,,,,
837,,,,,,,,(,,,,
840,,,,,,,,,N,,,
841,,,,,,,,,,N,,
844,,,,,,,,,,,N,
848,,N,N,,,N,,,,,,N
857,N,,,,,,,,,,,
858,,,,,N,,,N,,,,
864,,,,N,,,,,,,,
871,,,,,,,,,,,,)
873,,),,,,),),),,,,
875,,,,,,,,,),,,
878,,,,,,,,,,,),
879,,,,,,,,,,),,
881,,,),,,,,,,,,
882,),,,,),,,,,,,
886,,,,),,,,,,,,
918,,,,,,,,,(,,,
919,,,,,,,(,,,,,
921,,,,,,,,(,,,,
965,,,,,,,,,,(,,
982,,,,,,,,,,,(,
988,,,,,,,,,,,,(
989,,(,,,,,,,,,,
990,,,,(,,,t,,,,,
991,(,,,,(,,,,,,,
992,,,,,,(,,,,,,
994,,,,,,,,t,,,,
997,,,,,,,,,t,,,
1005,,,(,,,,,,,t,,
1014,,,,,,,,,,,t,
1023,,,t,,,,,,,,,
1024,,,,,,t,,,,,,
1026,,t,,,,,,,,,,t
1028,,,,t,,,,,,,,
1032,,,,,,,),,,,,
1034,t,,,,,,,,,,,
1035,,,,,,,,,),,,
1037,,,,,,,,,,),,
1038,,,,,,,,),,,,
1040,,,),,,,,,,,,
1042,,),,,,,,,,,,
1047,,,,,,),,,,,,
1051,,,,),t,,,,,,,
1055,,,,,,,,,,,),
1075,,,,,,,,,,,,)
1088,),,,,,,,,,,,
1089,,,,,),,,,,,,
1250,,,,,,(,,,,,,
1253,,,,,,,,,,(,,
1254,,(,,,,,,,,,,
1256,,,(,,,,,,,,,
1259,,,,,,,,,(,,,
1260,,,,,,,,(,,,,
1261,,,,,,,,,,,(,
1263,,,,(,,,,,,,,
1264,(,,,,,,,,,,,
1265,,,,,,,,,,,,(
1270,,,,,,,(,,,,,
1271,,,,,(,,,p,,,,
1277,,,,,,,,,p,,,
1281,,,,,,,,,,p,,
1283,,,p,,,,,,,,p,
1284,,p,,p,,p,,,,,,
1285,p,,,,,,,,,,,p
1288,,,,,,,p,),,,,
1293,,,,,p,,,,,,,
1302,,,,,,,),,,,,
