,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
584,,,,(,,,,,,,,
589,,,,,,,,,(,,,
591,(,,,,,,(,(,,,,
592,,(,,,,,,,,,,
593,,,,,,,,,,,,(
594,,,,,,(,,,,,(,
598,,,,,(,,,,,(,,
599,,,,N,,,N,,,,,
602,,,(,,,,,,,,,
606,,,,,,,,N,,,,
608,,,,,,,,,N,,,
609,,,,,N,,,,,,,
610,N,,,,,,,,,N,,
611,,,,,,,,,,,N,
612,,,,,,,,,,,,N
613,,N,,,,,,,,,,
614,,,,,,N,,,,,,
619,,,N,,,,,,,,,
622,,,,),,,,,,,,
630,,,,,,,,,,,,)
635,,,,,),),),,,,,
636,,,),,,,,,,,),
637,),,,,,,,),,,,
639,,),,,,,,,,),,
641,,,,,,,,,),,,
677,,,,,,,,,,(,,
682,,,,,,,,,(,,,
683,,,,,,,,,,,(,
691,,,,,,,,(,,,,
692,(,,,,,,,,,,,(
697,,,,(,,,,,,,,
701,,(,,,(,,,,,,,
704,,,,,,(,,,,,,
718,,,,,,,(,,,,,
726,,,,,,,,t,,,,
730,,,(,,,,,,,,,
741,,,,,t,,,,t,,,
742,t,,,,,,,,,,,
744,,,,,,,,,,t,,
745,,,,t,,,,,,,,t
746,,,,,,,,,,,t,
750,,t,,,,,,,,,,
753,,,,,,t,t,,,,,
756,,,t,,,,,,,,,
757,,,,,,,,),,,,
774,,,),,,,,,,,,
782,,,,,,),,,,,,
783,,,,,),,,,,,,
784,,,,,,,,,),,),
786,,,,,,,,,,),,
787,,,,),,,),,,,,)
788,),,,,,,,,,,,
789,,),,,,,,,,,,
911,,,(,,,,,,,,,
914,,,,,,(,,,,,,
928,,,,,,,(,,,,,
930,,(,,,,,,,,,,
933,,,,(,,,,,,,,(
934,,,,,,,,,(,,(,
935,(,,,,,,,,,,,
937,,,,,,,,,,(,,
941,,,,,(,,,,,,,
943,,,p,,,,,(,,,,
948,,,,,,p,,,,,,
952,,,,,,,,p,,,,
954,,p,,,,,,,p,,,
955,,,,p,,,,,,p,,p
956,p,,,,,,,,,,,
957,,,,,p,,p,,,,,
958,,,,,,,,,,,p,
959,,,),,,,,,,,,
972,,,,,,,,),,,,
978,,,,,),,,,,,,
982,,),,,,,,,,,,
983,),,,,,,,,),,,
984,,,,,,),,,,,,)
985,,,,,,,),,,),,
986,,,,),,,,,,,),
1021,,,,,,,,,(,,,
1026,,(,(,(,,(,,(,,,,(
1027,,,,,,,(,,,,,
1029,(,,,,,,,,,,,
1030,,,,,,,,,,,(,
1032,,,,,(,,,,,(,,
1034,,,,,,,N,,,,,
1040,,,,,,,,N,,,,
1042,,,,,,,,,N,,,
1045,N,,,,N,,,,,N,,
1046,,,,,,,,,,,N,
1047,,,,,,,,,,,,N
1048,,N,,,,N,,,,,,
1053,,,N,,,,,,,,,
1060,,,,N,,,,,,,,
1064,),,,,,,,,,,,
1065,,,,,),,,,,,,
1067,,,,),,,,,,,,)
1068,,,,,,,,,,,),
1070,,,,,,,),,,,,
1071,,,,,,,,),,,,
1072,,,,,,,,,,),,
1074,,),,,,,,,,,,
1075,,,,,,,,,),,,
1078,,,),,,,,,,,,
1079,,,,,,),,,,,,
1116,,,,,,,,,,(,,
1118,,,,,,,,,(,,,
1121,(,,,,,,,,,,,(
1124,,,,,,,,(,,,,
1125,,,,,(,,,,,,,
1126,,,,(,,,,,,,,
1137,,(,,,,,,,,,,
1143,,,,,,,,,,,(,
1146,,,,,,(,,,,,,
1147,,,(,,,,,,,,,
1149,,,,,,,(,,,,,
1162,,,,,,,,t,,,,
1175,,,,,,,,,t,,,
1178,,,,,,,,,,t,,
1183,t,,,,t,,,,,,,t
1184,,t,,t,,,,,,,t,
1186,,,,,,t,t,,,,,
1197,,,,,,,,),,,,
1205,,,t,,,,,,,,,
1209,,,,,),,,,,,,
1210,),,,),,,,,,,,
1221,,,,,,),,,),),,)
1222,,),),,,,),,,,),
1362,,,,,,,,(,,,,
1365,,,,,,,,,,,(,
1367,,,,,,(,,,,,,
1368,(,,,,,,,,,,,
1371,,,,,,,(,,,,,(
1372,,(,,,,,,,,,,
1373,,,(,,,,,,,,,
1374,,,,(,,,,,,,,
1376,,,,,,,,,(,,,
1377,,,,,,,,,,(,,
1384,,,p,,(,p,,,,,,
1389,,,,,,,,p,,,,
1392,,,,,,,,,p,,,
1397,,,,,,,,,,p,p,
1398,,p,,,,,,,,,,p
1399,p,,,p,,,p,,,,,
1405,,,,,p,,,,,,,
1406,,,),,,,,,,,,
1420,,,,,,,),,,,,
1421,,,,,),,,,,,,
1422,),),,,,,,),,,,
1425,,,,),,,,,),,,
1426,,,,,,),,,,),,)
1432,,,,,,,,,,,),
1461,,,,(,,,,,,,,
1465,,,(,,,,,,,,,
1467,,,,,,,,,(,,,
1468,,(,,,,(,(,(,,,(,(
1471,(,,,,(,,,,,(,,
1474,,,,N,,,,,,,,
1475,,,,,,,N,,,,,
1482,,,,,,,,N,,,,
1484,,,,,,,,,N,,,
1485,,,,,N,,,,,,,
1486,,,,,,,,,,N,,
1487,N,,,,,,,,,,N,
1488,,,,,,,,,,,,N
1489,,N,,,,,,,,,,
1490,,,,,,N,,,,,,
1496,,,N,,,,,,,,,
1502,,,,,,,),,,,,
1504,,,,,,,,,,,,)
1508,,,,),,,,,,,,
1511,),,,,,,,,,,,
1512,,),,,,,,,,,,
1513,,,,,),,,,,,),
1514,,,,,,,,),,,,
1515,,,,,,),,,,),,
1517,,,,,,,,,),,,
1522,,,),,,,,,,,,
1557,,,,,,,,,(,,,
1558,,,,,,,,,,(,,
1563,(,,,,,,,,,,,(
1565,,,,,,,,,,,(,
1566,,,,(,,,,,,,,
1571,,(,,,,,,,,,,
1573,,,,,,,,(,,,,
1582,,,,,(,,,,,,,
1585,,,,,,(,,,,,,
1597,,,,,,,(,,,,,
1602,,,,,,,,t,,,,
1610,,,(,,,,,,,,,
1617,,,,,t,,,,t,,,
1623,t,,,,,,,,,t,,
1624,,,,t,,,t,,,,,
1625,,t,,,,,,,,,,t
1626,,,,,,t,,,,,,
1627,,,,,,,,,,,t,
1643,,,,,,,,),,,,
1644,,,t,,,,,,,,,
1653,,,,,,,,,,,),
1657,,,,,),,,,,,,
1663,),,,,,,,,),,,)
1664,,,,),,,),,,),,
1669,,),,,,),,,,,,
1714,,,),,,,,,,,,
1806,,,,,,,,,,,(,
1816,(,,,,,,,,,,,
1817,,,,,,,,,,(,,
1818,,,,,(,,,,,,,
1819,,,,,,(,,,,,,
1820,,,,(,,,,,(,,,
1821,,(,,,,,,,,,,(
1822,,,(,,,,,,,,,
1825,,,,,,,(,,,,,
1831,,,p,,,,,,,,,
1832,,,,,,p,,(,,,,
1839,,,,,,,,,,p,,
1842,,,,,,,,p,,,,
1843,,,,,,,,,p,,,
1844,p,,),,p,,,,,,,
1845,,p,,p,,,,,,,,
1846,,,,,,,p,,,,,
1848,,,,,,,,),,,p,p
1863,,,,,,),,,,,,
1868,,,,,,,),,,,,
1869,,,,),),,,,,,,
1871,,),,,,,,,,,,
1872,),,,,,,,,,),,
1874,,,,,,,,,),,,)
1880,,,,,,,,,,,),
1911,,,,,,,,(,,,,
1912,,,,(,,,(,,,,,
1914,(,,,,,,,,(,,,
1915,,(,,,,(,,,,,,
1916,,,,,,,,,,,(,(
1918,,,,,(,,,,,(,,
1921,,,,N,,,N,,,,,
1923,,,(,,,,,,,,,
1929,,,,,,,,N,,,,
1931,,,,,,,,,N,,,
1932,,,,,N,,,,,,,
1933,N,,,,,,,,,N,,
1934,,,,,,,,,,,N,
1935,,,,,,,,,,,,N
1936,,N,,,,N,,,,,,
1942,,,N,,,,,,,,,
1951,,,,,,,,,,,,)
1955,),,,,,,,,,,,
1956,,,,,),,,,,,,
1957,,,,,,,),,,,,
1958,,,,),,,,,,,,
1960,,,,,,),,,,,),
1961,,),,,,,,,,,,
1963,,,,,,,,),,),,
1964,,,),,,,,,,,,
1965,,,,,,,,,),,,
1999,,,,,,,,(,,,,
2006,,,,,,,,,(,,,
2007,,,,,,,,,,,,(
2009,(,,,,,,,,,,,
2010,,,,(,,,,,,(,,
2013,,,,,,,,,,,(,
2020,,,,,(,,,,,,,
2023,,(,,,,,,,,,,
2029,,,,,,(,,,,,,
2033,,,,,,,(,,,,,
2050,,,,,,,,t,,,,
2056,,,(,,,,,,,,,
2060,,,,,t,,,,,,,
2063,t,,,,,,,,,,,
2064,,,,,,,,,t,t,,
2069,,,,,,,,,,,t,
2071,,,,t,,,,,,,,t
2073,,t,,,,,,,,,,
2075,,,,,,t,,,,,,
2076,,,,,,,t,,,,,
2095,,,t,,,,,,,,,
2096,,,,,,,,),,,,
2105,,,,,),,,,,,,
2107,,,,,,,),,),,,
2108,,),,),,,,,,,,
2109,,,,,,,,,,),),
2111,),,,,,,,,,,,
2112,,,,,,,,,,,,)
2113,,,,,,),,,,,,
2159,,,),,,,,,,,,
2249,,,,,,,,(,,,,
2260,,,(,,,,,,,,,
2273,,,,,,,,p,,,,
2275,(,,,,,,,,,,,
2276,,(,,,,,,,,,,
2277,,,,(,,,,,,,,
2280,,,,,,(,(,,(,,,
2281,,,,,,,,,,,,(
2282,,,,,,,,,,(,,
2283,,,,,,,,,,,(,
2292,,,,,(,,,,,,,
2294,,,p,,,,,,,,,
2302,,,,,,,,,p,,,
2303,p,,,,,,,),,p,,
2304,,p,,p,,,,,,,p,p
2305,,,,,,,p,,,,,
2307,,,,,,p,,,,,,
2310,,,,,p,,,,,,,
2316,,,),,,,,,,,,
2329,,,,,),,,,,,,
2330,,,,,,,,,,),,
2331,),,,,,,),,,,,
2333,,,,),,,,,),,,
2334,,,,,,,,,,,,)
2335,,),,,,),,,,,),
2370,,,,(,,,,,,,,
2372,,,,,,,(,(,,,,
2373,(,,(,,(,,,,,,,
2374,,(,,,,(,,,(,,(,
2375,,,,,,,,,,(,,(
2379,,,,N,,,,,,,,
2380,,,,,,,N,,,,,
2387,,,,,,,,N,,,,
2390,,,,,,,,,N,,,
2392,,,,,N,,,,,N,,
2393,N,,,,,,,,,,N,
2394,,,,,,,,,,,,N
2395,,N,,,,N,,,,,,
2401,,,N,,,,,,,,,
2412,,,,,,,,,,,,)
2415,,,,),,,,,,,,
2416,,,,,,,),,,,,
2418,,,,,),,,,,,,
2419,),,,,,,,,,,,
2420,,,,,,,,,,),),
2423,,,,,,,,,),,,
2424,,,,,,,,),,,,
2425,,,,,,),,,,,,
2427,,,),,,,,,,,,
2429,,),,,,,,,,,,
2458,,,,,,,,,,,(,
2461,,,,,,,,,(,,,
2464,,,,,,,,,,(,,
2470,(,,,,,,,,,,,
2473,,,,,(,,,,,,,
2474,,,,,,,,,,,,(
2475,,,,(,,,,,,,,
2477,,,,,,,,(,,,,
2486,,(,,,,,,,,,,
2493,,,,,,(,,,,,,
2503,,,,,,,(,,,,,
2513,,,,,,,,t,,,,
2515,,,(,,,,,,,,,
2518,,,,,t,,,,,,,
2522,,,,,,,,,t,,,
2523,,,,,,,,,,t,,
2529,t,t,,t,,t,,,,,,
2531,,,,,,,,,,,t,t
2533,,,,,,,t,,,,,
2546,,,t,,,,,,,,,
2549,,,,,,,,),,,,
2555,,,,,),,,,,,,
2560,,,),,,,,,,,,
2568,,,,,,),,,),),),)
2569,,,,,,,),,,,,
2570,),,,),,,,,,,,
2571,,),,,,,,,,,,
2714,,,,,,,,,,,(,
2734,,,,,,(,,,,,,
2738,,,(,,,,,,,,,(
2745,,,,,,,,,,(,,
2747,,,,,,,,(,,,,
2750,,,,,,,(,,,,,
2751,,(,,,,,,,,,,
2754,,,,(,,,,,,,,
2756,,,,,,,,,(,,,
2757,(,,,,,,,,,,,
2762,,,p,,(,,,p,,,,
2764,,,,,,p,,,,,,
2773,,,,,,,,,,p,,
2777,,,,,,,,,p,,,
2778,p,,,,p,,,,,,,
2779,,p,,p,,,,),,,p,p
2780,,,,,,,p,,,,,
2790,,,),,,,,,,,,
2797,,,,,,),,,,,,
2805,,,,,,,,,),,,
2806,),,,,,,),,,,,
2807,,,,,,,,,,),,
2808,,,,,,,,,,,),
2809,,,,),,,,,,,,
2810,,,,,,,,,,,,)
2811,,,,,),,,,,,,
2812,,),,,,,,,,,,
2843,,,(,(,,,,,,,,
2844,,,,,,,,,(,,,
2846,,,,,,,,(,,,,
2847,,,,,,,,,,(,,
2849,(,(,,,,(,,,,,(,(
2850,,,,,(,,(,,,,,
2855,,,,N,,,,,,,,
2857,,,,,,,N,,,,,
2863,,,,,,,,N,,,,
2865,,,,,,,,,N,,,
2866,,,,,N,,,,,,,
2867,,,,,,,,,,N,,
2868,N,,,,,,,,,,N,
2869,,,,,,,,,,,,N
2870,,N,,,,,,,,,,
2871,,,,,,N,,,,,,
2877,,,N,,,,,,,,,
2884,),,,,,,,,,,,)
2890,,,,,),,,,,,),
2891,,,,),,,,,,,,
2892,,,,,,,),,,,,
2895,,,,,,),,,,,,
2896,,),,,,,,,,,,
2898,,,,,,,,),,),,
2899,,,),,,,,,),,,
2931,,,,,,,(,,,,,
2941,,,,,,,,,(,(,,
2942,,,,,,,,,,,,(
2946,(,,,,,,,,,,(,
2947,,(,,,,,,(,,,,
2948,,,,,(,,,,,,,
2953,,,,(,,,,,,,,
2969,,,,,,(,,,,,,
2973,,,,,,,t,,,,,
