,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
554,(,,,,,,,,,,,
555,,,,,,,,,,,(,
557,,,,,,,,(,,,,
558,,,,,(,,,,,(,,
559,,,(,,,(,,,,,,
560,,,,,,,,,(,,,
561,,(,,,,,,,,,,
562,,,,,,,(,,,,,(
565,,,,(,,,,,,,,
568,,,,,,,N,,,,,
569,,,,,,,,N,,,,
570,,,,,N,,,,,,,
573,,,,,,,,,N,,,
581,N,,,,,,,,,N,,
582,,,,,,,,,,,N,N
584,,N,,,,,,,,,,
586,,,,,,N,,,,,,
587,,,N,,,,,,,,,
604,,,,N,,,,,,,,
605,,,,,,,),,,,,
607,,,,,),,,,,,,
608,),,,,,,,),),,,
610,,,,,,,,,,,,)
611,,,,),,,,,,,),
612,,,,,,),,,,,,
613,,,),,,,,,,,,
614,,),,,,,,,,,,
617,,,,,,,,,,),,
632,,,,,,,,(,,,,
635,,,,,,,(,,,,,
637,,,,,,,,,(,,,
646,,,,,,,,,,(,,
649,,,,,,,,,,,(,
662,,,,,,,,,,,,(
665,,(,,,,,,,,,,
669,,,,,(,,,,,,,
670,,,,,,(,,,,,,
672,,,,(,,,,,,,,
673,(,,,,,,,,,,,
679,,,,,,,t,,,,,
687,,,(,,,,,,,,,
712,,,,,,,,t,,,,
713,,,,,,,,,t,,,
714,,,,,,,,,,t,,
715,,,,,,,,,,,t,t
718,t,,,,t,,,,,,,
720,,,,t,,,,,,,,
728,,t,,,,,,,,,,
735,,,,,,,),,,,,
743,,,,,,t,,,,,,
745,,,,,),,,,,,,
746,,,t,,,,,,,,,
750,,,,,,,,),,,,)
751,,,,,,,,,),,,
752,,,,,,,,,,),,
754,,,,,,,,,,,),
755,),,,,,,,,,,,
769,,,,),,,,,,,,
778,,),,,,,,,,,,
783,,,,,,),,,,,,
784,,,),,,,,,,,,
892,,,,,,,(,,,,,
893,,,,,,,,,(,(,(,
894,,,,,(,,,,,,,
895,(,(,,,,,,(,,,,
897,,,(,,,,,,,,,
898,,,,,,(,,,,,,(
901,,,,(,,,,,,,,
903,,,,,,,N,,,,,
906,,,,,N,,,N,,,,
910,,,,,,,,,N,,,
916,N,,,,,,,,,,,
917,,,,,,,,,,N,,
918,,,,,,,,,,,N,
919,,N,,,,,,,,,,N
923,,,N,,,N,,,,,,
936,),,,,,,,,,,,
938,,,,,,,,,,,,)
939,,,,,,,,,,,),
940,,,,,),,,,,,,
941,,,,,,,,,,),,
942,,,,,,,,,),,,
944,,,,,,,),,,,,
945,,,,N,,,,),,,,
957,,,,),,,,,,,,
962,,),,,,,,,,,,
966,,,,,,,,,(,,,
968,,,),,,,,,,,,
969,,,,,,),,,,,,
977,,,,,,,(,,,,,
980,,,,,,,,(,,(,,
981,,,,,(,,,,,,,
987,,,,,,,,,,,(,
996,,,,,,,,,,,,(
999,,(,,,,,,,,,,
1001,,,(,,,,,,,,,
1003,,,,(,,,,,,,,
1006,,,,,,(,,,,,,
1008,(,,,,,,,,,,,
1014,,,,,,,t,,,,,
1028,,,,,,,,,t,,,
1029,,,,,,,,t,,,,
1033,,,,,t,,,,,,,
1040,,,,,,t,,,,,,
1042,t,,,,,,,,,,,
1043,,,,t,,,,,,t,,
1044,,t,t,,,,,,,,t,
1048,,,,,,,,,,,,t
1062,),,,,,,,,,,,
1063,,,),),,,,,,,,
1064,,),,,,),,,,,,
1084,,,,,,,,,),,),
1085,,,,,,,),,,,,)
1086,,,,,,,,),,,,
1087,,,,,,,,,,),,
1092,,,,,),,,,,,,
1395,,,,,(,,,,,,,
1396,(,,,,,,,,,,,
1397,,,,,,,,,(,,,
1399,,,,,,(,(,,,(,,
1400,,,(,,,,,,,,(,(
1401,,,,,,,,(,,,,
1402,,(,,,,,,,,,,
1409,,,,(,,,N,,,,,
1411,,,,,N,,,N,,,,
1417,,,,,,,,,N,,,
1422,N,,,,,,,,,,,
1423,,,,,,,,,,N,,
1424,,,,,,,,,,,N,
1425,,N,,,,,,,,,,N
1427,,,,,,N,,,,,,
1429,,,N,,,,,,,,,
1440,,,,N,,,,,,,,
1444,),,,,,,,,,,),
1446,,,,,,,,,),),,)
1448,,,,,,,,),,,,
1450,,,,,),,,,,,,
1452,,,,),,,),,,,,
1458,,),,,,,,,,,,
1459,,,),,,,,,,,,
1461,,,,,,),,,,,,
1483,,,,,,,,,(,,,
1486,,,,,,,,(,,,,
1492,,,,,,,,,,(,,
1495,,,,,,,(,,,,,
1497,,,,,,,,,,,(,
1511,,(,,,,,,,,,,
1513,,,,(,,,,,,,,
1514,,,,,,(,,,,,,
1515,,,,,(,,,,,,,
1517,(,,(,,,,,,,,,
1518,,,,,,,,,,,,(
1521,,,,,,,t,,,,,
1534,,,,,,,,t,,,,
1552,,,,,t,,,,,,,
1554,,,t,,,,,,t,,,
1555,,,,,,t,,,,,,
1556,,t,,,,,,,,t,,
1557,,,,t,,,,,,,,
1559,,,,,,,,,,,t,
1561,t,,,,,,,,,,,t
1566,,,,,,,),,,,,
1582,,,,,),,,,,,,
1591,,,,,,,,),,),,)
1592,,,),,,,,,,,,
1596,,,,,,,,,),,,
1599,),,,,,,,,,,,
1604,,,,,,),,,,,,
1605,,),,,,,,,,,,
1607,,,,,,,,,,,),
1614,,,,),,,,,,,,
1808,,,,,,,,,(,,,
1812,(,,(,,(,(,,(,,(,(,
1813,,(,,,,,,,,,,(
1814,,,,,,,(,,,,,
