,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
667,,,,,,,,,(,,,
668,,,,,,,(,,,,,
672,,,,,,,,(,,,,
674,(,,,,,,,,,,(,(
675,,,,,(,,,,,,,
676,,,,,,,,,,(,,
678,,(,,,,,,,,,,
679,,,(,,,,,,,,,
680,,,,(,,,,,,,,
681,,,,,,(,,,,,,
682,,,,,,,N,,,,,
689,,,,,,,,N,,,,
691,,,,,,,,,N,,,
693,,,,,,,,,,N,,
694,,,,,N,,,,,,N,N
695,N,N,,,,N,,,,,,
696,,,N,,,,,,,,,
707,,,,N,,,,,,,,
712,,,,,,,,),,,,
714,,,,,,,),,),,,)
717,,,,),,,,,,,,
719,,,,,,,,,,),,
721,,,,,,),,,,,,
722,,),,,,,,,,,),
725,,,),,,,,,,,,
729,,,,,),,,,,,,
730,),,,,,,,,,,,
762,,,,,,,(,,,,,
771,,,,,,,,,(,,,
772,,,,,,,,,,(,,
779,,,(,,,,,,,,,
780,,,,,,,,(,,,,
787,,(,,,,,,,,,,
788,,,,,(,(,,,,,(,
807,,,,(,,,,,,,,
816,,,,,t,,,,,,,
825,,,t,,,t,,,,,,
830,,,,,,,,,,,,(
831,,,,,,,t,,,,,
833,(,,,,,,,,,,,
837,,t,,,,,,,,,,
839,,,,,,,,,t,,,
840,,,,,,,,t,,,,
845,,,,,,,,,,t,,
851,,,,t,,,,,,,,
854,,,,,,,,,,,t,
858,,,,,),,,,,,,
860,,,),,,),),,,,,
862,,),,,,,,,,,,t
874,,,,),,,,,,,,
875,,,,,,,,,),,,
882,,,,,,,,),,,,)
883,,,,,,,,,,,),
884,,,,,,,,,,),,
893,t,,,,,,,,,,,
941,),,,,,,,,,,,
1011,,,,,,,,(,,,,
1013,,,,,,,,,(,,,
1026,,(,,(,,,,,,(,,
1028,,,,,,,(,,,,,
1029,(,,,,,,,,,,(,
1030,,,,,,,,,,,,(
1031,,,,,(,(,,,,,,
1039,,,(,,,,,,,,,
1042,,,,,,,,p,,,,
1047,,,,,,,p,,,,,
1051,,,,,,,,,p,,,
1052,,p,,p,,,,,,,,
1053,,,p,,,,,,,p,p,
1054,,,,,,p,,,,,,
1055,,,,,,,,,,,,p
1065,p,,,,,,,,,,,
1067,,,),,p,,,,,,,
1073,,,,,,),,),,,,
1075,,),,,,,,,,,,
1081,,,,,,,,,),,,
1087,,,,,,,),,,,,
1088,,,,),,,,,,,,
1089,),,,,,,,,,),,
1091,,,,,),,,,,,),
1093,,,,,,,,,,,,)
1104,,,,,,,,,(,,,
1106,,,,,,,,(,,,,
1108,,,,,,,,,,(,(,(
1109,,(,,,,,(,,,,,
1110,(,,,,(,,,,,,,
1113,,,,(,,,,,,,,
1115,,,(,,,,,,,,,
1116,,,,,,(,,,,,,
1117,,,,,,,N,,,,,
1125,,,,,,,,N,N,,,
1128,,,,,,,,,,N,,
1129,N,,,,N,,,,,,N,N
1130,,N,N,,,N,,,,,,
1140,,,,N,,,,,,,,
1149,,,,,,,),),,,,
1150,,,,,,,,,),,,
1153,),),,,,,,,,),,
1154,,,,,,,,,,,),
1155,,,,,,),,,,,,)
1158,,,),),,,,,,,,
1163,,,,,),,,,,,,
1207,,,,,,,,,,(,,
1209,,,,,,(,,,,,,
1211,,,,,,,,,(,,,
1213,,,(,,,,,,,,,
1215,,(,,,,,,,,,,
1224,,,,,,,(,,,,,
1225,,,,,,,,,,,(,
1229,,,,,,,,(,,,,
1230,,,,(,,,,,,,,
1242,(,,,,,,,,,,,
1261,,,,,(,,,,,,,
1262,,,t,,,,,,,,,
1264,,,,,,t,,,,,,
1265,,,,,,,t,,,,,
1273,,,,,,,,,,,,(
1274,,t,,,,,,,t,,,
1275,,,,,,,,t,,,,
1277,,,,,,,,,,t,,
1286,,,,t,,,,,,,,
1288,,,,,,,,,,,t,
1297,,,,,,,,,,,,t
1299,,,,,,,),,,,,
1304,,,,),,,,,,,,
1306,,,),,,,,),,,,
1307,,,,,,),,,,,,
1308,,),,,,,,,,,,
1310,t,,,,t,,,,,,,
1317,,,,,,,,,,),,
1318,,,,,,,,,),,,
1321,,,,,,,,,,,,)
1326,,,,,,,,,,,),
1352,),,,,),,,,,,,
1460,,,,,,,,,,,(,(
