,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
885,,,,(,,,,,(,,,
886,,,,,,,,,,,(,
888,,,,,,,,,,(,,
889,,,,,(,,,(,,,,(
890,(,,,,,,,,,,,
891,,,,,,,(,,,,,
893,,(,(,,,(,,,,,,
894,,,,,,,N,,,,,
895,,,,N,,,,,,,,
905,,,,,,,,N,,,,
906,,,,,,,,,N,,,
909,,,,,N,,,,,,,
913,N,,,,,,,,,,,
915,,,,,,,,,,N,,
916,,,,,,,,,,,N,
918,,,,,,,,,,,,N
922,,N,,,,,,,,,,
923,,,,,,N,,,,,,
924,,,N,,,,,,,,,
939,,,,),,,,,,,,
940,,,,,,,,,,,,)
942,,,,,),,,,,,,
943,,,,,,,),,,,,
944,,,,,,,,,),,),
945,,,,,,,,),,,,
946,,,,,,,,,,),,
948,,),,,,,,,,,,
950,),,,,,,,,,,,
955,,,,,,),,,,,,
958,,,),,,,,,,,,
976,,,,,,,,(,,,,
977,,,,,,,,,(,,,
983,,,,(,,,,,,,,
984,,,,,,,(,,,,,
986,(,,,,,,,,,(,,
997,,,,,,,,,,,,(
1000,,(,,,,,,,,,,
1011,,,,,,(,,,,,,
1021,,,(,,,,,,,,,
1027,,,,,,,,,,,(,
1029,,,,,(,,,,,,,
1035,t,,,,,,,,,,,
1037,,,,,,,t,,,,,
1039,,,,t,,,,,,,,
1042,,,,,,,,,,,,t
1044,,t,,,,,,,,,,
1047,,,,,,,,t,,,,
1054,,,,,,,,,t,,,
1055,,,,,,t,,,,,,
1057,,,,,,,,,,t,,
1060,,,t,,,,,,,,,
1064,,,,,t,,,,,,,
1065,),,,,,,,,,,,
1069,,,,,,,,,,,t,
1074,,,,,,,,,,,,)
1082,,,,),,,,,,,,
1086,,),,,,,,,,,,
1090,,,,,,,),,,,,
1092,,,,,,),,,,,,
1102,,,),,),,,,,,,
1105,,,,,,,,),,,,
1110,,,,,,,,,),),,
1124,,,,,,,,,,,),
1253,,,,,(,,,,,,,
1254,,,(,,,,,,,,,
1255,,,,,,(,,,,,,
1257,,(,,,,,,,,,,
1258,,,,(,,,,,,,,
1264,,,,,,,,,,,(,
1265,,,,,,,,(,,(,,
1266,(,,,,,,,,,,,
1274,,,,,,,(,,,,,
1275,,,,,,,,,,,,(
1280,,,,,p,,,,,,,
1281,,,,,,,,,(,,,
1287,,,p,,,,,,,,,
1289,,,,,,p,,,,,,
1291,,p,,,,,p,,,,,
1292,,,,,,,,p,,,,
1293,,,,p,,,,,,p,,
1294,,,,,,,,,,,p,
1295,,,,,,,,,p,,,
1296,p,,,,,,,,,,,p
1301,,,,,),,,,,,,
1309,,,,,,,,,),,,
1317,,,,,,,),,,,,
1318,,,,,,,,,,,),
1319,,,,,,,,,,),,
1321,),,),),,,,,,,,)
1323,,),,,,),,,,,,
1328,,,,,,,,),,,,
1351,(,,,,(,,,,,,,
1353,,,,(,,,,,(,(,,
1354,,,,,,,,,,,(,
1356,,,,,,,,(,,,,(
1357,,,,N,,,(,,,,,
1360,,(,,,,,,,,,,
1361,,,(,,,,,,,,,
1362,,,,,,,N,,,,,
1363,,,,,,(,,,,,,
1371,,,,,,,,N,,,,
1374,,,,,,,,,N,,,
1376,,,,,N,,,,,,,
1381,N,,,,,,,,,N,,
1383,,,,,,,,,,,N,
1385,,,,,,,,,,,,N
1390,,N,N,,,N,,,,,,
1407,,,,),,,,,,,,
1408,,,,,),,),,,,,
1409,),,,,,,,),),,),)
1410,,),,,,,,,,,,
1411,,,,,,),,,,,,
1413,,,,,,,,,,),,
1423,,,),,,,,,,,,
1446,,,,,,,(,,(,,,
1447,,,,,,,,(,,,,
1449,,,,(,,,,,,,,
1450,,(,,,,,,,,,,
1451,,,,,,,,,,(,,
1454,(,,,,,,,,,,,
1463,,,,,,,,,,,,(
1491,,,,,,(,,,,,,
1492,t,,,,,,,,,,,
1496,,,(,,,,,,,,,
1498,,,,,(,,,,,,,
1499,,,,,,,,,,,(,
1503,,,,,,,t,,,,,
1508,,,,t,,,,,,,,t
1515,,t,,,,,,,,,,
1518,,,,,,,,t,,,,
1519,,,,,,t,,,,,,
1521,,,,,,,,,t,,,
1524,,,,,,,,,,t,,
1525,,,t,,,,,,,,,
1530,,,,,t,,,,,,,
1535,),,,,,,,,,,,
1536,,,,,,,,,,,t,
1543,,,,),,,,,,,,
1545,,,,,,,,,,,,)
1553,,),,,,),,,,,,
1557,,,,,,,),,,,,
1562,,,),,,,,,,,,
1570,,,,,),,,),,,,
1573,,,,,,,,,),,,
1575,,,,,,,,,,),,
1576,,,,,,,,,,,),
1727,,(,,,,,,,,,,
1729,,,,,,(,,,,,,
1730,,,(,,,,,,,,,
1733,,,,,(,,,,,,,
1734,,,,,,,,,,(,,
1736,,,,,,,,,,,,(
1737,,,,,,,,,,,(,
1739,,,,,,,,(,,,,
1740,,,,(,,,,,,,,
1742,,,,,,,,,(,,,
1744,,,,,,,(,,,,,
1746,(,,,,,,,,,,,
1754,,,,,p,,,,,,,
1758,,,p,,,,,,,,,
1760,,,,,,p,,,,,,
1763,,p,,,,,p,,,,,
1765,,,,p,,,,,,,,
1766,,,,,,,,,,p,p,p
1768,p,,,,,,,,p,,,
1770,,,,,),,,,,,,
1777,,,,,,,,p,,,,
1788,,,,,,,,,),,,
1789,,,,,,,),,,,,
1790,,,,,,,,),,,,
1793,,,,),,,,,,,,
1794,,,,,,,,,,),,)
1795,),),,,,,,,,,,
1796,,,,,,),,,,,,
1797,,,),,,,,,,,),
1817,,,,,(,,,,,,,
1822,,,,(,,,,,,,,
1824,,,,,,,,,,(,,
1826,,,,,,,,,(,,,
1827,,,,,,,,,,,(,
1828,(,,,,,,,,,,,(
1829,,(,,,,,,,,,,
1830,,,,,,,(,,,,,
1831,,,,,,,,(,,,,
1833,,,,N,,,,,,,,
1834,,,(,,,(,N,,,,,
1845,,,,,,,,N,,,,
1846,,,,,,,,,N,,,
1848,,,,,N,,,,,,,
1852,N,,,,,,,,,,,
1854,,,,,,,,,,N,,
1855,,,,,,,,,,,N,
1857,,,,,,,,,,,,N
1862,,N,N,,,N,,,,,,
1878,,,,),,,,,,,,
1879,),,,,),,,,,,,
1881,,,,,,,),,,,),
1882,,,,,,),,,,,,
1884,,,,,,,,),),),,
1889,,,,,,,,,,,,)
1896,,),,,,,,,,,,
1899,,,),,,,,,,,,
1912,,,,,,,,(,(,,,
1919,,,,,,,(,,,(,,
1922,,,,(,,,,,,,,
1927,(,,,,,,,,,,,
1934,,,,,,,,,,,,(
1949,,(,,,,,,,,,,
1962,,,,,,(,,,,,,
1966,,,(,,,,,,,,,
1969,,,,,(,,,,,,,
1972,t,,,,,,,,,,(,
1976,,,,,,,t,,,,,
1979,,,,t,,,,,,,,
1981,,,,,,,,,,,,t
1988,,t,,,,,,,,,,
1990,,,,,,,,t,,,,
1992,,,,,,,,,t,,,
1993,,,,,,t,,,,,,
1996,,,,,,,,,,t,,
1998,,,t,,,,,,,,,
2002,,,,,t,,,,,,,
2007,),,,,,,,,,,,
2011,,,,,,,,,,,t,
2014,,,,),,,,,,,,
2017,,,,,,,,,,,,)
2027,,),,,,,,,,,,
2029,,,,,,,),,,,,
2030,,,),,,),,,,,,
2043,,,,,,,,),,,,
