,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
732,,,,,,,,,(,,,
735,,,(,,,(,(,,,,,
739,,,,,(,,,(,,(,,
740,,(,,,,,,,,,(,(
742,(,,,,,,,,,,,
746,,,,(,,,,,,,,
751,,,,,,,N,,,,,
753,,,,,,,,N,,,,
755,,,,,,,,,N,,,
756,,,,,N,,,,,,,
759,N,,,,,,,,,N,,
760,,,,,,,,,,,N,N
761,,N,N,,,N,,,,,,
770,,,,N,,,,,,,,
775,,),,,,,,,,,,
776,),,,,,),,,,,),
777,,,,,,,,,,),,)
779,,,,,,,,),),,,
780,,,,,,,),,,,,
783,,,,),,,,,,,,
786,,,,,),,,,,,,
787,,,),,,,,,,,,
816,,,,,,,,,,(,,
827,,,,,,,,,(,,,
832,,,,,,,,(,,,,
836,,,,,,,,,,,(,
841,,,,,,,(,,,,,
843,,(,,,,,,,,,,
857,(,,,,,,,,,,,
860,,,,(,,(,,,,,,
867,,,,,(,,,,,,,
878,,,(,,,,,,,,,
890,,,,,,,t,,,,,
894,,,,,,,,t,t,,,(
897,,,,,,,,,,t,,
899,t,,,,,,,,,,,
900,,,,,t,,,,,,,
902,,,,,,,,,,,t,
908,,,,t,,,,,,,,
913,,,,,,,,,,,,t
920,,t,,,,,,,,,,
921,,,,,,t,,,,,,
923,,,t,,,,,,,,,
935,,,,,,,),,,,,
936,,,,,,,,),,,,
937,,,,,),,,,,,,
939,,,,,,,,,),),,
940,),,,,,,,,,,,
945,,,,),,,,,,,),
965,,),),,,,,,,,,
967,,,,,,),,,,,,
969,,,,,,,,,,,,)
1229,(,,,,,,,,,,,
1233,,,,,,,,,(,,,
1236,,,,,,,,,,(,,
1242,,,,(,,(,,,,,,
1243,,,(,,,,,,,,,
1244,,,,,(,,,,,,,
1245,,(,,,,,,,,,(,
1251,p,,,,,,(,,,,,
1254,,,,,,,,(,,p,,
1256,,,,,,,,,p,,,
1259,,,,,,,,,,,p,
1271,),,,,,,,,,,,(
1274,,,,,,,,,,),,
1275,,,p,,p,,,p,,,,
1276,,,,,,p,,,,,,
1277,,p,,,,,p,,),,,
1280,,,,p,,,,,,,,
1284,,,,,,,,,,,,p
1290,,,,,,,,),,,,
1294,,,,,,,),,,,,
1299,,,,),,,,,,,,
1300,,,,,,,,,,,),
1302,,,,,),),,,,,,)
1305,,,),,,,,,,,,
1306,,),,,,,,,,,,
1307,,,,,,,(,,,,,
1308,,,,,,,,(,,,,
1312,,,,,(,,,,,,,
1313,,,,,,,,,(,,,
1314,,,(,,,(,,,,,,
1317,,,,,,,,,,(,(,
1318,,,,,,,,,,,,(
1321,,(,,,,,,,,,,
1322,(,,,,,,,,,,,
1324,,,,(,,,,,,,,
1331,,,,,,,N,,,,,
1332,,,,,,,,N,,,,
1333,,,,,N,,,,N,,,
1337,,,,,,,,,,N,,
1338,N,,,,,,,,,,N,N
1339,,N,N,,,N,,,,,,
1348,,,,N,,,,,,,,
1350,,),,,,,,,,,,
1351,),,,,,,,,,,,
1354,,,,,,),,,,,,
1355,,,,,,,,),,,,
1356,,,,,,,,,,),),)
1357,,,,),,,,,),,,
1359,,,,,,,),,,,,
1366,,,),,,,,,,,,
1367,,,,,),,,,,,,
1395,,,,,,,,,(,,,
1397,,,,,,,,,,(,,
1408,,,,,,,,(,,,,
1413,,(,,,,,,,,,(,
1418,,,,(,,,,,,,,
1424,,,,,,,(,,,,,
1429,(,,,,,,,,,,,
1437,,,,,,,,,,,,(
1440,,,,,(,,,,,,,
1443,,,(,,,(,,,,,,
1471,,,,,,,t,,,,,
1472,,,,,,,,t,,,,
1473,,,,,,,,,t,,,
1475,,,,,,,,,,t,,
1477,,,,,t,,,,,,,
1480,,,,,,,,,,,t,
1484,t,,,,,,,,,,,
1487,,,,t,,,,,,,,
1491,,t,,,,,,,,,,
1493,,,,,,,,,,,,t
1501,,,,,,t,,,,,,
1502,,,,,),,,,,,,
1503,,,t,,,,,,,,,
1509,,,,,,,),,,,,
1517,,,,,,,,),),,,
1521,,,,,,,,,,),,
1522,),,,),,,,,,,,
1525,,,,,,,,,,,),
1536,,),,,,,,,,,,
1537,,,,,,,,,,,,)
1539,,,),,,,,,,,,
1542,,,,,,),,,,,,
1836,,,,,,,,,(,,,
1838,,,(,,,(,,,,,(,
1840,,,,,(,,,,,,,
1842,,,,,,,,,,(,,
1843,,,,,,,,,,,,(
1844,,(,,,,,,,,,,
1845,,,,(,,,,,,,,
1854,,,,,,,(,,,,,
1855,,,,,,,,(,p,p,,
1863,,,,,,,,,,,p,
1871,(,,,,,,,,,,,
1873,,,,,,,,,,),,
1874,,,p,,p,,p,p,),,,
1875,,,,,,p,,,,,,
1876,,p,,,,,,,,,,
1877,,,,,,,,,,,,p
1878,,,,p,,,,,,,,
1884,p,,,,,,,,,,,
1892,,,,,,,,),,,,
1894,,,,,,,),,,,,
1896,,,,,),,,,,,),
1897,,,,,,,,,,,,)
1899,,,),,,),,,,,,
1900,,),,,,,,,,,,
1903,),,,),,,,,,,,
1913,,(,(,,,(,,,,,,
1915,,,,,(,,,,,,,
1916,,,,,,,,(,(,(,(,(
1917,,,,,,,(,,,,,
1918,(,,,,,,,,,,,
1922,,,,(,,,,,,,,
1926,,,,,,,N,,,,,
1932,,,,,N,,,N,N,,,
1935,,,,,,,,,,N,,
1937,N,N,,,,N,,,,,N,N
1938,,,N,,,,,,,,,
1947,,,,N,,,,,,,,
1953,,),,,,),,,,,),
1954,,,,,,,,,,),,)
1956,,,,,,,,),),,,
1957,),,,,,,,,,,,
1959,,,,),,,,,,,,
1960,,,,,,,),,,,,
1964,,,,,),,,,,,,
1971,,,),,,,,,,,,
1997,,,,,,,,,,(,,
2004,,,,,,,,(,,,,
2014,,,,,,,,,(,,,
2015,,,,,,,,,,,(,
2016,,,,(,,,,,,,,
2020,,(,,,,,,,,,,
2023,(,,,,,,,,,,,
2024,,,,,,,(,,,,,
2026,,,,,,(,,,,,,
2031,,,(,,,,,,,,,
2052,,,,,(,,,,,,,
2054,,,,,,,,,,,,(
2070,,,,,,,t,,,,,
2071,,,,,,,,t,,,,
2072,,,,,,,,,t,,,
2074,,,,,,,,,,t,,
2076,,,,,t,,,,,,,
2080,t,,,,,,,,,,t,
2082,,,,t,,,,,,,,
2091,,t,,,,,,,,,,
2093,,,,,,t,,,,,,
2094,,,t,,,,,,,,,t
2107,,,,,),,,,,,,
2111,,,,,,,),,,,,
2117,,,,,,,,),),,,
2118,),,,,,,,,,,,
2121,,,,,,,,,,,),
2122,,,,,,,,,,),,
2124,,,,),,,,,,,,
2131,,,),,,,,,,,,
2133,,),,,,,,,,,,
2134,,,,,,),,,,,,
2137,,,,,,,,,,,,)
2428,,,,,,,,,(,,,
2429,,,,,,,,,,,,(
2430,,,,,,,,,,(,,
2434,,,(,,,,,,,,,
2436,,,,,(,(,,,,,,
2437,,(,,,,,,,,,,
2438,,,,,,,,,,,(,
2439,,,,(,,,,,,,,
2445,,,,,,,,(,,,,
2447,,,,,,,(,,p,p,,
2463,(,,,,,,,,),,,
2467,,,p,,p,,,,,),,
2468,,,,,,p,p,p,,,,
2469,,p,,,,,,,,,,
2474,,,,p,,,,,,,,
2476,,,,,,,,,,,p,p
2478,p,,,,,,,,,,,
2483,,,,,,,,),,,,
2487,,,,,),,,,,,,
2490,,,,,,,),,,,,
2491,,,,,,,,,,,,)
2492,,,,,,,,,,,),
2496,,,,,,),,,,,,
2497,,),,,,,,,,,,
2499,,,),,,,,,,,,
2501,),,,),,,,,,,,
2503,,,,,,,,(,(,,,
2507,,,,,(,,,,,,,
2508,,(,,,,,(,,,,,
2510,,,,,,(,,,,(,(,
2511,,,(,,,,,,,,,(
2514,(,,,,,,,,,,,
2517,,,,(,,,,,,,,
2522,,,,,,,N,,,,,
2524,,,,,,,,N,,,,
2526,,,,,,,,,N,,,
2528,,,,,N,,,,,,,
2529,,,,,,,,,,N,,
2530,N,,,,,,,,,,N,
2531,,N,,,,N,,,,,,N
2532,,,N,,,,,,,,,
2540,,,,N,,,,,,,,
2547,,,,,,,,,,),),
2548,,),,,,),,),),,,)
2550,,,,),,,,,,,,
2558,),,,,),,,,,,,
2560,,,,,,,),,,,,
2563,,,),,,,,,,,,
2588,,,,,,,,,,(,,
2589,,,,,,,,,(,,,
2592,,,,,,,,(,,,,
2593,,,,,,,,,,,(,
2613,,,,(,,,,,,,,
2615,,,,,,,(,,,,,
2621,(,,,,,,,,,,,
2631,,(,,,,(,,,,,,
2636,,,,,,,,,,,,(
2637,,,(,,,,,,,,,
2655,,,,,(,,,,,,,
2664,,,,,,,t,,,,,
2665,,,,,,,,t,,,,
2666,,,,,,,,,t,,,
2667,,,,,,,,,,t,,
2668,t,,,t,,,,,,,,
2670,,,,,,,,,,,t,
2671,,,,,t,,,,,,,
2685,,,,,,t,,,,,,
2686,,t,,,,,,,,,,
2687,,,,,,,,,,,,t
2692,,,t,,,,,,,,,
2701,,,,,),,,,,,,
2704,,,,,,,),,,,,
2705,,,,,,,,),,,,
2708,),,,,,,,,,,,
2709,,,,),,,,,,,,
2712,,,,,,,,,),,,
2713,,,,,,,,,,),,
2717,,,,,,,,,,,),
2722,,,,,,,,,,,,)
2727,,),,,,,,,,,,
2729,,,),,,,,,,,,
2730,,,,,,),,,,,,
3028,,,,,,,,,,(,,
