,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
723,,,(,,,,,,,,,
724,(,,,,,,,,,,,
726,,,,,,(,,,,,,
728,,(,,,,,,,,,,
729,,,,,,,,,,(,(,(
730,,,,,,,(,,(,,,
731,,,,,,,,(,,,,
735,,,,,(,,,,,,,
738,,,,(,,,,,,,,
739,,,N,,,,N,,,,,
741,,,,,,N,,,,,,
746,,,,,,,,N,,,,
747,,,,,,,,,N,,,
749,,,,,,,,,,N,,
750,N,,,,N,,,,,,N,
751,,,,,,,,,,,,N
754,,N,,,,,,,,,,
761,,,,N,,,,,,,,
771,,,,,,,,),,,,
772,,,,),,,,,,,,
776,),,,,),,,,),),,
777,,,,,,,,,,,,)
779,,,,,,,,,,,),
782,,,,,,,),,,,,
784,,,),,,),,,,,,
785,,),,,,,,,,,,
836,,,,,,,,(,,,,
847,,(,,,,,,,,,,
851,,,,,,,(,,,,,
856,,,,(,,,,,,,,
857,(,,,,(,,,,,,,
859,,,,,,,,,,,,(
861,,,,,,(,,,,,,
863,,,(,,,,,,,,,
865,,,,,,,,,,(,,
866,,,,,,,,,(,,,
881,,t,,,,,,,,,,
890,,,,,,,,,,t,(,
895,,,,t,,,,,,,,
896,t,,,,,,,,,,,
897,,,,,t,,,t,,,,
898,,,t,,,,t,,t,,,
901,,,,,,t,,,,,,
912,,,,,,,,,,,,t
927,,),,,,,,,,,,
929,,,,,),,,,,,,
931,,,,,,,,,,,t,
933,,,,,,),,,,,,
934,,,),,,,,,,,,
936,,,,,,,,,),,,
938,,,,,,,,),,,,
940,,,,,,,,,,),,
941,,,,,,,),,,,,
942,),,,,,,,,,,,
944,,,,),,,,,,,,
957,,,,,,,,,,,,)
960,,,,,,,,,,,),
1121,,,,(,,(,,,,,,
1126,,,(,,,,,,(,,(,
1129,,,,,,,,,,(,,
1130,,,,,,,,,,,,(
1131,,,,,,,,(,,,,
1133,(,(,,,,,(,,,,,
1147,,,,,(,,,,,,,
1148,,,,,,,p,,,,,
1150,,,,,,,,p,,,,
1152,,,,,,,,,p,,,
1153,,,,,,,,,,p,p,
1154,p,p,,p,,,,,,,,p
1156,,,p,,,p,,,,,,
1169,,,),,p,,,,,,,
1171,,,,,,,),,,),),
1172,,),,,,),,,,,,
1173,,,,,,,,,),,,
1175,,,,,,,,,,,,)
1176,,,,,,,,),,,,
1184,),,,),,,,,,,,
1188,,,,,),,,,,,,
1195,,(,,,,,,,,,,
1196,,,(,,,(,,,,,,
1198,,,,,,,,,(,,,
1200,(,,,,,,,,,(,(,
1201,,,,,,,,(,,,,(
1203,,,,,,,(,,,,,
1207,,,,,(,,,,,,,
1211,,,N,,,,,,,,,
1212,,,,,,N,,,,,,
1213,,,,(,,,N,,,,,
1218,,,,,,,,N,,,,
1220,,,,,,,,,N,,,
1222,,,,,,,,,,,N,
1223,,,,,,,,,,N,,N
1224,N,N,,,N,,,,,,,
1238,,,,N,,,,,,,,
1244,,,,,,,,),,,,
1250,),,,,),,,,,,),
1251,,),,,,),),,),),,)
1253,,,),,,,,,,,,
1254,,,,),,,,,,,,
1318,,,,,,,,(,,,,
1322,(,,,,,,,,,,,
1324,,,,,,,(,,,,,
1327,,,,,,(,,,,,,
1328,,,,,,,,,(,,,
1331,,,(,,(,,,,,,,
1336,,,,,,,,,,(,,
1346,,,,(,,,,,,,,(
1358,,(,,,,,,,,,,
1363,,,,,,t,,,,,,
1369,,,t,,,,,,,,,
1370,,,,,,,,t,,t,(,
1371,,,,,,,,,t,,,
1373,,,,,,,t,,,,,
1376,,,,,t,,,,,,,
1377,t,,,,,,,,,,,
1378,,,,t,,,,,,,,
1396,,,,,,,,,,,,t
1397,,,),,,,,,,,,
1399,,,,,,,,,),,,
1401,,,,,,,,,,),t,
1408,,,,,),,,,,,,
1410,,t,,,,),,,,,,
1414,,,,,,,),,,,,
1422,,,,),,,,,,,,)
1423,,),,,,,,,,,,
1424,),,,,,,,,,,,
1425,,,,,,,,),,,,
1437,,,,,,,,,,,),
1595,,,,,,,,,,(,,
1596,,,(,,,,,,,,,
1600,(,,,,,,,,,,,(
1601,,,,,,,,,(,,(,
1602,,,,(,,(,,,,,,
1603,,(,,,,,,,,,,
1604,,,,,,,,(,,,,
1605,,,,,,,(,,,,,
1623,,,,,,,p,,,,,
1626,,,,,,,,p,,,,
1629,,,,,,,,,,,,p
1632,,,,,(,,,,,,,
1635,p,,,,,,,,p,,p,
1636,,p,,,,,,,,p,,
1637,,,,,,p,,,,,,
1638,,,p,p,,,,,,,,
1644,,,,,,,),,,,,
1645,,,,,,),,,,,,
1649,,,),,p,,,,,,,
1652,,,,,,,,),,,,
1653,,,,,,,,,,,,)
1654,,,,,,,,,),,,
1657,,),,,,,,,,,,
1660,,,,,,,,,,,),
1664,),,,),,,,,,,,
1665,,,,,),,,,,,,
1666,,,,,,,,,,),,
1669,,,(,,,,,,,,,
1679,,,,,,,(,,,,,
1681,,(,,,,(,,,,,,
1682,(,,,,,,,,,,(,
1683,,,,,,,,,(,,,
1685,,,,,,,,,,,,(
1686,,,,,(,,,(,,(,,
1690,,,,,,,N,,,,,
1691,,,N,(,,,,,,,,
1692,,,,,,N,,,,,,
1699,,,,,,,,N,,,,
1701,,,,,,,,,,N,,
1702,,,,,N,,,,N,,N,
1703,,,,,,,,,,,,N
1704,N,N,,,,,,,,,,
1721,,,,N,,,,,,,,
1725,,,,,,,,),,,,
1727,,,,,,,,,,,,)
1729,,,,),,,,,),,,
1730,,,),,,,,,,,,
1731,,,,,,,,,,),,
1733,),,,,),,,,,,),
1734,,),,,,,,,,,,
1735,,,,,,),,,,,,
1736,,,,,,,),,,,,
1790,,,,,,,,,(,,,
1791,(,,,,,,,,,,,
1800,,(,,,,,,,,,,
1802,,,(,,,,,,,,,
1803,,,,,(,,,(,,,,
1804,,,,,,,(,,,,,
1811,,,,,,(,,,,,,
1812,,,,,,,,,,(,,
1827,,,,(,,,,,,,,
1836,,t,,,,,,,,,,
1841,,,,,,t,,,,,,
1842,,,,,,,,,,,,(
1848,,,t,,,,,,,,,
1850,,,,,,,,,t,t,,
1851,,,,,,,,t,,,,
1852,,,,t,,,t,,,,(,
1853,t,,,,,,,,,,,
1855,,,,,t,,,,,,,
1862,,,,,,,,,,,,t
1875,,,,,,),,,,,,
1876,,,),,,,,,,,t,
1881,,,,,,,,,),),,
1883,,),,,,,,,,,,
1885,,,,),),,,,,,,
1888,,,,,,,,,,,,)
1890,),,,,,,,,,,,
1893,,,,,,,),,,,,
1894,,,,,,,,),,,,
1911,,,,,,,,,,,),
2074,,,,,,,,(,,,,(
2075,,,,,,,,,,,(,
2076,,,,,,,,,(,,,
2077,,,,,,(,,,,(,,
2079,,(,,,,,,,,,,
2081,,,(,,,,,,,,,
2083,,,,,,,(,,,,,
2086,(,,,,,,,,,,,
2089,,,,(,,,,,,,,
2100,,,,,,,p,,,,,
2103,,,,,,,,p,,,,
2106,,,,,(,,,,p,,,
2110,,,,,,,,,,p,p,
2111,,,,,,,,,,,,p
2112,,p,,,,p,,,,,,
2113,,,,p,,,,,,,,
2115,,,p,,,,,,,,,
2117,,,,,,,),,,,,
2118,p,,,,,,,,,,,
2122,,,),,p,,,,,,),
2124,,,,,,),,,,,,
2125,,,,,,,,,),,,
2126,,,,,,,,),,),,
2135,),,,,,,,,,,,)
2136,,),,,),,,,,,,
2138,,,,),,,,,,,,
2151,,,,,,,,(,(,,,
2153,,(,,,,(,,,,,,
2154,,,,,,,(,,,,,
2156,,,(,,,,,,,,,
2158,,,,,,,,,,(,(,
2159,,,,,,,,,,,,(
2161,(,,,,(,,,,,,,
2165,,,N,,,,N,,,,,
2166,,,,(,,N,,,,,,
2173,,,,,,,,N,,,,
2174,,,,,,,,,N,,,
2176,,,,,,,,,,N,,
2178,N,,,,N,,,,,,N,N
2179,,N,,,,,,,,,,
2197,,,,N,,,,,,,,
2199,,,,,,,,),,,,
2201,),,,,,,,,,,,
2202,,),,,,),,,,,,
2204,,,,),,,,,,,,
2206,,,,,,,,,,,,)
2207,,,,,,,,,,),,
2208,,,),,,,),,),,),
2211,,,,,),,,,,,,
2273,,,,,,,(,,,,,
2274,,,,,,,,(,,,,
2282,,(,,,,,,,(,,,
2287,(,,(,(,(,,,,,,,
2293,,,,,,(,,,,,,
2294,,,,,,,,,,(,,
2310,,,,,,,,,,,,(
2318,,,,,,,,,,,(,
2320,,,,,,,,,,t,,
2321,,,,,,,,t,,,,
2322,,,,,,t,,,t,,,
2323,,,,,,,t,,,,,
2325,,,,t,,,,,,,,
2327,t,,,,,,,,,,,
2329,,,,,t,,,,,,,
2331,,,t,,,,,,,,,
2346,,t,,,,,,,,,,
2347,,,,,,,,,,),,t
2351,,,,,,,,,,,t,
2356,,,,,,,,,),,,
2358,,,,,,,,),,,,
2359,,,,,,,),,,,,
2363,,),,,,,,,,,,
2364,,,,),,,,,,,,
2365,),,,,,,,,,,,
2370,,,),,,,,,,,,
2373,,,,,),,,,,,,
2374,,,,,,),,,,,,
2383,,,,,,,,,,,,)
2384,,,,,,,,,,,),
2566,,,,(,,(,,,,,,
2567,,,,,,,(,,,,,
2568,,(,,,,,,,,,,
2572,,,,,,,,(,,,,
2574,,,(,,,,,,(,,,
2576,(,,,,,,,,,,(,
2578,,,,,,,,,,,,(
2579,,,,,,p,,,,(,,
2594,,,,,,,,,,,p,
2597,,,,,,,p,p,,,,
2598,p,,,,,,,,,,,
2600,,p,,p,,,,,p,,,
2601,,,,,,,,,,,,p
2602,,,,,,,,,,p,,
2604,,,,,(,,,,,,,
2608,,,p,,,,,,,,,
2614,,,,,,,),,,,,
2615,,,,,,),,,,,),
2618,,,,,p,,,,,,,
2619,,,),,,,,,,,,
2621,,),,,,,,),,,,
2626,,,,,,,,,),,,
2627,,,,),,,,,,,,
2629,),,,,,,,,,,,
2631,,,,,,,,,,),,)
2634,,,,,),,,,,,,
2636,,,(,,,,,,,,,
2646,,,,,,,,(,,,,
2647,,,,,,,(,,,,(,(
2648,,,,,,,,,,(,,
2649,,,,,,,,,(,,,
2650,,,,,,(,,,,,,
2655,,,,,(,,,,,,,
2656,(,,,,,,,,,,,
2657,,(,,,,,,,,,,
2659,,,N,,,,,,,,,
2660,,,,(,,,,,,,,
2661,,,,,,,N,,,,,
2662,,,,,,N,,,,,,
2668,,,,,,,,N,N,,,
2670,,,,,,,,,,,N,
2671,,,,,,,,,,N,,N
2672,N,,,,N,,,,,,,
2673,,N,,,,,,,,,,
2690,,,,N,,,,,,,,
2692,,),,,,),,,,,,
2693,),,,,,,,),,,,
2696,,,),,,,,,,,,
2699,,,,,,,,,,),),
2700,,,,,,,,,,,,)
2701,,,,,,,),,),,,
2702,,,,),,,,,,,,
2705,,,,,),,,,,,,
2763,,,,,,,(,,,,,
2774,,,,,(,,,,,,,
2775,,,,,,,,,,,,(
2776,(,,,,,,,,,,,
2779,,(,,,,,,(,,,,
2780,,,,,,(,,,,,,
2781,,,(,,,,,,,,,
2782,,,,,,,,,(,,,
2786,,,,,,,,,,(,,
2792,,,,(,,,,,,,,
2807,,t,,,,,,,,,,
2815,,,,,,,,,,t,,
2816,,,,,,,,,,,(,
2817,t,,t,,,,,,,,,
2820,,,,,t,,,,,,,
2821,,,,,,t,,,t,,,
2822,,,,,,,t,t,,,,
2823,,),,,,,,,,,,
2835,,,,t,,,,,,),,t
2837,,,,,,,,,,,t,
2847,,,,,,,,,),,,
2858,,,),,),,),,,,,
2859,,,,,,),,,,,,
2861,),,,,,,,,,,,
2866,,,,,,,,),,,,
2870,,,,,,,,,,,),
2874,,,,,,,,,,,,)
2876,,,,),,,,,,,,
3052,,,,(,,,,,,,,
3064,,(,,,,,,,,,,
3065,,,,,,,(,,(,(,(,
3066,,,,,,,,(,,,,
3067,,,,,,,,,,,,(
3068,,,,,,(,,,,,,
3069,(,,,,,,,,,,,
3072,,,(,,,,,,,,,
3089,,,,,,,p,,,,,
3091,,,,p,,,,p,,,,
3092,,,,,,p,,,p,,,
3093,,,,,,,,,,p,p,
3094,,p,p,,,,,,,,,
3097,,,,,(,,,,,,,
3098,,,,,,,,,,,,p
3105,p,,,,,,,,,,,
3110,,,,,,,),,,,,
3111,,,),,p,,,,,,,)
3112,,,,,,),,,,),,
3114,,,,,,,,,),,,
3115,,,,,,,,),,,),
3120,,,,),,,,,,,,
3122,,),,,,,,,,,,
3124,),,,,,,,,,,,
3129,,,,,),,,,,,,
3137,,,,,,,,(,,,,
3139,,,(,,,(,,,,,,
3140,,(,,,,,,,,,,
3141,,,,,,,(,,(,,,(
3142,,,,,,,,,,,(,
3143,,,,,,,,,,(,,
3146,(,,,,,,,,,,,
3147,,,,,(,,,,,,,
3150,,,,(,,,,,,,,
3152,,,,,,,N,,,,,
3153,,,N,,,,,,,,,
3155,,,,,,N,,,,,,
3160,,,,,,,,N,,,,
3161,,,,,,,,,N,,,
3163,,,,,,,,,,N,,
3164,,,,,,,,,,,N,
3165,,,,,N,,,,,,,N
3166,N,N,,,,,,,,,,
3178,,,,N,,,,,,,,
3186,,,,,,,,),,,,
3192,,,,,,,),,,),),)
3193,),),),,),),,,,,,
3194,,,,,,,,,),,,
3197,,,,),,,,,,,,
3263,,,,,,,,(,,,,
3266,,,(,,,,(,,,,,
3268,,,,,,,,,(,,,
3269,,,,,(,,,,,,,
3271,,,,,,,,,,(,,
3275,(,,,,,,,,,,,
3279,,,,,,(,,,,,,
3301,,(,,(,,,,,,,,
3302,,,,,,,,,,,,(
3304,,,,,,,,,,t,,
3315,,,,,,,t,t,t,,,
3316,,,t,,,t,,,,,,
3319,,,,,t,,,,,,(,
3321,t,,,,,,,,,,,
3325,,,,t,,,,,,,,
3335,,t,,,,,,,,,,t
3340,,,,,,,,,,),,
3341,,,,,,,,,,,t,
3346,,,,,,,),,),,,
3347,,,,,,),,,,,,
3351,),,,,),,,,,,,
3353,,,),,,,,,,,,
3354,,,,,,,,),,,,
3361,,),,,,,,,,,,
3362,,,,),,,,,,,,
3363,,,,,,,,,,,,)
3374,,,,,,,,,,,),
3566,(,,,,,,,,,,,
3569,,,,(,,,,,,,,
3578,,,,,,,,,,,(,
3579,,,,,,,,,,(,,
3582,,,(,,,,,,(,,,
3584,,,,,,,(,,,,,(
3586,,,,,,,,(,,,,
