,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
646,,,,(,,,,,,,,
647,,,(,,,,,,,,,
649,,,,,,,,,,(,,
650,,,,,,,(,(,(,,,
655,,(,,,,,,,,,,
656,,,,,,(,,,,,(,(
657,(,,,,(,,,,,,,
661,,,,N,,,,,,,,
662,,,,,,,N,,,,,
670,,,,,,,,N,,,,
678,N,,,,,,,,,,,
679,,,,,N,,,,N,,,
680,,,,,,,,,,N,N,N
681,,N,,,,N,,,,,,
690,,,N,,,,,,,,,
696,,,,,,,,,,,,)
697,,,,,,,,,,),,
699,,),,,,,,,,,),
700,,,,,,,,),,,,
701,),,,,),,,,,,,
702,,,,,,),,,),,,
705,,,,),,,,,,,,
706,,,,,,,),,,,,
712,,,),,,,,,,,,
732,,,,,,,,(,(,,,
736,,,,,,,,,,,(,
749,,,,,,,,,,(,,
750,,,,(,,,,,,,,
751,,,(,,,,,,,,,
752,(,,,,(,,,,,,,
757,,(,,,,,,,,,,
763,,,,,,,,,,,,(
771,,,,,,,(,,,,,
792,,,t,,,(,,,,,,
794,,,,,t,,,,,,,
801,t,,,,,,,,,,,
803,,,,,,,,t,,,,
804,,,,,,,,,t,,,
806,,,,,,,,,,t,,
807,,,,,,,,,,,t,
809,,,,,,,,,,,,t
812,,,,t,,,,,,,,
816,,t,,,,,t,,,,,
829,,,,,,t,,,,,,
838,),,),,,,,,,,,
840,,,,,),,,,,,,
843,,,,,,,,,,,,)
845,,,,),,,,,,,,
847,,,,,,,,,),,),
848,,,,,,,,),,),,
849,,,,,,),,,,,,
852,,),,,,,,,,,,
858,,,,,,,),,,,,
997,,,,,,,,,,,,(
1045,,,,,,,,(,,,,
1050,,,,,,(,,,,,,
1054,,,,,,,,,,,,p
1059,,,(,,,,,,,,,
1060,,,,,,,,,(,,,
1062,,(,,,,,,,,(,,
1064,(,,,,,,,,,,(,
1065,,,,(,,,,,,,,
1072,,,,,,,,p,,,,
1075,,,,,,,(,,,,,
1081,,,,,,,,,p,,,
1084,,,,,(,,,,,,,
1085,,,p,,,,,,,,,
1089,,,,,,,,),,,,
1093,,,,,,p,,,,,,
1094,,,,,,,,,,,p,
1095,,p,,,,,,,,p,,
1096,,,,p,,,p,,,,,
1099,p,,,,,,,,,,,
1109,,,,,p,,,,,,,
1111,,,),,,,,,),,,
1117,,,,,,,,,,),,
1119,,,,,,,,,,,,)
1121,,,,,,,,,,,),
1123,,,,,,),,,,,,
1125,),,,,,,),,,,,
1126,,),,),,,,,,,,
1128,,,,,),,,(,,,,
1132,,,(,,,,,,(,,,
1137,,,,,,,,,,(,,
1138,,(,,,,(,,,,,,
1140,,,,(,,,(,,,,(,(
1143,,,,,(,,,,,,,
1145,(,,,,,,,,,,,
1147,,,,N,,,,,,,,
1149,,,,,,,N,,,,,
1157,,,,,,,,N,N,,,
1165,N,,,,N,,,,,,,
1166,,,,,,,,,,N,,
1167,,,,,,,,,,,N,N
1168,,N,,,,N,,,,,,
1176,,,N,,,,,,,,,
1186,,,,,,,,,,,,)
1187,,,,,,,,,),),,
1189,,,,,,,,),,,,
1191,),,,,,,,,,,,
1194,,),,,,,,,,,,
1195,,,),,,,),,,,,
