,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
547,,(,(,,,(,,,,,,
548,,,,,,,,,,(,,(
549,,,,,,,,,,,(,
550,(,,,,,,,,(,,,
551,,,,,,,(,(,,,,
554,,,,,(,,,,,,,
556,,,,(,,,,,,,,
557,,,,,,,N,,,,,
558,,,,,,,,N,,,,
560,,,,,,,,,N,,,
569,N,N,N,,,N,,,,N,N,
570,,,,,,,,,,,,N
582,,,,N,,,,,,,,
586,),,,,,,),,,,,
587,,,,,,,,,,,),)
588,,,,,,,,),,),,
592,,),,,N,,,,,,,
598,,,,,,,,,),,,
600,,,,),,,,,,,,
601,,,),,,,,,,,,
603,,,,,,),,,,,,
608,,,,,),,,,,,,
626,,,,,,,(,,,,,
642,,,,,,,,(,,,,
646,,,,,,,,,(,,,
652,,,,,,,,,,,,(
658,,,,,,,,,,(,,
659,,(,,,,,,,,,,
660,,,,,,,,,,,(,
662,,,,(,(,,,,,,,
664,,,,,,(,,,,,,
665,,,(,,,,,,,,,
666,(,,,,,,,,,,,
687,,,,,,,t,,,,,
702,,,,,,,,t,,,,
706,,,,,,,,,t,,t,t
707,,,,,t,,,,,,,
708,t,,,,,,,,,t,,
709,,t,,t,,,,,,,,
711,,,,,,t,,,,,,
717,,,t,,,,,,,,,
736,,,,,,,),,,,,
746,,,,,,,,),,,,
747,,,,,),,,,,,,
749,),,,,,,,,),,),
750,,),,),,,,,,,,
752,,,,,,),,,,,,)
754,,,,,,,,,,),,
763,,,),,,,,,,,,
879,,,,,,,,(,,,,
896,,(,(,(,,(,,,(,,,
897,,,,,,,(,,,(,,
898,,,,,,,,,,,(,
901,,,,,,,,,,,,(
915,,,,,(,,,,,,,
916,(,,p,,,,p,,,,,
917,,,,,,p,,,,,,
918,,,,,,,,p,,,,
920,,p,,,,,,,,,,
921,,,,,,,,,p,,,
922,,,,,,,,,,p,,
928,,,,,,,,,,,p,
933,,,,p,,,,,,,,
934,,,,,,,),,,,,
936,p,,,,,,,,,,,
937,,,,,p,,,),,,,
938,,,,,,,,,,,,p
939,,,),,,,,,,,,
950,,,,,,),,,,,,
954,,),,,,,,,,,,
955,,,,,,,,,),,,
956,),,,,,,,,,,,
958,,,,,),,,,,,,
959,,,,,,,,,,),,
961,,,,),,,,,,,,)
964,,,,,,,,,,,),
991,,,(,,,(,,,,,,
992,,,,,,,,(,,,,(
993,,,,,,,,,,(,,
994,,,,,,,,,,,(,
995,(,(,,,,,,,(,,,
997,,,,,,,(,,,,,
998,,,,,(,,,,,,,
1000,,,,(,,,,,,,,
1003,,,,,,,N,,,,,
1004,,,,,,,,N,,,,
1007,,,,,,,,,N,,,
1014,,,,,,,,,,N,N,
1015,N,N,N,,,N,,,,,,N
1016,,,,,N,,,,,,,
1025,,,,N,,,,,,,,
1032,),,,,,,,,,,),
1033,,,,,,,),,,),,)
1034,,,,,,,,),),,,
1036,,),,,,,,,,,,
1037,,,,,,),,,,,,
1038,,,),),,,,,,,,
1041,,,,,),,,,,,,
1081,,,,,,,,,(,,,
1099,,,,,,,(,(,,,(,
1102,,,,,,,,,,,,(
1105,,,,(,,,,,,,,
1106,,,,,,,,,,(,,
1107,,(,,,,,,,,,,
1108,(,,,,,,,,,,,
1110,,,,,(,,,,,,,
1111,,,,,,(,,,,,,
1136,,,,,,,t,,,,,
1148,,,,,,,,t,,,,
1149,,,(,,,,,,,,,
1151,,,,,,,,,t,,,t
1152,,,,,,,,,,,t,
1154,t,t,,t,t,t,,,,t,,
1176,,,t,,,,,,,,,
1177,,,,,,,),,,,,
1190,,,,,),,,,,,,
1194,,,,,,,,),,,),
1196,,,,,,,,,,),,
1197,,,,,,,,,),,,
1198,),,,,,,,,,,,)
1202,,,,,,),,,,,,
1204,,),,),,,,,,,,
1217,,,),,,,,,,,,
1318,,,,,,,,,,,,(
1333,,(,,(,,,,,,,,
1334,,,,,,(,,,,,,
1337,,,(,,,,,,,,,
1341,,,,,,,,,(,,,
1343,,,,,,,,(,,(,,
1344,,,,,,,,,,,(,
1345,,,,,,,(,,,,,
1357,(,,,,,,,,,,,
1362,,,,,(,,p,p,,,,
1363,,,p,,,,,,,,,
1365,,,,,,p,,,p,,,
1366,,p,,,,,,,,,,
1369,,,,,,,,,,p,,
1371,,,,p,,,,,,,,p
1372,,,,,,,,,,,p,
1381,,,,,,,),,,,,
1382,,,,,,,,),,,,
1383,p,,,,,,,,,,,
1384,,,,,p,,,,,,,
1385,,,),,,,,,,,,
1399,,,,,,,,,),,,
1401,,),,,,),,,,,,
1402,,,,,,,,,,),,
1405,,,,,,,,,,,),)
1406,,,,),,,,,,,,
1409,),,,,,,,,,,,
1412,,,,,),,,,,,,
1431,,,(,,,,,,,,,
1434,,,,,(,(,,,,,,
1435,,(,,,,,,,,,,
1437,,,,,,,,,,(,,(
1439,(,,,,,,,,,,,
1441,,,,,,,,,(,,(,
1442,,,,,,,(,(,,,,
1444,,,,(,,,,,,,,
1447,,,,,,,N,,,,,
1449,,,,,,,,N,,,,
1452,,,,,,,,,N,,,
1456,,,,,N,,,,,,,
1459,N,N,,,,N,,,,N,N,N
1460,,,N,,,,,,,,,
1468,,,,N,,,,,,,,
1477,,,,,,,,,,,,)
1479,,,,,),,,,,),,
1480,,,,,,,,,,,),
1481,,,),,,,),),,,,
1482,,,,,,),,,,,,
1485,,),,,,,,,,,,
1486,),,,,,,,,),,,
1487,,,,),,,,,,,,
1534,,,,,,,,,(,,,
1535,,,,,,,,(,,,,
1539,,,,,,,(,,,,,
1546,,,,,,,,,,,,(
1547,,(,,,,,,,,,,
1550,(,,,(,,,,,,(,(,
1552,,,(,,,,,,,,,
1556,,,,,(,,,,,,,
1559,,,,,,(,,,,,,
1585,,,,,,,t,,,,,
1586,,,t,,,,,,,,,
1592,,,,,,,,t,,,,
1595,,,,,t,,,,t,,,
1596,t,,,,,,,,,,,
1597,,,,t,,,,,,t,t,t
1599,,t,,,,,,,,,,
1612,,,,,,t,,,,,,
1619,,,),,,,,,,,,
1624,,,,,,,),,,,,
1627,,,,,),,,,,,,
1635,),,,,,,,,,,,
1636,,,,,,,,,,,),
1638,,,,,,,,),,,,
1640,,),,,,,,,,,,
1642,,,,),,,,,,,,
1643,,,,,,,,,,,,)
1645,,,,,,,,,),),,
1648,,,,,,),,,,,,
1785,,,,,,,,,,,,(
1788,,,,(,,,,,,,,
1789,,,(,,,,,,,,,
1790,,,,,,,,,(,,,
1791,,,,,,,,,,,(,
1792,,,,,,(,,,,,,
1793,,(,,,,,(,,,,,
1794,,,,,,,,(,,(,,
1809,(,,,,,,,,,,,
1812,,,,,,,,p,,,,
1813,,,p,,(,,p,,,,,
1816,,,,,,p,,,p,,,
1820,,p,,,,,,,,p,,
1823,,,,,,,,,,,p,p
1824,,,,p,,,,,,,,
1827,p,,,,,,,,,,,
1833,,,,,p,,),,,,,
1834,,,,,,,,),,,,
1835,,,),,,,,,,,,
1836,,,,,,,,,),,,
1843,,,,,,),,,,,,
1849,),,,,,,,,,,,
1850,,,,,),,,,,,,
1852,,),,,,,,,,,,
1855,,,,,,,,,,),),
1857,,,,,,,,,,,,)
1864,,,,),,,,,,,,
1883,,,,,(,,,,,,,
1886,(,(,,,,,,,,,,
1887,,,,,,,,,(,,,
1888,,,(,,,(,,,,(,,
1889,,,,,,,,,,,,(
1892,,,,,,,,(,,,(,
1893,,,,,,,(,,,,,
1897,,,,(,,,N,,,,,
1899,,,,,,,,N,,,,
1909,,,,,N,,,,,,,
1910,N,N,,,,N,,,,N,N,N
1911,,,N,,,,,,N,,,
1921,,,,N,,,,,,,,
1928,,,),,,,,,,,),)
1929,,),,,,,),,,,,
1930,,,,,,),,,),),,
1931,,,,,,,,),,,,
1932,),,,,,,,,,,,
1938,,,,),,,,,,,,
1943,,,,,),,,,,,,
1985,,,,,,,(,,,,,
1988,,,,,,,,(,(,,,
1989,,,,,,,,,,,(,
1990,,,,,,,,,,,,(
1993,,,,,,,,,,(,,
1996,,,(,,,,,,,,,
1999,,,,(,,,,,,,,
2000,(,,,,,,,,,,,
2006,,,,,,(,,,,,,
2007,,(,,,(,,,,,,,
2034,,,,,,,t,,,,,
2043,,,,,,,,t,,,,
2044,,,t,,,,,,,,,
2046,,,,,t,,,,t,,,
2047,t,,,,,,,,,,,
2048,,,,,,,,,,,t,t
2049,,,,t,,,,,,t,,
2052,,t,,,,,,,,,,
2055,,,,,,t,,,,,,
2074,,,),,,,,,,,,
2079,,,,,),,),,,,,
2087,,,,),,,,,,,,
2089,,,,,,,,,),,,
2090,,,,,,,,),,,,
2091,),),,,,,,,,,,
2092,,,,,,,,,,,),)
2093,,,,,,,,,,),,
