,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
439,,,,(,,,,,,,,
444,,,,,,,,,(,,,
445,,,,,,,,(,,(,,
447,(,,,,,,,,,,,
448,,,,,,,(,,,,,
450,,,,N,,,,,,,,
451,,,,,,(,,,,,,(
452,,,,,,,,,,,(,
453,,(,,,,,,,,,,
457,,,,,(,,,,,,,
458,,,,,,,N,,,,,
464,,,(,,,,,,,,,
465,,,,,,,,N,,,,
466,,,,,,,,,N,,,
469,,,,,,,,,,N,,
470,N,,,,N,,,,,,,
471,,N,,,,,,,,,N,N
472,,,,,,N,,,,,,
478,,,N,,,,,,,,,
482,,,,,),,,,,,,
492,,,,,,,,,,,),
493,,,,),,,,,,,,
494,,,,,,,,,),),,)
495,,,,,,,,),,,,
497,),),,,,,,,,,,
499,,,),,,,,,,,,
502,,,,,,),,,,,,
503,,,,,,,),,,,,
528,,,,,,,,,(,,,
530,,,,,,,,,,(,,
531,,,,,,,,(,,,,
533,,,,,,,,,,,(,
541,,,,,(,,,,,,,
545,,,,,,,,,,,,(
556,(,(,,,,,,,,,,
558,,,,(,,,,,,,,
562,,,,,,,(,,,,,
565,,,(,,,,,,,,,
566,,,,,,(,,,,,,
584,,,,,,,,t,,,,
586,,,,,,t,,,,,,
589,,,,,,,,,t,,,
591,,,,,,,,,,t,,
593,t,,t,t,t,,,,,,,
594,,t,,,,,,,,,t,
595,,,,,,,t,,,,,
596,,,,,,,,,,,,t
623,,,),,,,,,,,,
624,,,,,,),,,,,,
628,,,,,,,,,,),,
632,,,,,,,,,),,,
636,),,,),,,,,,,,
637,,,,,,,,),,,,
638,,),,,,,,,,,,
639,,,,,),,,,,,,
640,,,,,,,),,,,,
645,,,,,,,,,,,,)
646,,,,,,,,,,,),
808,,,,,(,,,,,,,
809,(,,,,,,,,,,,
810,,(,,,,,,,(,(,,
811,,,,,,(,(,,,,,
812,,,,,,,,(,,,,
814,,,,(,,,,,,,,(
816,,,,,,,,,,,(,
822,,,,,,,N,,,,,
826,,,(,,,,,,,,,
828,,,,,,,,N,,,,
