,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
960,,,,(,,,,,,,,
961,,,,,(,,,,,,,
962,,(,,,,,,,,(,,
963,,,(,,,(,,,,,(,(
964,(,,,,,,,,N,,,
965,,,,,,,,N,,,,
966,,,,,,,,,(,,,
967,,,,,,,,(,,,,
968,,,,N,,,N,,,,,
976,,,N,,,N,,,,,,
977,,N,,,,,,,,,,
980,N,,,,,,,,,,,
981,,,,,,,,,,,N,
982,,,,,N,,,,,,,N
984,,,,,,,,,,N,,
988,,,,),,,,,,,,
994,,,),,,,,,,,,
995,,,,,,),,,,,,
996,,),,,,,),),,,,)
997,,,,,,,,,,,),
999,,,,,),,,,,,,
1000,,,,,,,,,,),,
1006,),,,,,,,,,,,
1013,,,,,,,,,),,,
1028,,(,,,,,,,,,,
1033,,,(,,,,,,,,,
1042,,,,,,(,,,,,,
1047,,,,,(,,,,,,,
1054,(,,,,,,,,,,,
1063,,,,,,,,,,,,(
1065,,,,(,,,,,,,,
1072,,,,,,,,,,,(,
1074,,,,,,,,,,(,,
1087,,,,,,,,,(,,,
1089,,,,,,,,(,,,,
1095,,,,,,,(,,,,,
1098,t,,,,,,,,,,,
1104,,,,,,,,,,,,t
1106,,,,,t,,,,,,,
1107,,,t,,,t,,,,,,
1108,,t,,,,,,,,,,
1111,,,,,,,,,,,t,
1121,,,,t,,,,,,,,
1123,,,,,,,,,,t,,
1127,,,,,,,,,t,,,
1132,,,,,,,,t,,,,
1133,,,,,,,t,,,,,
1135,,,,,,,,,,,,)
1137,),,,,,,,,,,,
1147,,,),,,,,,,,,
1148,,,,,),,,,,,,
1149,,,,),,),,,,,,
1151,,),,,,,,,,,,
1154,,,,,,,,,,,),
1157,,,,,,,),,,,,
1159,,,,,,,,),,,,
1161,,,,,,,,,,),,
1165,,,,,,,,,),,,
1392,(,,,,(,,,,,,,
1395,,,(,(,,,,,,,,
1396,,(,,,,,,,(,,,
1397,,,,,,(,,(,,(,(,
1399,,,,,,,,,,,,(
1402,,,,,p,,,,,,,
1411,,,,,,,(,,,,,
1415,,,,,,,,p,,,,
1420,,,,,,,,,p,,,
1421,,,,,,,,,,p,,
1423,p,,,,,,,,,,p,
1424,,,,p,,,,,,,,p
1425,,p,,,,,,,,,,
1426,,,p,,,p,,,,,,
1427,,,,,,,p,,,,,
1431,,,,,,,,),,,,
1435,,,,,,,,,),,,
1439,,,,,),,,,,,,
1441,,,,,,,,,,),,
1446,,,,,,,,,,,),
1447,,),,,,,,,,,,)
1448,),,,),,,,,,,,
1449,,,),,,,,,,,,
1450,,,,,,),,,,,,
1451,,,,,,,),,,,,
1460,,,,,(,,,,,,,
1461,(,,,,,,,,,,,
1462,,,,(,,,,,,(,(,
1463,,,,,,(,,,,,,
1465,,,(,,,,,,,,,(
1466,,(,,,,,,,,,,
1469,,,,,,,,N,N,,,
1470,,,,,,,,(,(,,,
1471,,,,,,,(,,,,,
1472,,,,,,,N,,,,,
1473,,,,N,,,,,,,,
1479,,,N,,,,,,,,,
1480,,N,,,,N,,,,,,
1483,N,,,,,,,,,,,
1484,,,,,,,,,,,N,N
1485,,,,,N,,,,,,,
1488,,,,,,,,,,N,,
1491,,,,),,,,,,,,
1497,,,),,,),,,,,,
1498,,),,,,,,,,,,
1499,,,,,,,,,,,),)
1502,),,,,,,),),),),,
1511,,,,,),,,,,,,
1547,,(,,,,,,,,,,
1548,,,(,,,,,,,,,
1549,,,,,,(,,,,,,
1556,,,,,(,,,,,,,
1564,(,,,,,,,,,,,
1566,,,,,,,,,,,,(
1572,,,,,,,,,,,(,
1577,,,,(,,,,,,,,
1584,,,,,,,,,,(,,
1593,,,,,,,,,(,,,
1596,,,,,,,,(,,,,
1597,,,,,,,(,,,,,
1609,t,,,,,,,,,,,t
1610,,t,t,,t,t,,,,,,
1615,,,,,,,,,,,t,
1624,,,,t,,,,,,,,
1626,,,,,,,,,,t,,
1631,,,,,,,,,t,,,
1633,,,,,,,,t,,,,
1636,),,,,,,,,,,,)
1638,,,,,,,t,,,,,
1646,,,,,),,,,,,,
1648,,,),,,,,,,,,
1649,,,,,,,,,,,),
1650,,),,,,),,,,,,
1655,,,,),,,,,,,,
1659,,,,,,,),,),),,
1666,,,,,,,,),,,,
1688,(,,,,,,,,,,,
1690,,,,(,,,,,,,,
1693,,(,,,,,,,,,,
1696,,,,,,,,,,,(,
1697,,,,,,,,,(,(,,
1698,,,,,,,(,,,,,(
1700,,,(,,,(,,,,,,
1708,,,,,(,,,,,,,
1712,p,,,,,,,,,,,
1714,,,,,,,,(,,,,
1715,,,,p,,,p,,,,,
1716,,,,,,,,,p,p,,
1717,,p,,,,,,,,,,p
1718,,,,,,,,,,,p,
1721,,,p,,,p,,,,,,
1725,,,,,p,,,,,,,
1727,,,,,,,),p,,,,
1734,,,,,,,,,),,,
1736,),,,,,,,,,,,
1737,,,,,,,,,,),,
1740,,,,),,,,,,,),)
1741,,,,,,,,),,,,
1744,,,,,,),,,,,,
1746,,,),,,,,,,,,
1747,,),,,),,,,,,,
1757,,,,(,,,,,,,,
1759,(,(,,,,,,,,,(,(
1760,,,,,,(,,,,,,
1762,,,(,,,,,,,(,,
1764,,,,,,,,(,N,,,
1765,,,,,,,N,N,,,,
1766,,,,,,,(,,,,,
1767,,,,N,,,,,,,,
1770,,,,,(,,,,,,,
1774,,N,N,,,N,,,,,,
1778,N,,,,,,,,,,,
1779,,,,,,,,,,,,N
1780,,,,,,,,,,,N,
1781,,,,,N,,,,,,,
1783,,,,,,,,,,N,,
1788,,,,),,,,,,,,
1791,,,),,,,,,,,,
1793,,),,,,),,,,,,
1795,,,,,,,,,,,,)
1796,,,,,,,),),,,),
1797,),,,,,,,,,,,
1798,,,,,,,,,),),,
1800,,,,,),,,,,,,
1834,,,(,,,,,,,,,
1836,,(,,,,,,,,,,
1843,,,,,,(,,,,,,
1846,,,,,(,,,,,,,
1852,(,,,(,,,,,,,,
1861,,,,,,,,,,,(,
1862,,,,,,,,,,,,(
1878,,,,,,,,,,(,,
1887,,,,,,,,(,,,,
1889,,,,,,,,,(,,,
1891,,,,,,,(,,,,,
1898,,,,,,,,,,,,t
1899,t,,,,,,,,,,,
1902,,,,,t,,,,,,t,
1903,,,t,,,,,,,,,
1904,,,,,,t,,,,,,
1905,,t,,,,,,,,,,
1913,,,,t,,,,,,,,
1915,,,,,,,,,,t,,
1919,,,,,,,,t,,,,
1920,,,,,,,,,t,,,
1924,,,,,,,t,,,,,
1927,),,,,,,,,,,,
1928,,,,,,,,,,,,)
1935,,,,,),,,,,,,
1939,,,,),,,,,,,,
1940,,,),,,),,,,,),
1946,,),,,,,,,,,,
1948,,,,,,,,),,,,
1951,,,,,,,,,),,,
1955,,,,,,,,,,),,
1958,,,,,,,),,,,,
2251,,,,,(,,,,,,,
2258,(,,,,,,,,,,,
2260,,(,,(,,,,,,,,
2266,,,,,,(,,,,,(,
2267,,,(,,,,,,,,,
2268,,,,,,,,,,(,,
2269,,,,,,,,(,,,,
2270,,,,,,,,,,,,(
2271,,,,,,,,,(,,,
2276,,,,,p,,,,,,,
2281,,,,,,,(,,,,,
2282,,,,,,,,p,,,,
2287,,,,,,,,,p,,,
2289,,,,,,,,,,p,,
2291,,,,,,,,,,,p,
2292,p,,,,,,,,,,,p
2293,,p,,p,,,,,,,,
2294,,,,,,p,,,,,,
2295,,,p,,,,p,,,,,
2298,,,,,,,,),,,,
2306,,,,,),,,,,,,
2311,,,,,,,,,),,,
2312,,,,,,,,,,),,
2314,,,),,,),,,,,,
2316,,,,),,,,,,,),
2317,,),,,,,),,,,,
2318,),,,,,,,,,,,
2321,,,,,,,,,,,,)
2331,,,,,,,,,N,,,
2332,,,,,,,,,,(,(,
2333,(,(,(,(,,(,,,(,,,
2335,,,,,,,,,,,,(
2337,,,,,,,,N,,,,
2338,,,,,,,,(,,,,
2339,,,,,,,N,,,,,
2341,,,,N,,,,,,,,
2343,,,,,(,,,,,,,
2347,,,N,,,N,,,,,,
2348,,N,,,,,,,,,,
2351,N,,,,,,,,,,,
2352,,,,,,,,,,,,N
2353,,,,,,,,,,,N,
2354,,,,,N,,,,,,,
2356,,,,,,,,,,N,,
2361,,,,),,,,,,,,
2365,,,,,,),,,,,,
2366,,,),,,,,,,,,
2368,,,,,,,,,,,,)
2369,,,,,,,,,,,),
2371,),),,,),,),),,),,
2375,,,,,,,,,),,,
2404,,(,,,,,,,,,,
2407,,,(,,,,,,,,,
2417,,,,,,(,,,,,,
2420,,,,,(,,,,,,,
2434,(,,,,,,,,,,,
2441,,,,,,,,,,,(,
2447,,,,,,,,,,,,(
2451,,,,,,,,,,(,,
2455,,,,(,,,,,,,,
2462,,,,,,,,,(,,,
2464,,,,,,,(,(,,,,
2470,t,,,,,,,,,,,
2478,,,,,t,,,,,,,
2480,,,t,,,,,,,,,t
2482,,,,,,t,,,,,,
2486,,t,,,,,,,,,,
2488,,,,,,,,,,,t,
2493,,,,t,,,,,,,,
2498,,,,,,,,,,t,,
2502,,,,,,,,,t,,,
2504,,,,,,,,t,,,,
2505,,,,,,,,,,,,)
2508,,,,,,,t,,,,,
2509,),,,,,,,,,,,
2518,,,,,),,,,,,,
2520,,),,,,),,,,,,
2524,,,),,,,,,,,,
2529,,,,,,,,,,,),
