,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
567,,,,,,,,(,,,,
570,,(,,,,,,,,,,
571,,,,,(,,(,,,,,
573,,,(,,,(,,,,,,
576,,,,,,,,,(,,,
577,,,,(,,,,,,,,
580,(,,,,,,,,,,(,(
582,,,,,,,,,,(,,
584,,,,N,,,,,,,,
586,,,,,,,N,,,,,
590,,,,,,,,N,,,,
592,,,,,N,,,,,,,
594,N,,,,,,,,N,,,
597,,N,N,,,N,,,,N,N,N
607,,,,),,,,,,,,
612,,,,,,,),),,,,
616,,,,,,,,,,,),
617,,,,,,,,,,),,)
624,,,,,),,,,),,,
625,),,,,,,,,,,,
630,,,,,,),,,,,,
632,,,),,,,,,,,,
635,,),,,,,,,,,,
669,,,,,,,,,,(,,
671,,,,,,,,,(,,,
672,,,,,,,,,,,,(
673,,,,,,,,,,,(,
680,,(,,,,,,,,,,
683,,,,,,(,,,,,,
684,,,(,,,,,,,,,
690,,,,(,,,,,,,,
694,(,,,,,,,,,,,
705,,,,,,,(,,,,,
706,,,,,,,,(,,,,
724,,,,,(,,,,,,,
745,,,,,,,,,t,,,
747,,,,,,,,,,t,,
748,,,,,,,,,,,t,t
749,t,t,t,t,t,t,,t,,,,
752,,,,,,,t,,,,,
784,,,,,),,,,,,,
786,,,,,,,,),,,,
792,,,,,,),,,,),,
793,),),),,,,,,),,),
795,,,,),,,),,,,,
796,,,,,,,,,,,,)
981,,(,,,,,,,,,,
982,,,,(,,(,,,,,,
983,(,,,,,,,,,(,,
984,,,,,,,,,,,(,
986,,,,,,,,,(,,,
989,,,,,,,,,,,,(
990,,,,,,,(,,,,,
991,,,(,,,,,,,,,
997,,,,,,p,,,,p,p,
998,,p,,,(,,,,p,,,
999,,,p,p,,,,,,,,
1000,,,,,,,,(,,,,p
1002,,,,,,,p,,,,,
1009,p,,),,,,,,,,,
1010,,,,,,),,,,,,
1016,,,,),,,,,,,,
1025,,,,,p,,,,,,,
1028,,,,,,,,p,,,,
1036,,,,,),,,,,,,
1037,,),,,,,,,,,),
1038,,,,,,,,,,),,)
1039,,,,,,,),,),,,
1040,),,,,,,,,,,,
1045,,,,,,,,),,,,
1058,,,,(,,(,,,,,,
1060,,,(,,,,,,(,,,
1061,,(,,,,,,,,,,
1062,(,,,,,,(,,,,,(
1064,,,,,(,,,(,,(,(,
1066,,,,N,,,,,,,,
1069,,,,,,,N,,,,,
1073,,,,,,,,N,,,,
1074,,,,,N,,,,,,,
1077,N,,,,,,,,N,,,
1080,,N,N,,,N,,,,N,N,N
1093,,,,),,,,,,,,
1094,,,,,,,),,,,,
1095,,,,,,,,),,,,
1097,,,,,,,,,,,),
1099,,),,,,,,,,,,
1100,,,,,),,,,,,,)
1101,),,,,,,,,,,,
1104,,,,,,,,,,),,
1108,,,),,,),,,,,,
1109,,,,,,,,,),,,
1146,,,,(,,,,,,,,
1150,,(,,,,,,,,,,
1155,,,,,,,,,,(,(,
1159,,,(,,,,,,,,,
1160,,,,,,,,,(,,,
1162,,,,,,(,,,,,,(
1174,,,,,,,(,(,,,,
1175,,,,,(,,,,,,,
1183,(,,,,,,,,,,,
1223,,,,,t,,,,,,,
1226,,,,,,,,,t,,,
1230,t,t,,t,,,,,,t,,
1231,,,t,,,t,,,,,t,t
1233,,,,,,,t,t,,,,
1259,),,,,,,,,,,,
1265,,,,,),,,,,,,
1266,,,,,,,),,,,,
