,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
663,,,,(,,,,,,,,
668,(,,,,,,,(,(,,,
670,,,,,,,(,,,,,
671,,,,,,,,,,,,(
672,,(,(,,,,,,,,,
673,,,,,,(,,,,(,(,
676,,,,N,(,,,,,,,
677,,,,,,,N,,,,,
680,,,,,,,,N,,,,
685,,,,,,,,,N,,,
689,N,,,,,,,,,,,
691,,N,N,,,N,,,,N,N,N
703,,,,,N,,,,,,,
707,,,,,,,),,,,,
708,,,,,,,,,,,,)
709,),,,,,,,,,,,
711,,,,,,,,,,),),
712,,,,,,,,,),,,
713,,,),,,,,,,,,
714,,,,,,),,,,,,
715,,),,),,,,,,,,
717,,,,,,,,),,,,
718,,,,,),,,,,,,
733,,,,,,,,,,(,,
734,,,,,,,,,(,,,
741,,(,,,,,,,,,,
744,,,,(,,,,,,,,
745,,,,,,(,,,,,,
746,,,,,,,,,,,,(
750,,,,,,,,(,,,,
753,(,,,,,,,,,,,
759,,,,,,,,,,,(,
763,,,(,,,,,,,,,
768,,,,,,,(,,,,,
769,,,,,(,,,,,,,
796,,,,,t,,,,,,,
801,,,,,,,t,,,,,
803,,,,,,,,,t,,,
804,t,,,,,,,,,t,t,t
805,,t,t,t,,t,,,,,,
811,,,,,,,,t,,,,
821,,,,,,,),,,,,
829,,,,,),,,,,,,
839,),,,,,,,,,,,
840,,,),),,,,,,,,
841,,,,,,),,,,,),
844,,,,,,,,,,,,)
845,,),,,,,,,,,,
847,,,,,,,,,),),,
848,,,,,,,,),,,,
1007,,,,,,,(,,,,,
1008,,,,,,(,,,,,,
1010,,(,,,,,,,,,,
1011,,,,,,,,,,(,,
1012,,,(,,,,,,,,(,
1013,,,,(,(,,,,,,,
1024,,,,,,,p,,,,,
1025,,,,,,,,(,,,,(
1026,(,,,,,,,,,,,
1032,,,,,p,,,,,,,
1033,,,p,,,,,,,,,
1034,,,,,,p,,,,,,
1035,,,,,,,,,(,,,
1036,,,,,,,),p,,,,
1037,,p,,,,,,,,,,
1041,,,,p,,,,,,,,
1044,,,,,,,,,,p,p,p
1045,p,,,,,,,,p,,,
1048,,,),,,,,),,,,
1049,,,,,),,,,,,,
1051,,,,,,),,,,,,
1054,,),,,,,,,,,),
1056,,,,,,,,,),,,
1057,,,,),,,,,,),,
1058,),,,,,,,,,,,
1059,,,,,,,,,,,,)
1066,,,,(,,,,,,,,
1067,,,,,,,(,(,,,,
1068,(,,,,,,,,,,,
1069,,,,,,,,,,,(,(
1070,,,,,,,,,(,,,
1071,,(,(,,,(,,,,(,,
1074,,,,N,(,,,,,,,
1076,,,,,,,N,,,,,
1079,,,,,,,,N,,,,
1083,,,,,,,,,N,,,
1086,N,,,,,,,,,,,
1089,,,,,,,,,,,N,N
1090,,N,N,,,N,,,,N,,
1102,,,,,N,,,,,,,
1105,,,,,,,),,,,,
1106,,,,,,,,,,,,)
1109,),,,,,,,,,),,
1110,,,,,,,,,),,),
1111,,),,,,,,,,,,
1112,,,),,,,,,,,,
1113,,,,,,),,,,,,
1114,,,,,),,,),,,,
1117,,,,),,,,,,,,
1128,,,,,,,,,(,,,
1131,,,,,,,,,,(,,
1139,,,,,,,,,,,(,
1141,,,,,,(,,,,,,(
1142,,,,,,,,(,,,,
1149,,,,(,,,,,,,,
1150,(,,,,,,,,,,,
1151,,(,,,,,,,,,,
1152,,,(,,,,,,,,,
1167,,,,,,,(,,,,,
1169,,,,,(,,,,,,,
1195,,,,,t,,,,,,,
1200,,,,,,,t,t,,,,
1201,,,,,,,,,t,,,
1202,,,,,,,,,,t,t,
1203,t,t,t,t,,t,,,,,,t
1222,,,,,),,),,,,,
1237,,,,),,,,,,,,
1239,,),,,,,,,,,,
1241,),,,,,),,,,,,
1242,,,),,,,,,,,,)
1243,,,,,,,,,,,),
1246,,,,,,,,,,),,
1247,,,,,,,,,),,,
1251,,,,,,,,),,,,
1470,,,,,,,,,,(,,
1471,,,,,,,(,,,,,
1472,,(,,,,,,,,,(,
1473,,,,,(,,,,(,,,
1474,,,(,,,,,,,,,
1475,,,,(,,(,,,,,,
1479,,,,,,,,,,,,(
1483,,,,,,,,(,,,,
1486,,,,,,,p,,,,,
1487,(,,,,,,,,,,,
1496,,,p,,p,p,),,,,,
1497,,,,,,,,p,,,,
1503,,p,,,,,,,,,,
1505,,,,p,,,,,,,,
1506,,,,,,,,,,,p,p
1507,p,,,,),,,,,p,,
1510,,,,,,,,),,,,
1511,,,,,,,,,p,,,
1512,,,),,,,,,,,,
1514,,,,,,),,,,,,
1519,),,,),,,,,,,,
1520,,),,,,,,,),,,
1521,,,,,,,,,,),),)
1529,,,,,,,(,(,,,,
1530,,,,(,,,,,,,,
1531,,,,,,,,,,,,(
1532,(,(,,,,,,,,,(,
1533,,,,,,(,,,(,(,,
1534,,,(,,,,,,,,,
1536,,,,,(,,,,,,,
1537,,,,N,,,,,,,,
1538,,,,,,,N,,,,,
1541,,,,,,,,N,,,,
1548,,,,,,,,,N,,,
1550,N,,,,,,,,,,,
1552,,N,,,,,,,,N,N,N
1553,,,N,,,N,,,,,,
1564,,,,,N,,,,,,,
1567,,,,,,,),,,,,
1570,),,,,,,,,,),),)
1571,,),,,,,,,,,,
1572,,,),,,),,,),,,
1574,,,,,),,,,,,,
1576,,,,,,,,),,,,
1579,,,,),,,,,,,,
1597,,,,,,,,,,(,,
1599,,(,,,,,,,,,,
1602,,,,,,,,(,(,,,
1603,,,,,,(,,,,,,
1608,,,,,,,,,,,(,
1611,,,,(,,,,,,,,
1612,,,,,,,,,,,,(
1619,,,(,,,,,,,,,
1624,(,,,,,,,,,,,
1626,,,,,(,,,,,,,
1641,,,,,,,(,,,,,
1660,,,,,,,,t,,,,
1663,,,,,,,t,,,,,
1664,,,,,,,,,t,,,
1666,,,t,,,t,,,,t,,
1667,,t,,t,,,,,,,t,t
1668,t,,,,,,,,,,,
1669,,,,,t,,,,,,,
1686,,,,,,,),,,,,
1696,),,,,),,,,,,,
1697,,,,),,,,,,,,
1701,,,,,,,,,,,,)
1703,,,),,,,,,,,,
1706,,,,,,,,,,,),
1707,,),,,,),,,,,,
1709,,,,,,,,,,),,
1710,,,,,,,,),,,,
1712,,,,,,,,,),,,
1930,,,,,,(,,,,(,,
1931,,,(,(,,,,,(,,,
1932,,(,,,(,,(,,,,,
1933,,,,,,,,,,,(,
1944,,,,,,,,,,,,(
1945,,,,,,,p,,,,,
1946,,,,,,,,(,,,,
1952,(,,,,p,,,,,,,
1953,,,p,,,p,,,,,,
1954,,p,,,,,,,,,,
1956,,,,,,,),p,,,,
1962,,,,p,,,,,,,,
1964,,,,,,,,,,,,p
1965,p,,,,,,,),,p,p,
1966,,,,,,,,,p,,,
1969,,,,,),,,,,,,
1972,,,),,,,,,,,,
1973,,,,,,,,,),,,
1975,,,,,,),,,,),,
1976,,),,,,,,,,,,
1977,,,,,,,,,,,),
1978,,,,,,,,,,,,)
1979,),,,),,,,,,,,
