-1.515151515151515194e-02,3.754601226993865143e-02,4.913376881567736720e-02,-2.529704867765427204e-02,-5.552342394447657564e-02,4.531554072838476360e-02,-1.539432176656151396e-01,-2.671854734111543395e-01,-7.332071901608325226e-02,9.470499243570347503e-02,4.171779141104294680e-02,2.545454545454545539e-02
-1.435406698564593332e-02,3.754601226993865143e-02,4.884975859130928633e-02,-2.568033729398236722e-02,-5.494505494505494414e-02,4.503753127606338613e-02,-1.533123028391167320e-01,-2.665369649805447438e-01,-7.521286660359507992e-02,9.167927382753403298e-02,4.171779141104294680e-02,2.545454545454545539e-02
-1.435406698564593332e-02,3.754601226993865143e-02,4.884975859130928633e-02,-2.568033729398236722e-02,-5.494505494505494414e-02,4.503753127606338613e-02,-1.533123028391167320e-01,-2.665369649805447438e-01,-7.757805108798486449e-02,8.865355521936460481e-02,4.171779141104294680e-02,2.545454545454545539e-02
-1.435406698564593332e-02,3.754601226993865143e-02,4.884975859130928633e-02,-2.568033729398236722e-02,-5.494505494505494414e-02,4.503753127606338613e-02,-1.533123028391167320e-01,-2.665369649805447438e-01,-7.994323557237464906e-02,8.562783661119516276e-02,4.171779141104294680e-02,2.545454545454545539e-02
-1.435406698564593332e-02,3.754601226993865143e-02,4.884975859130928633e-02,-2.568033729398236722e-02,-5.494505494505494414e-02,4.503753127606338613e-02,-1.533123028391167320e-01,-2.665369649805447438e-01,-8.230842005676443363e-02,8.320726172465960080e-02,4.110429447852760598e-02,2.454545454545454392e-02
-1.435406698564593332e-02,3.754601226993865143e-02,4.884975859130928633e-02,-2.568033729398236722e-02,-5.494505494505494414e-02,4.503753127606338613e-02,-1.533123028391167320e-01,-2.665369649805447438e-01,-8.467360454115420432e-02,8.139183055975794667e-02,3.987730061349693128e-02,2.272727272727272790e-02
-1.435406698564593332e-02,3.754601226993865143e-02,4.884975859130928633e-02,-2.568033729398236722e-02,-5.494505494505494414e-02,4.503753127606338613e-02,-1.533123028391167320e-01,-2.665369649805447438e-01,-8.703878902554398889e-02,7.957639939485627867e-02,3.865030674846625658e-02,2.090909090909090842e-02
-1.435406698564593332e-02,3.754601226993865143e-02,4.884975859130928633e-02,-2.568033729398236722e-02,-5.494505494505494414e-02,4.503753127606338613e-02,-1.533123028391167320e-01,-2.665369649805447438e-01,-8.940397350993377346e-02,7.806354009077155764e-02,3.711656441717791494e-02,1.863636363636363494e-02
-1.435406698564593332e-02,3.754601226993865143e-02,4.884975859130928633e-02,-2.568033729398236722e-02,-5.494505494505494414e-02,4.503753127606338613e-02,-1.520504731861198611e-01,-2.665369649805447438e-01,-9.082308420056764420e-02,7.655068078668683662e-02,3.619631901840490718e-02,1.727272727272727293e-02
-1.435406698564593332e-02,3.754601226993865143e-02,4.884975859130928633e-02,-2.568033729398236722e-02,-5.494505494505494414e-02,4.503753127606338613e-02,-1.495268138801261748e-01,-2.665369649805447438e-01,-9.129612109744560111e-02,7.503782148260211560e-02,3.588957055214724023e-02,1.681818181818181893e-02
-1.435406698564593332e-02,3.754601226993865143e-02,4.884975859130928633e-02,-2.568033729398236722e-02,-5.494505494505494414e-02,4.503753127606338613e-02,-1.470031545741324885e-01,-2.665369649805447438e-01,-9.176915799432355803e-02,7.352496217851739457e-02,3.558282208588957329e-02,1.636363636363636492e-02
